,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS,score
PIK3R1,0.003954494744178916,0.004051423383882424,0.010586095419065744,0.00881185577261745,0.010855779164535171,0.09088509696050996,0.022299852125131917,0.10343086419901998,0.0037702543306971092,0.026290932631765518,0.0,0.012143499821885673,0.11703973969745655,0.1356607032516427,0.030009139902996137,0.002058997946532748,0.006101844838414028,0.006079458723419973,0.0007219436222047347,0.003973947959155788,0.005113284005101637,0.00040340942407729447,0.06601878316637178,0.10091258879688814,0.056519191930630486,1.0
TP53,-0.0197085337473068,0.012996196968496965,0.011430028142108195,0.01463362126816592,0.004042703653808766,0.13936946015499235,0.015017684247286391,0.06505998196731833,-0.003392408600164432,-0.014047392241086757,0.0065319593051939035,0.008805620635787327,0.10634117709287966,0.14254832425298553,0.023467993047181283,0.009101934853768371,0.014744658167247347,0.0016662208716855527,0.0004261053580534302,0.010845334595509515,0.003254700700041524,0.0,0.1283326994387185,0.1372965402569396,0.0,0.9982142857142856
NF1,0.061996655875952274,0.006264351712048755,0.007396716175263106,0.013774599932808218,0.007218071622866752,0.001940848024309161,0.04049520582386973,0.004472629753866364,0.003998995313403253,-0.007030640476321347,0.004523069904391608,-0.0029074148200408656,0.05323349215050077,0.05620208314634301,0.02609023724375948,0.0064825261259464076,0.010589106958971084,-0.0071468937144240074,0.0,0.0067158504003940744,0.008259694788218308,-0.0022999541935752607,0.15227580506740096,0.23723027033728405,0.059346446093517365,0.9982142857142856
PTEN,-0.010846171696992757,0.006752738066051089,0.0047754976303563965,0.011653697935720908,0.007996667298633353,0.03749774816423185,0.044866608494648685,0.048484327652537185,-0.0026650192303723785,0.017842526647273982,0.006870144674079481,0.007260686078177092,0.10108147282386117,0.10860532729792416,0.02129116854993673,0.0,0.011956487311983566,0.006895773125682403,0.011989374110899342,0.012225706703246127,0.0024016205102423416,-0.00562348954274905,0.12424664442782908,0.17458282305690265,0.07755082172807859,0.9964285714285714
RB1,0.029133382572644306,0.003092729673364269,0.015351753321236172,0.01382217945594938,-0.005961295496530239,-0.0040740852590629975,0.03311344914645109,0.09881197796404906,-0.003334284229577433,0.008028665250592981,0.005810330773012129,0.010644528908777984,0.12377371168444568,0.13954744204965513,0.0287434999966793,0.010885498557439588,-0.00159275077161658,0.04749487847553535,0.00490477795499894,0.012407745180744112,0.002607519700940641,0.0007667170949209322,0.09965159506372134,0.14125047561978304,-0.0032586894414008416,0.9964285714285714
PIK3CA,0.04769759246126287,0.016742713128230783,0.0,0.003104197082850701,0.0025651852177366874,0.09142976012701692,0.0012269803630707288,0.1437644945789765,0.012461990999460104,0.0031799229728435296,0.011596013386415804,-0.013873074905486836,0.08124428367140546,0.10872335134375324,0.00548260238112519,0.00925582313596096,0.0014957586246738266,0.0,0.0,0.0,0.004175658933886051,-0.006111370556268092,0.14115904894415682,0.12106102354499634,0.003811226382114175,0.9946428571428572
ATRX,0.04940744043937367,0.011690455432008641,0.00990177465499742,0.0,0.01817043901285703,0.0,0.04865962316643292,0.098634755387426,0.0032334098661553345,-0.008302565239663051,0.004470824291518516,-0.016873336647658832,0.0849176147850409,0.09587260290917947,0.02353742446017837,0.001298343319705908,0.0017441462422518315,0.027923971224222743,0.0,0.0029108028084081088,0.002420868526662568,0.004619903954053596,0.10474936630347276,0.13710500072016496,0.07517174477282162,0.9928571428571428
EGFR,0.034364126765783765,0.010363011211572735,-0.003431761176524828,0.00728825827055235,0.004590263428874086,0.17179594756476765,0.002415557359288778,-0.0016073998019680569,0.0016976816921456528,-0.0075318335919580814,0.006362734976109674,-0.01306431062591912,0.1145342128461716,0.16236248359824684,0.037446746481963056,0.038601917796628686,0.011600717165646923,0.008468090844398646,0.03061746609124366,0.022211658038903404,0.0034624074616684264,0.0,0.1103833630422204,-0.0025067365931812358,0.0004828646858325847,0.9821428571428572
IDH1,-0.011975552181162086,0.009709080429903316,0.0,0.0,0.007566116296338687,0.40152883684429536,0.0,0.0,0.0,0.017430774241949887,0.012691692927555457,-0.009104667450995696,0.040545404598704926,0.09079244876650006,0.02932141314416675,0.013773322486760664,0.009284016011264884,0.003131773979337393,-0.003930060815537706,0.0,0.0,0.0,0.124071439681957,0.0,0.0,0.9803571428571428
BRAF,0.025767693836364902,-0.004235009077967754,0.0,-0.0021711746164689294,0.0026982502695983572,0.3579653499691922,0.00028253329891542167,-0.0037498574474978397,0.0013995780052827036,0.01153445015722987,0.0071306031060271455,0.0,0.03750017855319368,0.08129311599073846,0.0057033068407358325,0.01388120817210442,0.014856297995118785,0.0018896583177585022,0.02144249015659383,0.02672854943603176,0.0,-0.002807456907841344,0.0575712046626129,0.00031202176115596725,0.0012716179107314927,0.9482142857142858
