,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
TP53,0.0,0.013216118036197044,0.022216751344921848,0.00430737145361898,0.0,0.0,0.06327383204552528,0.0,0.0,0.0,0.0,0.0013828428840209628,0.17249140242276828,0.2135898051108504,0.026368060813320243,0.0,0.007115509151867039,0.0,0.014546344404989475,0.008674906821029227,0.0,0.0,0.04036230663957685,0.12543085135961196,0.0
PTEN,0.0,0.008641139348806615,0.003288470092629836,0.0049912972150776835,0.0,0.006417742891481337,0.14021895596033385,0.0,0.0,0.0072871465877379915,0.0,0.0,0.15856695230279216,0.151781674673851,0.02509539617111528,0.0,0.0,0.03278879149623981,0.016770503838453854,0.0,0.0,0.0,0.0,0.13131618150191376,0.03414518374119779
RB1,0.009643051932152591,0.00910894651262495,0.02582429944429132,0.0,0.0,0.0,0.08640292650839182,0.0,0.0,0.007032451985437171,0.0,0.0,0.17283056160515609,0.19232686575320024,0.026169296256830454,0.0,0.0,0.03116528870647084,0.004584334683650548,0.005066825233140726,0.0,0.0,0.0,0.09659597048757784,0.024558616712706205
CTNNB1,0.023050115055353426,0.013424617550683415,0.0,0.002587748928414957,0.0,0.008883925869904219,0.0,0.024336797954199074,0.0,0.00949247689890842,0.0,0.0,0.20624503013772721,0.2544299493317579,0.017574022561043234,0.002589350997765416,0.005486156814404619,0.0,0.009477560935747975,0.004600083326804949,0.0,0.0040178068397551114,0.026594108346961465,0.01851968427219941,0.0
CDKN2A,-0.022651260990959043,0.01379497676046093,0.023140917478214784,0.0061619449871986864,0.0,0.01083539676147588,0.09917711670434357,0.032814374090982756,0.0,0.00533748806378842,0.00043983249699386384,0.0035146674011721224,0.14958691878527836,0.16750474668172166,0.0,0.006107338681021757,0.008189173086323887,0.02312813177451556,0.017975939011409925,0.008398137337272765,0.002570260241557265,0.0,0.0328710363185275,0.13741230015033012,0.0
HRAS,-0.01969455915382791,0.010517046469652569,-0.0074692554539745465,0.0,0.013772219248172124,0.09468092974491013,-0.008016117215620691,0.0,0.0,-0.019336481511570025,-0.005308168606905986,0.0,0.07066270541586517,0.09528162654750581,0.013310418819109271,-0.0051505909115709125,-0.008473593666151552,-0.004011104699768148,-0.0023625974594867066,0.0,0.0,-0.0016508872097660277,-0.027013401179831822,-0.0034287533551097815,0.0
IDH1,-0.015328737023542371,0.01343992101655725,-0.012910579453490667,0.0,0.017300079245732458,0.19627084124437427,0.0,0.0,0.0,0.005102026116705932,0.0,0.0,0.04663231957312847,0.09516226110070608,0.005256564437367106,0.0,0.011126857465784179,0.0,0.0,0.0,0.0,0.0,0.0159245487649749,0.0,0.0
KRAS,-0.025952825461600937,0.013248736615044346,-0.00866544838619094,0.0,0.017729426325552224,-0.005318824519834557,-0.007704290072161543,0.0,0.0,0.013760019434742546,0.0,-0.00731815988069414,0.07913264021091308,0.05312247089193027,0.005182161898269359,-0.006333471230089677,0.01593574534593163,-0.01799112335586627,0.007110602022080657,0.0017903994660168343,0.0,0.0,-0.026714618771109908,-0.0047040047113020705,0.0
BRAF,0.014893223848311377,0.02228298723860883,0.0,0.0,0.02581092982514771,0.18257547425855267,0.0,0.0,0.0,0.0037529629094257277,0.0,0.0,0.02279802366930317,0.09344114478307708,0.0,0.0,0.018582463333583044,0.0,0.00992499134348701,0.011549326344874433,0.0,0.0,0.12069790826725985,0.0,0.0
NRAS,0.0019519963218419811,0.023727630337256056,0.0,0.0,0.02244195570497104,0.17422997791038464,0.0,0.0,0.0,0.0,0.0038661081249443396,0.0,0.014613581583867163,0.037740044838738385,0.018086235358081182,0.0,0.02005244605532866,0.008799575674422633,0.0012891156109866575,0.009109927861765899,0.0008238296558643055,0.0,0.11332377057192797,0.0,0.01125324021124996
NF1,0.07090073069779212,0.015035982009040383,0.04291162061996889,0.018869054800918328,0.0,0.0,0.0825334934818942,0.0,0.0,0.0,0.0,0.0,0.05258067622827611,0.06875160511449319,0.02065524442937461,0.0,0.008792211074385825,0.0,0.011071467556063641,0.0,0.00277367461294592,0.0,0.07408344645785736,0.19924567870014998,0.02310455003847023
ARID2,0.05791424109936669,0.017812277367615315,0.03363771099787835,0.012985144187522668,0.0,0.005751686914246906,0.022201880279861322,0.0,0.0,0.0,0.0,0.0,-0.021930211895151513,0.04785372354648504,0.007299665474972544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06626275195528325,0.13318723256021703,0.0
