gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
ABCA4,6822.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,18.96714321545631,370.0,-0.001895926,0.0,1.0,2.012299926633602,1.6118086378742484,0.9285751164970272,0.049743597346030524,-0.12186666666666665,0.11187735348238363,0,0,3,0,0
ABCB10,2217.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.964811264563924,277.0,0.02002447,2.798207415238828e-05,12.0,8.378751783760249,0.551952637061531,0.03855283464163714,0.006947019969140273,0.008021903360206759,0.08303033332417853,0,0,1,0,0
ABCD3,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.81072412480923,348.0,-0.007712561,0.00016227685446233104,50.0,10.516872169841584,0.5446721622521216,0.0540477892100768,0.018680821529532068,-0.04605,0.05005,0,0,1,0,0
ABL2,3549.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.32539769382264,301.0,0.0055768530000000005,0.00013322127512867526,35.0,9.329247098345176,0.5090657569421309,0.4186013023064024,0.3614128140612482,0.037950000000000005,0.03735,0,0,1,0,0
ACADM,1278.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.22067023076923,578.0,-0.01324586,8.213403646317276e-05,49.0,10.393910239902318,0.8948268297583755,0.013867157805510398,0.002112111945136255,-0.04555,0.03749569975343839,0,0,2,0,0
ACAP3,2505.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.73398019066006,273.0,0.02773012,2.23720235201786e-08,2.0,9.87182782321778,0.7929015945820688,0.26218115849251,0.09383136869173683,0.008021903360206759,0.08303033332417853,0,0,1,0,0
ACOT7,1143.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,19.295783505122095,176.0,0.02580471,8.441698555815318e-05,25.0,8.909285001570108,0.9825683950374678,0.03078975060455172,0.006918206807488579,-0.2493,0.2509,0,0,3,0,0
ACTL8,1101.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.931356766145438,416.0,0.02650356,0.0,1.0,0.4956412834509412,1.1298611100294609,0.26218115849251,0.09383136869173683,-0.2493,0.2509,0,0,1,0,0
ACTN2,2685.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.70448694205385,682.0,-0.009612596,0.00024635454564851135,62.0,3.3540971684703584,1.7140156709012602,0.3410401631499937,0.23512078958560945,-0.07083333333333333,0.09769961901438284,0,1,3,0,0
ADAM15,2592.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,20.69431792441802,214.0,0.04370952,7.289549375923378e-05,31.0,10.318304635121224,0.7101388292004355,0.03682660255080314,0.028677519476930487,-0.0372,0.0,0,0,3,0,0
ADAM30,2373.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.57346672099513,560.0,0.009313993000000001,0.0,0.0,0.12049526387821058,0.42421587129256,0.8211225446127906,0.1459343829449018,0.04555,0.04325,0,0,1,0,0
ADAMTSL4,3225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.49291914767253,152.0,0.03127347,0.0005887446183600722,107.0,8.231976678582084,1.1397774613128626,0.26218115849251,0.09383136869173683,-0.0481,0.0495,0,0,1,0,0
ADAR,3681.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.87831140509346,403.0,0.03639176,2.7678090715688286e-05,39.0,12.110140512969773,0.4335496749628829,0.02017378727987644,0.004092764510480929,-0.09703333333333336,0.18388819670900272,0,0,3,0,0
ADCK3,1944.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.64932846204924,481.0,0.004611321,0.0001259815539826139,13.0,7.242582923686231,0.5920709991159653,0.26218115849251,0.09383136869173683,-0.046625,0.13989280494364248,0,0,2,0,0
ADCY10,4833.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.02813188580619,238.0,0.01328722,0.0,0.0,1.4630478132416571,0.977945265019244,0.26218115849251,0.09383136869173683,-0.03423333333333333,0.026649119226637784,0,0,2,0,0
ADORA3,1044.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.513038601931182,330.0,0.02739502,4.1604108441729285e-06,12.0,7.540070536899166,1.3481660582444812,0.6919213402272589,0.18361277924144764,-0.0585,0.0615,0,0,1,0,0
AGBL4,1512.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,14.00879537716172,1041.0,-0.01843567,0.0,0.0,3.347598986120192,1.3031065642133783,0.26218115849251,0.09383136869173683,-0.01763333333333333,0.016003402416014192,0,0,2,0,0
