gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
A3GALT2,1023.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,19.291819084902407,447.6654977595948,0.01965312581491937,0.0,0.0,6.697268100868678,0.5412735440342744,0.2776509496378629,0.09375386829369756,-0.02565,0.02565,0,0,2,0,0
AADACL3,1224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.05534478065308815,0.2850832362427714,0.2776509496378629,0.09375386829369756,-0.0140625,0.024423039199698304,0,0,4,0,0
AADACL4,1224.0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.3333333333333333,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.07146660373125488,0.2246366418263757,0.2776509496378629,0.09375386829369756,-0.01490769230769231,0.05566450963707572,1,0,10,0,0
ABCA4,6822.0,0.2903225806451613,0.12903225806451613,0.0,0.5483870967741935,0.0,0.03225806451612903,0.0,0.0,18.96714321545631,370.0,-0.001895926,0.0,1.0,1.7572627824514957,1.56652585656815,0.9086259244434676,0.06685607567764926,-0.006225581395348837,0.04134943599639685,0,0,31,1,0
ABCB10,2217.0,0.125,0.125,0.0,0.625,0.0,0.125,0.0,0.0,17.964811264563924,277.0,0.02002447,2.798207415238828e-05,12.0,9.319827664633689,0.7752065876936177,0.04143123405954241,0.006452878656639946,-0.014307142857142857,0.03701901951865351,2,0,7,2,1
ABCD3,1980.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,18.81072412480923,348.0,-0.007712561,0.00016227685446233104,50.0,10.412836077466233,0.6090829171878445,0.059488115681538216,0.0211396461521851,-0.02135,0.04298994068383905,0,0,7,0,0
ABL2,3549.0,0.2222222222222222,0.05555555555555555,0.0,0.6666666666666666,0.0,0.05555555555555555,0.0,0.0,18.32539769382264,301.0,0.0055768530000000005,0.00013322127512867526,35.0,8.876732475088511,0.5688114066058468,0.17512878440595755,0.15037000546510768,0.0244,0.1348791283307364,0,0,20,0,1
ACADM,1278.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,17.22067023076923,578.0,-0.01324586,8.213403646317276e-05,49.0,9.61031719939015,0.8225816228606928,0.016404854575018536,0.015192661278403238,-0.03025,0.03025,0,0,3,0,0
ACAP3,2505.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,20.73398019066006,273.0,0.02773012,2.23720235201786e-08,2.0,9.407623161234886,0.6949875270456111,0.2776509496378629,0.09375386829369756,0.004398866903432722,0.06169303682474591,0,0,5,1,0
ACBD3,1587.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.52879231723525,214.0,0.02416004,0.00014136214738912968,24.0,10.377836192849106,0.4571349977817547,0.05402270690672545,0.02544756811167489,0.0015333333333333355,0.038381361217248264,0,0,2,0,0
