gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
A3GALT2,1023.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.290249046335056,449.10646945166235,0.019565881093718096,0.0,0.0,6.9326932109125705,0.6391863600632521,0.279449803745243,0.08613199333308415,-0.01405,0.01815,0,0,1,0,0
AADACL3,1224.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.3339308339820844,0.7671469000639983,0.279449803745243,0.08613199333308415,-0.006914285714285714,0.015172101141938924,0,2,6,1,0
AADACL4,1224.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.27660676964225145,0.7340820496768422,0.279449803745243,0.08613199333308415,-0.01594,0.024361001621444056,0,0,3,0,0
ABCA4,6822.0,0.3157894736842105,0.0,0.0,0.6842105263157895,0.0,0.0,0.0,0.0,18.96714321545631,370.0,-0.001895926,0.0,1.0,1.6180626938659413,1.1458327542459674,0.9017655487803647,0.07979044996930831,-0.02497391304347827,0.04947151325579728,0,1,21,0,0
ABCB10,2217.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.964811264563924,277.0,0.02002447,2.798207415238828e-05,12.0,9.209477514505537,0.5320522715636435,0.04337994261747908,0.0438455937211328,0.034695238095238085,0.11916818237940015,5,0,14,4,0
ABCD3,1980.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,18.81072412480923,348.0,-0.007712561,0.00016227685446233104,50.0,10.595852057340824,0.5923911491160747,0.05551082589645876,0.0284355809087438,0.00272,0.0253091603969788,0,0,4,0,0
ABL2,3549.0,0.15384615384615385,0.15384615384615385,0.0,0.4615384615384616,0.0,0.2307692307692308,0.0,0.0,18.32539769382264,301.0,0.0055768530000000005,0.00013322127512867526,35.0,9.469712794531402,0.5474760071362523,0.24304474449868385,0.19993103862557784,0.05960555555555555,0.12603624907242722,0,0,10,1,2
ACADM,1278.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.22067023076923,578.0,-0.01324586,8.213403646317276e-05,49.0,9.786528619540226,0.6499453549384718,0.029702815768269587,0.08521892507942869,-0.01795,0.02057609859359479,0,0,3,0,0
ACAP3,2505.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,20.73398019066006,273.0,0.02773012,2.23720235201786e-08,2.0,9.152272945555087,0.6102624354962705,0.279449803745243,0.08613199333308415,0.007997210067772485,0.07610249856769713,0,0,4,0,0
ACBD3,1587.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.52879231723525,214.0,0.02416004,0.00014136214738912968,24.0,10.920304911088653,0.4926341654986806,0.05090930828880217,0.02498933546525383,0.00025,0.0005499999999999999,0,0,1,0,0
ACBD6,849.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,19.0508825108068,445.0,0.01167259,2.050000935228513e-06,3.0,8.5881463518477,0.4934129492430025,0.04538579802837358,0.026415935533377875,-0.010433333333333334,0.01872918103447725,0,0,4,0,0
ACOT11,1824.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,19.39207986405974,415.0,0.01756964,7.678666519753551e-08,4.0,8.557990711489845,1.0162686525244768,0.4631710339081064,0.14780445001144107,-0.01105,0.013239052080870442,0,0,6,0,0
ACOT7,1143.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.295783505122095,176.0,0.02580471,8.441698555815318e-05,25.0,10.170221522131788,0.7535324642302914,0.032044991523367636,0.010407211497344523,0.007997210067772485,0.07610249856769713,0,0,2,0,0
ACP6,1287.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.290249046335056,449.10646945166235,0.019565881093718096,3.0041311957330638e-06,10.0,8.332872178159061,0.7333903473998803,0.056825653271804326,0.05787999197380076,-0.010433333333333334,0.01872918103447725,1,0,3,0,0
ACTA1,1134.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,17.893006391031314,361.0,0.02946144,0.0010771302966454367,109.0,1.555153141786181,1.4886925476756196,0.4699646335793444,0.16388251935404072,0.0255,0.29486861481005394,0,0,5,0,0
ACTL8,1101.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,17.931356766145438,416.0,0.02650356,0.0,1.0,2.9444976743903033,2.6621087862591386,0.279449803745243,0.08613199333308415,-0.04373333333333334,0.09549081398519732,0,0,6,1,0
ACTN2,2685.0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,18.70448694205385,682.0,-0.009612596,0.00024635454564851135,62.0,2.8220105275181897,2.2914106093145588,0.5844068503115596,0.17214158952435146,0.014221621621621624,0.07736649576942599,0,1,28,0,0
ACTRT2,1134.0,0.18181818181818185,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,18.23261907052082,634.0,0.01910433,0.0,0.0,0.0,0.0,0.279449803745243,0.08613199333308415,0.007997210067772485,0.07610249856769713,1,1,13,0,0
ADAM15,2592.0,0.4444444444444444,0.1111111111111111,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,20.69431792441802,214.0,0.04370952,7.289549375923378e-05,31.0,11.34187845439934,0.7223037776031216,0.04830176939025858,0.04873912058069136,0.007662499999999998,0.07608894363670718,0,0,10,0,0
ADAM30,2373.0,0.15384615384615385,0.2307692307692308,0.0,0.2307692307692308,0.0,0.38461538461538464,0.0,0.0,18.57346672099513,560.0,0.009313993000000001,0.0,0.0,0.4332504320169143,1.099359111002142,0.7699285339884416,0.14887181580671038,-0.018825,0.028390770947616058,1,0,9,5,0
ADAMTS4,2514.0,0.5555555555555556,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,19.474906069300577,234.0,0.03749509,1.26441181554528e-06,3.0,9.069123277271787,1.1676235996029924,0.7041277071839586,0.08991796501409932,-4.285714285714236e-05,0.0146315566150561,0,0,9,0,0
ADAMTSL4,3225.0,0.0625,0.0,0.125,0.4375,0.0,0.375,0.0,0.0,20.49291914767253,152.0,0.03127347,0.0005887446183600722,107.0,8.03489336966799,1.3653801787208617,0.279449803745243,0.08613199333308415,0.008553846153846153,0.09111273334454843,0,0,10,5,1
ADAR,3681.0,0.21428571428571427,0.0,0.0,0.5714285714285714,0.0,0.21428571428571427,0.0,0.0,20.87831140509346,403.0,0.03639176,2.7678090715688286e-05,39.0,12.818311879901355,0.4594101812807543,0.021413758000154468,0.0064583111406124475,0.01750526315789474,0.11872958871088984,0,0,11,3,0
ADCK3,1944.0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,18.64932846204924,481.0,0.004611321,0.0001259815539826139,13.0,6.9326932109125705,0.6391863600632521,0.279449803745243,0.08613199333308415,-0.01198235294117647,0.017727055934664573,0,1,11,0,2
ADCY10,4833.0,0.1875,0.0,0.125,0.4375,0.0,0.25,0.0,0.0,19.02813188580619,238.0,0.01328722,0.0,0.0,1.1567131933714514,0.9467719566302394,0.279449803745243,0.08613199333308415,0.05187142857142858,0.1293972920260446,0,0,12,3,1
