gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
AADACL3,1224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.01979571222337057,0.17128374446108152,0.2809865542192247,0.09167680690829368,0.0058,0.0046,0,0,1,0,0
AADACL4,1224.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.39930776240903504,0.4945615509946297,0.2809865542192247,0.09167680690829368,0.012542857142857146,0.013031155758725444,0,0,5,0,0
ABCA4,6822.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.96714321545631,370.0,-0.001895926,0.0,1.0,2.1593174963336716,1.130237473815736,0.9431330217322628,0.015776229293905666,0.006528571428571428,0.011408482343754366,0,0,3,0,0
ABCB10,2217.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.964811264563924,277.0,0.02002447,2.798207415238828e-05,12.0,8.719818169196326,0.4561748746328701,0.03879305805905348,0.007886836220195674,0.01425,0.01225,0,0,1,0,0
ABCD3,1980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.81072412480923,348.0,-0.007712561,0.00016227685446233104,50.0,9.96312214610701,0.39889825973440796,0.05199570249335224,0.02131239764293871,0.009709148822486163,0.061390899810570165,0,0,1,0,0
ACTA1,1134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.893006391031314,361.0,0.02946144,0.0010771302966454367,109.0,4.620932265946165,2.7840184468146747,0.3244924411967943,0.15146950477454282,0.009709148822486163,0.061390899810570165,0,0,1,0,0
ACTN2,2685.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18.70448694205385,682.0,-0.009612596,0.00024635454564851135,62.0,3.5831270155080013,2.73140053355324,0.4180855898044837,0.19604237565606927,0.01425,0.01225,0,0,2,0,0
ADAM15,2592.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,20.69431792441802,214.0,0.04370952,7.289549375923378e-05,31.0,11.789975839838867,0.42406271719961175,0.032737380381581103,0.02100953907492983,0.010083333333333331,0.016754045945847097,0,0,3,0,0
ADAM30,2373.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.57346672099513,560.0,0.009313993000000001,0.0,0.0,0.1129810780899264,0.3818982467709209,0.8160975455851059,0.11732023303304673,0.01735,0.01535,0,0,1,0,0
ADAMTS4,2514.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.474906069300577,234.0,0.03749509,1.26441181554528e-06,3.0,7.039318815422764,1.9722809101064624,0.7435579190280697,0.0619918962738715,0.01425,0.01225,0,0,3,0,0
ADAMTSL4,3225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.49291914767253,152.0,0.03127347,0.0005887446183600722,107.0,6.4076821448608055,1.079585513489569,0.2809865542192247,0.09167680690829368,0.00995,0.00995,0,0,1,0,0
ADAR,3681.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.87831140509346,403.0,0.03639176,2.7678090715688286e-05,39.0,12.652081709696873,0.4159743275205296,0.01937136903027836,0.0037068523814575228,0.01735,0.01535,0,0,1,0,0
ADCK3,1944.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,18.64932846204924,481.0,0.004611321,0.0001259815539826139,13.0,6.978778413357443,0.4835944478435034,0.2809865542192247,0.09167680690829368,0.009416666666666663,0.015356585630348375,0,0,3,0,0
ADCY10,4833.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.02813188580619,238.0,0.01328722,0.0,0.0,2.1183144130032634,1.0234849680142768,0.2809865542192247,0.09167680690829368,0.009709148822486163,0.061390899810570165,0,0,2,0,0
ADIPOR1,1128.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.68416885947066,389.0,0.03032769,3.8266747506163036e-05,11.0,11.615778692103085,0.3374137602952572,0.023822543937147958,0.007527557369118532,0.01425,0.01225,0,0,1,0,0
ADORA1,981.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.839320369899735,453.0,0.03682687,9.132376682258703e-06,7.0,3.443738255175394,1.0750124752091124,0.7253688687964776,0.10589093888356872,0.01425,0.01225,0,0,1,0,0
ADORA3,1044.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.513038601931182,330.0,0.02739502,4.1604108441729285e-06,12.0,5.149508370097942,1.00152303505831,0.6245711316332823,0.26706746741139953,0.01735,0.01535,0,0,2,0,0
ADSS,1371.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.437640738933734,534.0,0.002229515,4.507730553260728e-05,40.0,10.201915587912982,0.3859081080154828,0.2809865542192247,0.09167680690829368,0.01425,0.01225,0,0,1,0,0
AGL,4599.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,18.144227050590228,595.0,0.008860483,0.00015715112145144264,47.0,9.869210497966009,0.5377138290847983,0.02939992823252031,0.011157324780759485,-0.0631625,0.18699182426980604,0,0,4,0,0
AGRN,6138.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,20.910844717055358,239.0,0.01491109,9.33204613905154e-06,10.0,11.932801218798025,0.6063761675983124,0.2809865542192247,0.09167680690829368,0.009709148822486163,0.061390899810570165,0,0,3,0,0
AGT,1458.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.688158430031887,568.0,0.00627829,5.497217174772501e-05,11.0,7.711548442103576,1.998570585356085,0.7284010790679821,0.1382264951772128,0.009709148822486163,0.061390899810570165,0,0,1,0,0
AHCYL1,1593.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.333233109757305,373.0,0.02916888,0.0006639074283931484,139.0,11.498166302391525,0.3198753435168463,0.0382318579205396,0.015224712544246953,0.01735,0.01535,0,0,2,0,0
AHDC1,4812.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,19.493271651503324,217.0,0.02515438,3.121233630167117e-05,10.0,8.880969040913104,0.5922249731177353,0.2809865542192247,0.09167680690829368,0.017974999999999998,0.040026889399502434,1,0,7,0,0
