gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
A3GALT2,1023.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,19.24010237031294,460.62220939183993,0.018310236927756608,0.0,0.0,6.905507263002624,0.529376857710815,0.2786764556176409,0.09860048223935663,-0.0011,0.0,0,0,2,0,0
AADACL3,1224.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.04823243047564173,0.18789229413252145,0.2786764556176409,0.09860048223935663,0.02215,0.02165,0,0,3,0,0
AADACL4,1224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.02359794038153121,0.1537112947434479,0.2786764556176409,0.09860048223935663,0.123625,0.1718001509749046,0,0,2,0,0
ABCA4,6822.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,18.96714321545631,370.0,-0.001895926,0.0,1.0,2.7178893377945674,1.0488391153802252,0.9222083795450284,0.05613095703652967,-0.004910000000000003,0.03826945126337717,0,0,7,0,0
ABCB10,2217.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17.964811264563924,277.0,0.02002447,2.798207415238828e-05,12.0,8.383065379415946,0.42130840634670985,0.04184134730725878,0.009411890013612726,0.0003,0.0,0,0,2,0,0
ABCD3,1980.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.81072412480923,348.0,-0.007712561,0.00016227685446233104,50.0,10.95616510890696,0.41645983966751615,0.057574874761968126,0.02980149291565443,0.0531,0.0476,0,0,1,0,0
ABL2,3549.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,18.32539769382264,301.0,0.0055768530000000005,0.00013322127512867526,35.0,9.356386964799695,0.5823053176610103,0.2889418278197778,0.2731247978623829,0.02351666666666667,0.03790441560322784,0,0,3,0,0
ACADM,1278.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.22067023076923,578.0,-0.01324586,8.213403646317276e-05,49.0,10.209288081292533,0.3883323995433677,0.012678617173837971,0.004783977049684922,0.0531,0.0476,0,0,2,0,0
ACAP3,2505.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.73398019066006,273.0,0.02773012,2.23720235201786e-08,2.0,10.715624026890175,0.8858397133836455,0.2786764556176409,0.09860048223935663,0.01947955843882017,0.09917898237849876,0,0,1,1,0
ACBD3,1587.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,19.52879231723525,214.0,0.02416004,0.00014136214738912968,24.0,9.933293205381847,0.36498074259778346,0.049020599698024366,0.026354821011505054,0.0165,0.020610312952500258,0,0,3,0,0
