gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
ABCA4,6822.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.96714321545631,370.0,-0.001895926,0.0,1.0,4.943306902818981,1.1184891445071048,0.9480838571861092,0.013523154530934408,0.001822259628628809,0.029535120811797468,0,0,2,0,0
ABL2,3549.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32539769382264,301.0,0.0055768530000000005,0.00013322127512867526,35.0,9.305131323826446,0.4941011589683766,0.38948439092476295,0.3330241321840625,0.001822259628628809,0.029535120811797468,0,0,2,0,0
ACP6,1287.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.30205078103797,454.47386434349716,0.019205700403995232,3.0041311957330638e-06,10.0,9.155892252644836,0.5663889225990701,0.04833460691061285,0.012986850406915528,0.001822259628628809,0.029535120811797468,0,0,1,0,0
ACTA1,1134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.893006391031314,361.0,0.02946144,0.0010771302966454367,109.0,1.3621916232276716,1.049349484383505,0.17365983210112707,0.09919346215928032,0.0385,0.0375,0,0,1,0,0
ADAM15,2592.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.69431792441802,214.0,0.04370952,7.289549375923378e-05,31.0,11.145592514267433,0.4623512790675455,0.044160530973222464,0.040255208422002885,0.0175,0.0169,0,0,1,0,0
ADAMTSL4,3225.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20.49291914767253,152.0,0.03127347,0.0005887446183600722,107.0,7.8556876444661174,1.1613798474373718,0.2807595030591407,0.0917347925787936,0.03065,0.02675,0,0,2,0,0
ADSS,1371.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.437640738933734,534.0,0.002229515,4.507730553260728e-05,40.0,10.599912075936338,0.4884070491751881,0.2807595030591407,0.0917347925787936,0.001822259628628809,0.029535120811797468,0,0,1,0,0
AGL,4599.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.144227050590228,595.0,0.008860483,0.00015715112145144264,47.0,9.237175537895608,0.5030097318362637,0.029391200737782387,0.010057029829597504,-0.0003,0.0009,0,0,1,0,0
AGRN,6138.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.910844717055358,239.0,0.01491109,9.33204613905154e-06,10.0,13.317677048059515,0.4904051551578906,0.2807595030591407,0.0917347925787936,0.001822259628628809,0.029535120811797468,0,0,2,0,0
AJAP1,1236.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.475821063923526,921.0,0.003660757,1.965776407963247e-06,3.0,5.47297309420478,1.6860094384106232,0.11658024775308955,0.08812066559499175,0.0032500000000000003,0.0011500000000000002,0,0,1,0,0
AKT3,1440.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.672665660627644,954.0,-0.003878738,1.1796062775878878e-05,12.0,10.059700382891565,0.6401663971124136,0.6909550105403369,0.29432334390774706,0.00685,0.00365,0,0,1,0,0
AMPD2,2640.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,19.916244241850933,201.0,0.029085700000000006,1.391998329508335e-05,15.0,9.424675447595966,0.34211193213132723,0.06056542799197806,0.01016644881034071,0.00485,0.006289077833832238,0,0,3,0,0
ANGPTL1,1476.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,19.30205078103797,454.47386434349716,0.019205700403995232,0.0,0.0,8.029374257799141,1.3685893540760434,0.25971250297934434,0.10755658291794253,0.0384,0.0376,0,0,2,0,0
ANGPTL3,1383.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.30205078103797,454.47386434349716,0.019205700403995232,0.0,1.0,0.3935727940155021,0.4782033172817293,0.9262000654602494,0.027760875643054808,-0.0003,0.0009,0,0,1,0,0
ANGPTL7,1041.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.30205078103797,454.47386434349716,0.019205700403995232,0.0,3.0,0.6520475984677293,0.9585480348290386,0.9539229528975824,0.011199045232393793,0.00014999999999999996,0.00245,0,0,1,0,0
ANKRD35,3006.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.30205078103797,454.47386434349716,0.019205700403995232,0.0,1.0,3.3579377814045803,1.2951464009658238,0.13230581338734584,0.12145382428501512,0.00215,0.00195,0,0,1,0,0
ARHGAP30,3306.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.39421585748761,250.0,0.02271094,0.0,0.0,8.057176827947378,1.2722532251434842,0.2807595030591407,0.0917347925787936,0.0023,0.0010999999999999998,0,0,1,0,0
ARHGEF19,2409.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.6535445188694,186.0,0.04027805,0.0,0.0,9.511081050897252,0.5669491100712571,0.24096643398458786,0.05703605882942046,0.00655,0.00605,0,0,1,0,0
ARHGEF2,2961.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.842672600659128,213.0,0.0321663,7.339305742058517e-05,42.0,11.295411189474626,0.5048601290529221,0.1082460857769778,0.0936502935681026,0.1044,0.17638212777943235,0,0,2,0,0
ASH1L,8895.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.902882929227122,247.0,0.03315029,1.4643366527007545e-07,5.0,10.762349380538161,0.6564378277977412,0.03272490353063953,0.006969672439728022,0.01023333333333333,0.017686498303005664,0,0,3,0,0
ASTN1,3885.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.676779337546588,940.0,-0.009137709,0.0,0.0,2.43225036397158,1.5436615137548595,0.2807595030591407,0.0917347925787936,0.001822259628628809,0.029535120811797468,0,0,2,0,0
ATP1A1,3072.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,19.233709308818906,464.0,0.01780357,0.00031393362629249385,102.0,14.970004467018585,0.42296512564322414,0.2807595030591407,0.0917347925787936,0.0027,0.0018,0,0,2,0,0
ATP1A2,3063.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,19.67268620325319,386.0,0.02299702,1.0175730680950039e-05,15.0,5.1214334959388,1.4934401163416735,0.2807595030591407,0.0917347925787936,0.00595,0.004557685816288788,0,0,2,0,0
