gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
A3GALT2,1023.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.20541843973371,478.0864646989989,0.01702209882527306,0.0,0.0,7.048129861164945,0.7340051417045119,0.2795066704531211,0.09298605682628228,-0.12135,0.12145,0,0,1,0,0
AADACL4,1224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.054735807070962456,0.2194915459427003,0.2795066704531211,0.09298605682628228,-0.007050000000000002,0.01165,0,0,1,0,0
ACBD3,1587.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.52879231723525,214.0,0.02416004,0.00014136214738912968,24.0,10.987516608479414,0.4455337805084274,0.045425530870944086,0.019389803726128536,-0.021966666666666662,0.033284864761963844,0,0,2,0,0
ACOT11,1824.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.39207986405974,415.0,0.01756964,7.678666519753551e-08,4.0,8.348829108948088,0.9965809681030082,0.4756857998761364,0.16022397826446186,0.02632353517668689,0.11278818970565024,0,0,1,0,0
ACTA1,1134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.893006391031314,361.0,0.02946144,0.0010771302966454367,109.0,1.4462690957327562,1.3416099444582208,0.4543655260517212,0.16214296245025275,0.02632353517668689,0.11278818970565024,1,0,2,0,0
ACTL8,1101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.931356766145438,416.0,0.02650356,0.0,1.0,3.980436949517588,3.5036469729383994,0.2795066704531211,0.09298605682628228,0.02632353517668689,0.11278818970565024,0,0,1,0,0
ACTN2,2685.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.70448694205385,682.0,-0.009612596,0.00024635454564851135,62.0,2.6005883971046595,2.078583465070204,0.5331750582957329,0.2086959994163524,0.04999,0.07165671566573506,0,2,6,1,0
ACTRT2,1134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.23261907052082,634.0,0.01910433,0.0,0.0,7.048129861164945,0.7340051417045119,0.2795066704531211,0.09298605682628228,0.02632353517668689,0.11278818970565024,0,1,2,0,0
ADAM30,2373.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,18.57346672099513,560.0,0.009313993000000001,0.0,0.0,0.25805063020896823,0.8627935867318477,0.7126078600328712,0.19673756820107546,-0.0077,0.0052,0,0,1,0,1
ADAR,3681.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.87831140509346,403.0,0.03639176,2.7678090715688286e-05,39.0,13.051127940921404,0.4346967684730951,0.020958941635750097,0.004661254139718217,0.05806666666666666,0.16045681315821053,0,0,3,0,0
ADCK3,1944.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64932846204924,481.0,0.004611321,0.0001259815539826139,13.0,7.048129861164945,0.7340051417045119,0.2795066704531211,0.09298605682628228,0.02632353517668689,0.11278818970565024,0,0,1,0,0
ADCY10,4833.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.02813188580619,238.0,0.01328722,0.0,0.0,1.6860011498005292,1.39078514883134,0.2795066704531211,0.09298605682628228,-0.010666666666666665,0.06966858051597657,0,0,5,0,0
ADORA1,981.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.839320369899735,453.0,0.03682687,9.132376682258703e-06,7.0,4.485085208145153,1.5407332239472848,0.6024629778557251,0.16861840168121178,-0.0077,0.0052,0,0,1,0,0
AGBL4,1512.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,14.00879537716172,1041.0,-0.01843567,0.0,0.0,1.6244714767651438,1.2538448122810042,0.2795066704531211,0.09298605682628228,0.035300000000000005,0.0346,0,0,2,0,0
AGL,4599.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,18.144227050590228,595.0,0.008860483,0.00015715112145144264,47.0,10.284073618194109,0.6712291630600781,0.028874788759372043,0.008699030997052111,-0.038575,0.03906701773875247,0,0,3,0,0
AGRN,6138.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.910844717055358,239.0,0.01491109,9.33204613905154e-06,10.0,13.073062292609816,0.9818895447006908,0.2795066704531211,0.09298605682628228,0.02632353517668689,0.11278818970565024,0,0,2,0,0
AHCTF1,6828.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,18.688871791014453,405.0,0.004111425,4.1223181878505266e-05,15.0,11.114319642240023,0.577182917070734,0.8353910925036367,0.1047046253637334,0.03441428571428572,0.05862557775704168,1,0,6,0,0
AHCYL1,1593.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.333233109757305,373.0,0.02916888,0.0006639074283931484,139.0,11.568739289391498,0.4576914061952925,0.03804174396451485,0.013394005499628877,-0.04425,0.15281826625112585,1,0,3,0,0
