gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
ABCA4,6822.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.96714321545631,370.0,-0.001895926,0.0,1.0,4.569087675787149,1.685373661370225,0.8703615683834481,0.12712935670199765,0.0116,0.0062,0,0,1,0,0
ACTN2,2685.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.70448694205385,682.0,-0.009612596,0.00024635454564851135,62.0,6.919231167779951,4.4503775613043475,0.3405133624314097,0.21885500293050766,0.2169,0.215,0,0,1,0,0
ADAM15,2592.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.69431792441802,214.0,0.04370952,7.289549375923378e-05,31.0,10.93730677422209,0.9180804357022786,0.059376643176259625,0.08999992115737042,0.0116,0.0062,0,0,1,0,0
ADCK3,1944.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.64932846204924,481.0,0.004611321,0.0001259815539826139,13.0,6.798365527275902,0.7290464051422473,0.2760385991212672,0.09636923184642522,0.1155,0.1154,0,0,1,0,0
ADCY10,4833.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,19.02813188580619,238.0,0.01328722,0.0,0.0,0.9683370161896202,0.9189199090770068,0.2760385991212672,0.09636923184642522,-0.013150000000000002,0.04223484935453186,1,0,3,1,0
AGRN,6138.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.910844717055358,239.0,0.01491109,9.33204613905154e-06,10.0,12.935568480611568,0.8784366858624713,0.2760385991212672,0.09636923184642522,0.013686251171976934,0.10369984850736556,0,0,1,0,0
AIM1L,4986.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.961695556542946,217.0,0.02159451,0.0,0.0,5.131970889584532,1.9690322639025188,0.2760385991212672,0.09636923184642522,0.13445,0.13374999999999998,0,0,1,0,0
AKNAD1,2511.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6115768940777,236.0,0.008164691,0.0,1.0,2.0385218308078423,2.1328641249510008,0.2760385991212672,0.09636923184642522,0.0116,0.0062,0,0,1,0,0
ALDH4A1,1692.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.293563700334712,453.0,0.02718929,1.57249907427897e-05,23.0,9.211779271850883,0.6116987118286792,0.044127920704596264,0.01298889049114947,0.0406,0.0388,0,0,2,0,0
ALG6,1524.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.027219205634438,477.0,0.0015803079999999999,3.3664461570798414e-06,6.0,8.192472878086173,0.6372340917046351,0.2760385991212672,0.09636923184642522,0.0116,0.0062,0,0,1,0,0
AMPD2,2640.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.916244241850933,201.0,0.029085700000000006,1.391998329508335e-05,15.0,10.992024159218357,0.4925943966275723,0.0665194043599079,0.008595363123101427,0.0116,0.0062,0,0,1,0,0
AMY2A,1536.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.731641479761866,1015.0,-0.01987349,5.448971747492104e-07,4.0,0.7696795036099298,0.9189252015007054,0.817283482752333,0.18214130325700148,0.0216,0.024,0,0,1,0,0
AMY2B,1536.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.93280760069162,974.0,-0.01881541,0.0,1.0,5.788002257870978,1.5681416978077083,0.9165812055642508,0.01823569288735893,0.0307,0.0366,0,0,1,0,0
ANGPTL1,1476.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99825327099064,503.90329063049484,0.01512168837197612,0.0,0.0,6.221216409079683,2.369625655701081,0.24380665902386114,0.18312630647713546,0.0116,0.0062,0,0,1,0,0
ANKRD13C,1626.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.17413034693236,396.0,-0.001240119,2.9449640668634333e-06,4.0,8.811056980257137,0.3294744512533482,0.2760385991212672,0.09636923184642522,0.0116,0.0062,0,0,1,0,0
ANKRD35,3006.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99825327099064,503.90329063049484,0.01512168837197612,0.0,1.0,4.047688536695256,1.6967589608531934,0.10963761210126123,0.09062042661021556,0.013686251171976934,0.10369984850736556,0,0,1,0,0
ANP32E,807.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.204148417760592,197.0,0.03948283,1.7898191235970026e-05,27.0,11.434028773145668,0.4608427121356312,0.04703201388737821,0.02976106960897316,0.0116,0.0062,0,0,1,0,0
