gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
ACAP3,2505.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73398019066006,273.0,0.02773012,2.23720235201786e-08,2.0,10.201052354925984,0.6100085474852007,0.2954617208293852,0.11245347021173233,0.050840256040749,0.11113701013600864,0,0,1,0,0
ACBD3,1587.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.52879231723525,214.0,0.02416004,0.00014136214738912968,24.0,9.51740243861836,0.5501643989800075,0.05006748652097062,0.0230546694792524,0.050840256040749,0.11113701013600864,0,0,1,0,0
ACBD6,849.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0508825108068,445.0,0.01167259,2.050000935228513e-06,3.0,8.792441253825709,0.4950850931599945,0.05208209344421573,0.09899088518939976,0.050840256040749,0.11113701013600864,0,0,2,0,0
ADAM15,2592.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.69431792441802,214.0,0.04370952,7.289549375923378e-05,31.0,9.692457012912953,0.967934127985927,0.29523351567965833,0.32657251455649833,0.395,0.3963,0,0,1,0,0
ADAM30,2373.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.57346672099513,560.0,0.009313993000000001,0.0,0.0,0.01434704655970987,0.09073868965033224,0.6780425296323278,0.278489274652253,-0.2436,0.2423,0,0,1,0,0
ADAMTSL4,3225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.49291914767253,152.0,0.03127347,0.0005887446183600722,107.0,6.661922894927215,1.9440940787615864,0.2954617208293852,0.11245347021173233,-0.1752,0.1787,0,1,2,0,0
ADSS,1371.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.437640738933734,534.0,0.002229515,4.507730553260728e-05,40.0,9.825324817929953,0.5001750215903383,0.2954617208293852,0.11245347021173233,-0.1756,0.1767,0,0,1,0,0
AGL,4599.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.144227050590228,595.0,0.008860483,0.00015715112145144264,47.0,8.981558826785799,0.5424414894848502,0.0263991975061156,0.007526789475620341,-0.14645,0.14805,0,0,1,0,0
AJAP1,1236.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.475821063923526,921.0,0.003660757,1.965776407963247e-06,3.0,3.177811145994477,2.375838423361004,0.2330964745635832,0.2629661828153654,0.050840256040749,0.11113701013600864,0,0,1,0,0
ALG6,1524.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.027219205634438,477.0,0.0015803079999999999,3.3664461570798414e-06,6.0,8.032906350618656,0.6059990360000668,0.2954617208293852,0.11245347021173233,-0.2086,0.2111,0,0,1,0,0
ANKRD45,801.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.722483035018453,423.0,0.003691711,2.0976429829651647e-06,2.0,3.1210640558938434,1.4990880237740578,0.2519007724137679,0.2526989964836591,0.1396,0.1385,0,0,1,0,0
ANP32E,807.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.204148417760592,197.0,0.03948283,1.7898191235970026e-05,27.0,10.53490084753839,0.6479662893949032,0.05659432271710264,0.037415647718105266,0.1396,0.1385,0,0,1,0,0
APOA2,303.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.474906069300577,234.0,0.03749509,1.5201837499182342e-05,12.0,0.20991551093382724,0.5865696777186793,0.7662482337586448,0.20106562565415712,0.050840256040749,0.11113701013600864,0,0,1,0,0
ARHGAP29,3786.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83041833826032,327.0,-0.008548422,1.1210784456458e-05,9.0,8.255814096176268,1.043197792835818,0.2954617208293852,0.11245347021173233,0.050840256040749,0.11113701013600864,0,0,1,0,0
ARHGEF11,4689.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,19.87001125164467,350.0,0.03612695,6.617398398325312e-05,15.0,10.31501265084689,0.3894394810917832,0.32880312774934234,0.3452978375591624,-0.017799999999999996,0.22434957098242914,0,0,3,0,0
ARHGEF16,2130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.922591951571558,483.0,0.02143424,1.5429093062171875e-06,5.0,4.163568692444899,2.3783565528017383,0.7396198340680886,0.20099778657171755,0.050840256040749,0.11113701013600864,0,0,2,0,0
