gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
AADACL4,1224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.1932266997320863,0.363203404604944,0.26477959035177184,0.08587386502719324,-0.04735,0.04445,0,0,1,0,0
ABCD3,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.81072412480923,348.0,-0.007712561,0.00016227685446233104,50.0,10.432800134687827,0.5887260233969976,0.07463209796911291,0.03790440750829743,-0.03706666666666667,0.03909853648866612,0,0,2,0,0
ABL2,3549.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.32539769382264,301.0,0.0055768530000000005,0.00013322127512867526,35.0,10.128488495851233,0.6984142987962905,0.3191433206857912,0.288235667428464,0.0039,0.0016,0,0,3,0,0
ACP6,1287.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.24545036393997,460.8682518319127,0.01858862065554788,3.0041311957330638e-06,10.0,7.79587247398615,0.639187979537209,0.04716723732319336,0.011180095490742184,0.010970882078700105,0.062355072799612526,0,0,1,0,0
ACTL8,1101.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.931356766145438,416.0,0.02650356,0.0,1.0,0.6317049327826594,1.4399743870366577,0.26477959035177184,0.08587386502719324,0.0049,0.0037,0,0,1,0,0
ACTN2,2685.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18.70448694205385,682.0,-0.009612596,0.00024635454564851135,62.0,3.686231118682029,1.9100756115587607,0.376372812065091,0.22010685527672494,0.14300000000000002,0.146,1,0,3,0,0
ADAM15,2592.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,20.69431792441802,214.0,0.04370952,7.289549375923378e-05,31.0,10.607619654527044,0.6953601396944808,0.053196898888991866,0.05266104673685333,0.043533333333333334,0.04867654009433657,0,0,2,1,0
ADAM30,2373.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.57346672099513,560.0,0.009313993000000001,0.0,0.0,0.09242018244477873,0.4413133410405791,0.7790899671790229,0.1403954116655033,-0.16233333333333333,0.2336754491930112,0,0,2,0,0
ADAMTS4,2514.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.474906069300577,234.0,0.03749509,1.26441181554528e-06,3.0,10.251190958904576,1.3797284383336528,0.7049722132091932,0.08669046782688175,0.010970882078700105,0.062355072799612526,0,0,1,0,0
ADAR,3681.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.87831140509346,403.0,0.03639176,2.7678090715688286e-05,39.0,12.599885892605537,0.4001892783926414,0.01840390837523636,0.01041650182001223,-0.0016,0.0023,0,0,1,0,0
ADCK3,1944.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64932846204924,481.0,0.004611321,0.0001259815539826139,13.0,7.1130617846233655,0.5571486028210281,0.26477959035177184,0.08587386502719324,0.010970882078700105,0.062355072799612526,0,0,1,0,0
AGL,4599.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,18.144227050590228,595.0,0.008860483,0.00015715112145144264,47.0,9.541711214842216,0.6544687311155182,0.03580546839883382,0.02022547304140792,0.00014615384615384593,0.01736754778246864,0,0,4,1,1
AGMAT,1059.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.32520662133118,162.0,0.03066174,1.2819357174410273e-05,14.0,8.55696800265934,1.7263552722163604,0.17773391714564118,0.10869691558420222,0.03435,0.03245,0,0,1,0,0
AGRN,6138.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.910844717055358,239.0,0.01491109,9.33204613905154e-06,10.0,13.174085456303976,0.8729499956455,0.26477959035177184,0.08587386502719324,0.010970882078700105,0.062355072799612526,0,0,3,0,0
AGT,1458.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.688158430031887,568.0,0.00627829,5.497217174772501e-05,11.0,10.511816102711824,1.6186472484995518,0.4592382783868182,0.16821952292496034,0.047450000000000006,0.04915,0,0,1,0,0
AHCTF1,6828.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.688871791014453,405.0,0.004111425,4.1223181878505266e-05,15.0,10.170890150684848,0.4285305080579356,0.866475728562391,0.08100337245148387,0.010970882078700105,0.062355072799612526,0,0,1,0,0
AHDC1,4812.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.493271651503324,217.0,0.02515438,3.121233630167117e-05,10.0,9.594330049332019,0.7370656759233263,0.26477959035177184,0.08587386502719324,4.9999999999999704e-05,0.01235,0,0,1,0,0
AIDA,921.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17.761543441371593,392.0,0.001234602,2.220389713053781e-05,12.0,10.403040561119813,0.5165432789744552,0.26477959035177184,0.08587386502719324,0.1098,0.1076,0,0,2,0,0
AIM1L,4986.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,19.961695556542946,217.0,0.02159451,0.0,0.0,2.176975810048187,1.4226192208276018,0.26477959035177184,0.08587386502719324,0.019875,0.021899129548911298,0,0,3,0,0
AK5,1689.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.886733449881863,536.0,-0.008071406,1.8151959906919063e-06,8.0,3.1300112791106534,1.4375645208846861,0.08233212794009924,0.05876804573728469,-0.12435,0.12395,0,0,1,0,0
AKR1A1,978.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.736944405748027,161.0,0.02696786,1.2433906867666788e-05,28.0,11.442337317446599,0.6435718759903528,0.06044669643331853,0.01949249193015103,-0.00224,0.010202470289101557,0,0,2,0,0
AMPD2,2640.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.916244241850933,201.0,0.029085700000000006,1.391998329508335e-05,15.0,9.92408459965242,0.6946208319181415,0.058159993431374624,0.01323178169301662,-0.027500000000000004,0.08769883123508547,0,0,2,0,0
AMY2A,1536.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.731641479761866,1015.0,-0.01987349,5.448971747492104e-07,4.0,1.2347884120219454,1.0171546985162871,0.7979196646905451,0.16135377597498096,0.00805,0.00695,0,0,1,0,0
AMY2B,1536.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.93280760069162,974.0,-0.01881541,0.0,1.0,7.50305032974804,1.5194260436856926,0.9432184255185686,0.03973315908579382,-0.067525,0.10465754571458284,0,0,3,0,0
ANGEL2,1635.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.269041276002284,412.0,0.01206556,1.6735744881134956e-06,7.0,9.188527102226422,0.3567423243060935,0.04822167266154529,0.009519342810218476,0.010970882078700105,0.062355072799612526,0,0,1,0,0
ANGPTL3,1383.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.24545036393997,460.8682518319127,0.01858862065554788,0.0,1.0,5.24415969836745,2.8204067240339525,0.8968204680969324,0.07483354228304398,0.00255,0.00365,0,0,1,0,0
ANKRD13C,1626.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.17413034693236,396.0,-0.001240119,2.9449640668634333e-06,4.0,9.128962526697466,0.39935647150310943,0.26477959035177184,0.08587386502719324,-0.0229,0.0258,0,0,1,0,0
AP4B1,2220.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.35479862292078,545.0,0.01264193,4.619835438584507e-07,4.0,8.08561069120308,0.4391477515911641,0.033101402418870184,0.012603524237633137,-0.12435,0.12395,0,0,2,0,0
APOBEC4,1104.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.24545036393997,460.8682518319127,0.01858862065554788,0.0,0.0,0.18753187272418373,0.3365507457516593,0.7999985530267446,0.1427581025307582,0.01015,0.008749999999999999,0,0,1,0,0
ARHGAP30,3306.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,19.39421585748761,250.0,0.02271094,0.0,0.0,9.462394140467088,0.9423515031461701,0.26477959035177184,0.08587386502719324,0.0036250000000000006,0.014562859437624191,0,0,1,1,0
ARHGEF10L,3840.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.517504849026142,279.0,0.03035749,0.0,0.0,10.109732469231476,0.7489966914692614,0.05658521072218424,0.03864843173619085,0.010970882078700105,0.062355072799612526,0,0,1,0,0
ARHGEF11,4689.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,19.87001125164467,350.0,0.03612695,6.617398398325312e-05,15.0,9.882025662941393,0.4389973507787774,0.15726464064923185,0.12172502905234538,0.024875,0.03078411725224552,0,0,1,1,0
ARID1A,6858.0,0.0,0.125,0.0,0.375,0.0,0.5,0.0,0.0,19.89647151135277,182.0,0.02749164,0.00010715271733528008,52.0,10.748275461258617,0.5049917984563418,0.0470916894274446,0.020683826887311414,-0.050880000000000015,0.1070845161542975,0,0,5,3,1
ASH1L,8895.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.902882929227122,247.0,0.03315029,1.4643366527007545e-07,5.0,10.677816864925507,0.6434014904746599,0.03339905153808992,0.007035769424482146,0.004,0.0,0,0,2,0,0
ASPM,10434.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,17.75876649180669,614.0,-0.02455929,4.4378853334342045e-05,20.0,6.555505196326933,1.251027789604363,0.04043524178580943,0.019788528947162563,-0.0016,0.0042,0,0,4,0,0
ATAD3A,1905.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20.70933122936915,248.0,0.02688662,0.00010712079593960285,52.0,8.39780422621724,0.8818378643531604,0.0463306878408439,0.013558537362965969,0.010970882078700105,0.062355072799612526,0,0,2,0,0
ATAD3C,1236.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.718474345664546,187.0,0.02728094,2.2670096203953265e-07,3.0,6.390798607847231,1.580713432205722,0.6378029311697848,0.2143360634941018,0.010970882078700105,0.062355072799612526,0,0,1,0,0
ATG4C,1377.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.749720840797345,415.0,0.0051843359999999995,1.020548598687891e-06,10.0,7.86794017194625,0.4672147893619864,0.0429693008857124,0.017397738354325967,-0.13715000000000002,0.25012417416155525,0,0,2,0,0
ATP13A2,3543.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.37297938114095,221.0,0.05227663,0.000615106166323408,54.0,9.742137314240457,0.7679131880324679,0.06386030898558619,0.012627950217013208,-0.0488,0.0484,2,0,3,0,0
ATP1A1,3072.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.233709308818906,464.0,0.01780357,0.00031393362629249385,102.0,13.738181511820533,0.6913920831106825,0.26477959035177184,0.08587386502719324,-0.02005,0.024805493343209282,0,0,2,0,0
ATP1A2,3063.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.67268620325319,386.0,0.02299702,1.0175730680950039e-05,15.0,6.462995222412905,1.6963054604357783,0.26477959035177184,0.08587386502719324,0.024471428571428568,0.040107880033932564,0,0,4,0,0
ATP1A4,3090.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.682785978668665,386.0,0.02907324,1.0179056657283298e-05,5.0,0.700494314999182,0.7787203764405201,0.8462748185658469,0.0657492554707244,-0.0016,0.0042,0,0,1,0,0
ATP8B2,3672.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20.693220640633296,236.0,0.03116069,3.208466694298593e-06,4.0,9.32821844809544,0.8964371821981951,0.048497557603731735,0.06950219421728011,4.9999999999999704e-05,0.01235,0,0,2,0,0
AURKAIP1,600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.727559051035982,273.0,0.02767526,1.6407581500414022e-06,5.0,9.971405430632096,0.8560667114588221,0.26477959035177184,0.08587386502719324,0.010970882078700105,0.062355072799612526,0,0,1,0,0
B3GALNT2,1503.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.033295551249786,350.0,0.01637511,1.152263533277196e-05,8.0,8.484542245699254,0.4793329407094958,0.03474074178741119,0.011843299637735621,0.1596,0.1574,0,0,1,0,0
B3GALT2,1269.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,19.24545036393997,460.8682518319127,0.01858862065554788,4.414200248382098e-06,10.0,3.5468240259064587,1.0847528638742678,0.11626262920557613,0.07575013423705851,0.06185,0.10784012472173796,0,0,1,1,0
BCAN,2736.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,20.82039791471944,180.0,0.03666845,0.00024367720298562509,13.0,4.011714151965228,1.4031529363601123,0.2609955393399613,0.18496934704541407,0.08525,0.11897286455322492,0,0,2,1,0
BCAR3,2478.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.18421577734636,173.0,0.009017685,4.153404341696582e-06,11.0,8.71992621922286,0.5222251316629277,0.07617197086258319,0.05438440257781299,0.010970882078700105,0.062355072799612526,0,0,1,0,0
BCL9,4281.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.24545036393997,460.8682518319127,0.01858862065554788,5.969847888224832e-06,6.0,8.67761977793292,0.5330372926159971,0.05288728169189128,0.01397094396352564,-0.026025,0.03412802184422648,0,0,2,0,0
BRDT,2856.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18.24962690283093,242.0,0.009175858,4.597812851958788e-08,3.0,0.1435236980302603,0.35227121698304176,0.8341093887690104,0.11103292397922386,-0.6691,0.0,0,0,2,0,0
BTBD8,1137.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.747612797899208,406.0,-0.006138818000000001,1.5207478487592262e-07,2.0,3.119747749411379,1.2878639922612152,0.1641665878895599,0.14033615552548112,-0.11215,0.11255,0,0,1,0,0
C1QC,738.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,18.571106005111712,541.0,0.02857333,0.0,2.0,11.772092646843126,1.131373582688498,0.4292969830961975,0.19259401574429227,-0.14105,0.14615,0,0,3,0,0
C1orf101,2856.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.450161515661527,590.0,0.0006941447,0.0,0.0,3.321931474445535,0.8707369492611339,0.050460171419777086,0.043782538078502985,0.0567,0.0596,0,0,1,0,0
C1orf109,612.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.763523940873203,375.0,0.02730565,0.00010340865664815756,46.0,8.02367993077671,0.3502238614622284,0.0521370049807225,0.04706511727211491,0.010970882078700105,0.062355072799612526,0,0,1,0,0
C1orf110,909.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.350334076904595,540.0,-0.006822712,0.0,1.0,0.4046723188194574,0.5711504755066629,0.26477959035177184,0.08587386502719324,0.025,0.0223,0,0,1,0,0
C1orf112,2562.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,17.70036385327619,614.0,0.0076672519999999985,1.4515005059870755e-05,7.0,6.315448426322472,0.45673528563675897,0.26477959035177184,0.08587386502719324,0.05246666666666666,0.08991350782217812,0,0,3,0,0
CCDC181,1530.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.127174191684386,491.0,0.007203025,0.0,1.0,7.1130617846233655,0.5571486028210281,0.26477959035177184,0.08587386502719324,0.0197,0.02347821685449444,0,0,3,0,0
C1orf116,1806.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.78410857533045,155.0,0.02517189,5.382239026501956e-07,3.0,4.724207380195415,2.246633756209444,0.918173704048152,0.1211172744801592,0.010970882078700105,0.062355072799612526,0,0,1,0,0
C1orf123,483.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.008313171208226,391.0,0.02726794,1.7886865421189198e-06,8.0,9.582770560023876,0.4835884073105269,0.030923773281947682,0.006205378463158306,0.0017,0.03308745986019477,0,0,2,0,0
C1orf162,468.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.599872172858728,348.0,0.02762053,0.0,0.0,8.714115594610302,1.075786519776635,0.26477959035177184,0.08587386502719324,0.010970882078700105,0.062355072799612526,0,0,1,0,0
C1orf168,2187.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,15.26849850534222,514.0,-0.006068864,0.0,0.0,3.0279237754345107,2.156711692193328,0.26477959035177184,0.08587386502719324,0.029960000000000007,0.02877113831602775,0,0,3,0,0
C1orf189,306.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.952286949874576,185.0,0.03462577,6.624477395955617e-08,2.0,0.1769025713018208,0.3070727390607423,0.26477959035177184,0.08587386502719324,0.010970882078700105,0.062355072799612526,0,0,1,0,0
C1orf198,984.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,18.76924964062663,592.0,0.01156184,1.3365054225249104e-05,3.0,10.063443210647181,0.6310916517364882,0.04977258383910752,0.03635495983180993,0.016675,0.0126709066368591,0,0,2,0,0
C1orf52,549.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.41181093901937,384.0,0.002841418,4.295468511005143e-06,5.0,8.010631351106104,0.4288531979137393,0.04345043566954721,0.014791909799263547,-0.0012,0.003860915262818736,0,0,1,0,0
C1orf94,1797.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.804565660376953,907.0,0.01607165,0.00021495139705683368,63.0,0.1285444463699396,0.32855291785833,0.5739554165703126,0.16617708149822952,-0.00855,0.01637169814038849,0,0,2,0,0
C4BPA,1794.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.93529686542009,142.0,0.02175744,3.022199815249398e-06,8.0,1.4427429160999166,2.1094360068152693,0.26477959035177184,0.08587386502719324,0.025275,0.05966784624066801,0,0,2,0,0
C8A,1755.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.255073948475456,713.0,-0.01451069,0.00010421338130940842,2.0,0.2253252582398708,0.43490925364438,0.7293723867510024,0.10772932045000336,-0.26855,0.28205,0,0,1,0,0
C8B,1776.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.242919153289131,713.0,-0.01176195,3.0666072645280413e-06,2.0,0.14954300446976693,0.3976748248411289,0.26477959035177184,0.08587386502719324,0.0238,0.033588192369740096,1,0,3,0,0
