gene,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
AADACL3,1224.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.24712320765153845,0.7402043723770727,0.2565293592062928,0.08544042324970412,0.033850000000000005,0.07624691797049897,0,0,2,0,0
AADACL4,1224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.149915778602672,454.0,0.02278783,0.0,0.0,0.14091871206557918,0.4875195430356994,0.2565293592062928,0.08544042324970412,-0.0212,0.0179,0,0,2,0,0
ABCA4,6822.0,0.1153846153846154,0.038461538461538464,0.07692307692307693,0.7692307692307693,0.0,0.0,0.0,0.0,18.96714321545631,370.0,-0.001895926,0.0,1.0,5.137812097865005,3.0369668807252554,0.8801183590124166,0.12889726965561515,-0.028216666666666668,0.1821823418298359,0,0,26,0,0
ABCB10,2217.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,17.964811264563924,277.0,0.02002447,2.798207415238828e-05,12.0,9.032591574474909,0.5702735875993256,0.038883532158877215,0.007074851650193969,0.07194444444444444,0.1071264062385192,0,0,6,0,0
ABCD3,1980.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,18.81072412480923,348.0,-0.007712561,0.00016227685446233104,50.0,9.775128609549117,0.6245552180143703,0.055692948148762994,0.01821972373230693,0.06286,0.13542365524530786,0,0,6,0,0
ABL2,3549.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,18.32539769382264,301.0,0.0055768530000000005,0.00013322127512867526,35.0,9.680243336329573,0.6534855106080191,0.19956739964628425,0.17105189613974614,0.08785,0.11297496404071125,0,0,10,1,0
ACADM,1278.0,0.0,0.0,0.25,0.5,0.0,0.25,0.0,0.0,17.22067023076923,578.0,-0.01324586,8.213403646317276e-05,49.0,9.462428642155077,0.6288379676846911,0.014377755234063837,0.0027520512257106487,0.065825,0.13760205985013452,0,0,7,1,0
ACAP3,2505.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,20.73398019066006,273.0,0.02773012,2.23720235201786e-08,2.0,9.464296796567817,0.8691502223205901,0.2565293592062928,0.08544042324970412,0.024158725594026702,0.09969519312456246,0,0,5,0,0
ACOT11,1824.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,19.39207986405974,415.0,0.01756964,7.678666519753551e-08,4.0,7.564001720101298,1.0830179645112072,0.4603752058114674,0.1693522630106587,0.057333333333333326,0.08030833635986298,0,0,5,0,0
ACOT7,1143.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.295783505122095,176.0,0.02580471,8.441698555815318e-05,25.0,10.039366311220377,0.7705112969739937,0.03287810140502952,0.007820132889185058,0.1298,0.1272,0,0,1,0,0
ACP6,1287.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,19.265627726586835,456.05240391433836,0.018988777699308408,3.0041311957330638e-06,10.0,7.8856592003047,0.8056737919328945,0.047622363318620256,0.009543050766972164,0.03265,0.03165,0,0,3,0,0
ACTA1,1134.0,0.3,0.2,0.0,0.5,0.0,0.0,0.0,0.0,17.893006391031314,361.0,0.02946144,0.0010771302966454367,109.0,1.936849051563828,1.162638769159462,0.29546247552614263,0.14727149871719367,0.05438461538461538,0.1624092023072672,0,0,11,0,0
ACTL8,1101.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.931356766145438,416.0,0.02650356,0.0,1.0,2.5969640289164646,2.264671791923425,0.2565293592062928,0.08544042324970412,-0.04526666666666667,0.1353082612243449,0,0,3,0,0
ACTN2,2685.0,0.3888888888888889,0.0,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,18.70448694205385,682.0,-0.009612596,0.00024635454564851135,62.0,2.3746384987564584,1.611712876800241,0.3231831989243037,0.16930097694808405,0.14435,0.2313589754040245,0,1,19,0,0
ACTRT2,1134.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,18.23261907052082,634.0,0.01910433,0.0,0.0,0.04628367264612713,0.3833777378680902,0.2565293592062928,0.08544042324970412,0.024158725594026702,0.09969519312456246,0,0,6,0,0
