Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
A3GALT2	NA	1023	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AADACL3	NA	1224	8	1	1	0	0	0	7	0	1.0	0.0	0.0	1.0
AADACL4	NA	1224	10	2	2	0	1	0	7	0	1.0	0.0	0.0	0.8894714728255649
ABCA4	NA	6822	43	12	4	0	0	0	39	3	0.9769326557725231	1.0	0.0	0.9496804108256013
ABCB10	NA	2217	10	3	0	0	0	0	10	0	1.0	2.0	0.0	0.9658722633586911
ABCD3	NA	1980	11	4	1	0	1	0	9	0	1.0	0.0	0.0	0.9658722633586911
ABL2	NA	3549	29	6	3	0	1	0	25	0	1.0	0.0	0.0	0.944297422316061
ACADM	NA	1278	16	4	1	0	0	0	15	0	1.0	0.0	0.0	0.9768621786840241
ACAP3	NA	2505	11	3	0	0	0	0	11	0	1.0	0.0	0.0	0.9624786378518297
ACBD3	NA	1587	16	3	3	0	1	0	12	0	1.0	1.0	0.0	0.8425512852639035
ACBD6	NA	849	5	1	1	0	1	0	3	0	1.0	0.0	0.0	0.8710490642551527
ACOT11	NA	1824	12	4	0	0	0	0	12	0	1.0	0.0	1.0	0.9424351665604174
ACOT7	NA	1143	9	3	1	0	0	0	8	0	1.0	0.0	0.0	1.0
ACP6	NA	1287	5	5	1	0	0	0	4	0	1.0	0.0	0.0	1.0
ACTA1	NA	1134	8	8	0	0	0	0	8	0	1.0	0.0	0.0	1.0
ACTL8	NA	1101	13	5	0	0	0	0	13	0	1.0	0.0	0.0	0.9733541703813188
ACTN2	NA	2685	18	10	2	0	0	0	16	0	1.0	0.0	0.0	0.9851418144516784
ACTRT2	NA	1134	8	8	0	0	0	0	8	0	1.0	4.0	0.0	0.9074487147360963
ADAM15	NA	2592	13	5	3	0	1	0	9	0	1.0	0.0	0.0	0.8667708519065936
ADAM30	NA	2373	14	4	3	0	0	0	11	0	1.0	1.0	0.0	0.9008804575298365
ADAMTS4	NA	2514	14	4	0	0	1	0	13	0	1.0	0.0	0.0	1.0
ADAMTSL4	NA	3225	30	9	1	0	0	0	29	0	1.0	11.0	0.0	0.8333779301682361
ADAR	NA	3681	17	14	1	0	0	0	16	0	1.0	0.0	0.0	0.9869774782850261
ADCK3	NA	1944	13	4	0	0	0	0	13	0	1.0	2.0	0.0	0.975220114382459
ADCY10	NA	4833	46	16	2	0	1	0	43	0	1.0	1.0	0.0	0.9575110656990031
ADIPOR1	NA	1128	10	4	1	0	0	0	9	0	1.0	0.0	1.0	0.9999999999999998
ADORA1	NA	981	9	6	0	0	0	0	9	0	1.0	1.0	0.0	1.0
ADORA3	NA	1044	8	5	0	0	1	0	7	0	1.0	0.0	0.0	1.0000000000000002
ADPRHL2	NA	1092	6	6	1	0	1	0	4	0	1.0	0.0	0.0	0.9070190181162902
ADSS	NA	1371	9	3	1	0	0	0	8	0	1.0	2.0	0.0	0.9107950720287574
AGBL4	NA	1512	18	4	1	0	1	0	16	0	1.0	0.0	0.0	0.9388425933952066
AGL	NA	4599	31	10	4	0	0	1	26	0	1.0	2.0	0.0	0.9098662229845175
AGMAT	NA	1059	4	2	0	0	0	0	4	0	1.0	0.0	0.0	1.0
AGRN	NA	6138	23	9	0	0	0	0	23	0	1.0	0.0	0.0	1.0
AGT	NA	1458	14	4	0	0	0	0	14	0	1.0	1.0	0.0	0.975220114382459
AGTRAP	NA	480	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AHCTF1	NA	6828	45	15	7	0	1	0	37	0	1.0	3.0	0.0	0.8883238170251399
AHCYL1	NA	1593	9	2	1	0	1	0	7	0	1.0	0.0	0.0	0.9474427588512931
AHDC1	NA	4812	18	10	2	0	0	0	16	0	1.0	3.0	0.0	0.9113840806943275
AIDA	NA	921	7	0	0	0	0	0	7	0	1.0	0.0	0.0	0.9999999999999999
AIM1L	NA	4986	10	7	0	0	0	0	10	0	1.0	1.0	0.0	1.0
AIM2	NA	1032	8	4	0	0	0	0	8	0	1.0	0.0	0.0	1.0
AJAP1	NA	1236	9	6	1	0	0	0	8	0	1.0	0.0	0.0	1.0
AK2	NA	720	3	1	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AK4	NA	672	7	1	0	0	0	0	7	0	1.0	0.0	0.0	1.0
AK5	NA	1689	14	4	2	0	0	0	12	0	1.0	0.0	0.0	0.9733541703813188
AKIRIN1	NA	579	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
AKNAD1	NA	2511	31	2	5	0	2	0	24	0	1.0	3.0	0.0	0.810768365224253
AKR1A1	NA	978	3	4	0	0	0	0	3	0	1.0	0.0	0.0	0.8982265179691364
AKR7A2	NA	1080	5	3	0	0	0	0	5	0	1.0	0.0	0.0	1.0
AKR7A3	NA	996	7	2	0	0	0	0	7	0	1.0	0.0	0.0	1.0
AKR7L	NA	996	5	2	0	0	0	0	5	0	1.0	0.0	0.0	0.9999999999999999
AKT3	NA	1440	24	5	1	0	1	0	22	3	0.9515339019450231	1.0	0.0	0.9218121620330686
ALDH4A1	NA	1692	15	6	0	0	0	0	15	3	0.9188632257835574	0.0	0.0	0.9267672896410715
ALDH9A1	NA	1557	13	5	1	0	0	0	12	0	1.0	1.0	0.0	0.9504402287649183
ALG14	NA	651	6	2	2	0	0	0	4	0	1.0	0.0	0.0	0.9166666666666666
ALG6	NA	1524	8	8	4	0	0	0	4	0	1.0	1.0	0.0	0.8329232449489022
ALPL	NA	1575	15	2	0	0	0	0	15	0	1.0	0.0	0.0	1.0
ALX3	NA	1032	3	2	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AMIGO1	NA	1482	7	1	0	0	0	0	7	0	1.0	1.0	0.0	1.0
AMPD1	NA	2343	32	5	1	0	0	0	31	3	0.9690396871254084	1.0	0.0	0.9460694998939921
AMPD2	NA	2640	15	9	2	0	0	0	13	0	1.0	2.0	0.0	0.9345396758297344
AMY2A	NA	1536	17	0	3	0	0	1	13	0	1.0	0.0	0.0	0.8667708519065936
AMY2B	NA	1536	24	7	5	0	0	0	19	0	1.0	0.0	0.0	0.9113840806943275
ANGEL2	NA	1635	10	2	0	0	0	0	10	0	1.0	0.0	0.0	1.0
ANGPTL1	NA	1476	11	2	3	0	0	0	8	0	1.0	0.0	0.0	0.9011575366850628
ANGPTL3	NA	1383	13	2	1	0	1	0	11	0	1.0	0.0	1.0	0.9375
ANGPTL7	NA	1041	4	3	0	0	0	0	4	0	1.0	0.0	0.0	0.9999999999999999
ANKRD13C	NA	1626	18	2	5	0	0	0	13	0	1.0	1.0	0.0	0.8318516984538618
ANKRD34A	NA	1491	8	2	0	0	0	0	8	0	1.0	2.0	0.0	0.953509509058145
ANKRD35	NA	3006	26	8	2	0	2	0	22	0	1.0	0.0	0.0	0.9537502041805123
ANKRD45	NA	801	5	3	0	0	0	0	5	0	1.0	1.0	0.0	1.0
ANKRD65	NA	1200	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ANP32E	NA	807	9	1	1	0	0	0	8	0	1.0	0.0	0.0	0.9397940008672037
ANXA9	NA	1038	9	3	0	0	0	0	9	0	1.0	0.0	0.0	1.0
AP4B1	NA	2220	25	6	3	0	0	0	22	0	1.0	0.0	0.0	0.9560171654104344
APCS	NA	672	4	1	2	0	0	0	2	0	1.0	0.0	0.0	0.8277293767706428
APH1A	NA	798	6	2	1	0	1	0	4	0	1.0	0.0	0.0	0.9166666666666666
APITD1	NA	417	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
APOA1BP	NA	867	5	3	0	0	0	0	5	0	1.0	0.0	1.0	0.929896694047616
APOA2	NA	303	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
APOBEC4	NA	1104	7	3	0	0	0	0	7	0	1.0	1.0	0.0	1.0000000000000002
AQP10	NA	906	8	1	0	0	0	0	8	0	1.0	0.0	0.0	1.0
ARF1	NA	546	7	1	0	0	0	0	7	0	1.0	1.0	0.0	1.0
ARHGAP29	NA	3786	22	4	2	0	1	0	19	0	1.0	1.0	0.0	0.9221074378306843
ARHGAP30	NA	3306	23	10	6	0	0	0	17	0	1.0	0.0	1.0	0.9103345091054608
