gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
APC	79	0	70	0.0	0.0
TP53	55	0	11	0.00058	0.5208977792504945
VBP1	2	0	2	0.00127	0.5208977792504945
PCDHB11	4	0	2	0.00199	0.5208977792504945
FMO6P	2	0	2	0.00221	0.5208977792504945
HRASLS	3	0	3	0.00289	0.5208977792504945
MFSD1	2	0	2	0.00307	0.5208977792504945
ITGAV	5	0	3	0.00346	0.5208977792504945
TNRC6B	7	1	4	0.00362	0.5208977792504945
LPIN1	4	0	3	0.00372	0.5208977792504945
PUS3	2	0	2	0.00381	0.5208977792504945
GBE1	2	0	2	0.0044	0.5208977792504945
C2orf43	3	0	3	0.00446	0.5208977792504945
UNC5A	4	0	2	0.00548	0.5208977792504945
DNAH5	26	0	8	0.00573	0.5208977792504945
ARID1A	4	0	2	0.00636	0.5208977792504945
POC1B	3	0	2	0.00643	0.5208977792504945
DCTN1	4	0	2	0.00679	0.5208977792504945
AMER1	8	0	5	0.00736	0.5208977792504945
RGS8	2	0	2	0.00759	0.5208977792504945
SLC23A3	2	0	2	0.00763	0.5208977792504945
EXOC8	3	0	2	0.00783	0.5208977792504945
KCNJ11	2	0	1	0.00872	0.5208977792504945
ZNF708	1	0	1	0.00943	0.5208977792504945
PANX2	4	0	1	0.00971	0.5208977792504945
CTNND1	4	0	2	0.00981	0.5208977792504945
FGF8	3	0	2	0.0099	0.5208977792504945
DPP8	2	0	2	0.01004772670183371	0.5208977792504945
AMY2A	5	0	3	0.010329618114018325	0.5208977792504945
ARHGEF33	5	0	3	0.010370431824781184	0.5208977792504945
SLC30A10	2	0	1	0.010651669116550563	0.5208977792504945
SALL3	5	0	1	0.01078911593983989	0.5208977792504945
FBXW7	19	0	8	0.011300456538444153	0.5208977792504945
SOX9	2	0	2	0.011861270579304455	0.5208977792504945
ABCA12	12	0	4	0.011866337573571292	0.5208977792504945
IGFBP2	1	0	1	0.012002064355069071	0.5208977792504945
DRD3	3	0	2	0.01223496017520463	0.5208977792504945
HIF1A	4	0	3	0.01302066379344019	0.5208977792504945
CYP11B1	5	0	2	0.013393873642196059	0.5208977792504945
NT5C3A	2	0	2	0.013669979358331169	0.5208977792504945
VPS13C	9	0	4	0.014505787809335926	0.5208977792504945
RDH16	2	0	1	0.014572373693951007	0.5208977792504945
QRFPR	1	0	1	0.014825357291110716	0.5208977792504945
KCNT1	3	0	1	0.015050494408741327	0.5208977792504945
KCTD15	1	0	1	0.015384142026399188	0.5208977792504945
MLH1	3	0	2	0.016100985380305275	0.5208977792504945
MIA3	4	0	3	0.01734876216581947	0.5208977792504945
MET	2	0	2	0.01744530895642162	0.5208977792504945
STAT2	4	0	3	0.017462673535318256	0.5208977792504945
ESRP2	5	0	2	0.01810446275006789	0.5208977792504945
ZNF420	3	0	2	0.01819074818547287	0.5208977792504945
ATM	12	0	5	0.018660546007576183	0.5208977792504945
NEO1	3	0	2	0.018809367064798268	0.5208977792504945
SAMM50	2	0	2	0.019156721135610427	0.5208977792504945
HSPD1	2	0	1	0.019444660496227735	0.5208977792504945
DCC	10	0	5	0.019661043608194723	0.5208977792504945
CXCR5	2	0	1	0.020042490078967412	0.5208977792504945
NRF1	1	0	1	0.02031694433157253	0.5208977792504945
DLK2	1	0	1	0.020336363451487604	0.5208977792504945
TAGAP	5	0	2	0.020414412575278148	0.5208977792504945
USP42	2	0	1	0.020620682544592227	0.5208977792504945
SLC9C2	10	0	4	0.020684234476482027	0.5208977792504945
TCF7L2	6	0	2	0.021090817058252838	0.5208977792504945
ATP6V0A4	5	0	2	0.022000264003168037	0.5208977792504945
HOXB13	1	0	1	0.02303775888681549	0.5208977792504945
CD58	2	0	2	0.023078165747386397	0.5208977792504945
ZNF831	4	0	1	0.023114973880079517	0.5208977792504945
DHX32	2	0	2	0.02318141777551115	0.5208977792504945
WHAMM	2	0	1	0.02414875633904854	0.5208977792504945
ADAMTS8	1	0	1	0.024326757000024325	0.5208977792504945
TDRD5	5	0	3	0.025370407956159934	0.5208977792504945
SNAI1	1	0	1	0.02575527339222706	0.5208977792504945
CSK	1	0	1	0.02587456013247775	0.5208977792504945
GATA5	1	0	1	0.026404731727925644	0.5208977792504945
AP3M2	2	0	2	0.026505513146734522	0.5208977792504945
FDX1L	1	0	1	0.02655971952936177	0.5208977792504945
KPNA7	1	0	1	0.026850683349891255	0.5208977792504945
ZBTB7A	1	0	1	0.027046032347054688	0.5208977792504945
WWC2	5	0	2	0.02730599093441101	0.5208977792504945
CBX2	1	0	1	0.027547450483457758	0.5208977792504945
CHD6	13	0	4	0.028128603977384602	0.5208977792504945
MGA	8	0	3	0.028219093038349748	0.5208977792504945
SHQ1	4	0	2	0.028753809879809075	0.5208977792504945
MLLT3	1	0	1	0.029666548000474666	0.5208977792504945
JARID2	1	0	1	0.029889111396718175	0.5208977792504945
KMT2E	9	0	3	0.030046271257736915	0.5208977792504945
GLRA4	2	0	2	0.030132280712327115	0.5208977792504945
ANO4	5	0	3	0.031492095484033505	0.5208977792504945
ARPC5L	1	0	1	0.03248546275541695	0.5208977792504945
PRRT4	2	0	1	0.03249179582155506	0.5208977792504945
DLEC1	1	0	1	0.03249390739236393	0.5208977792504945
FRMD7	2	0	2	0.03263068589701756	0.5208977792504945
CPNE8	1	0	1	0.03317739955542284	0.5208977792504945
HDC	7	0	3	0.0333912114331508	0.5208977792504945
RUVBL2	1	0	1	0.033549166303217366	0.5208977792504945
CDK2	1	0	1	0.03357169234901131	0.5208977792504945
SGSM2	3	0	1	0.034402091647172145	0.5208977792504945
C17orf78	1	0	1	0.03442103813851026	0.5208977792504945
RASSF1	1	0	1	0.03460806367883717	0.5208977792504945
PDLIM5	1	0	1	0.03529577862487646	0.5208977792504945
LRRTM4	7	0	3	0.03585771658060815	0.5208977792504945
DGKB	1	0	1	0.035878300803673935	0.5208977792504945
CEP104	4	0	2	0.03589504289457626	0.5208977792504945
MED26	1	0	1	0.03627525664744078	0.5208977792504945
NKX6-1	1	0	1	0.03698224852071006	0.5208977792504945
MADD	4	0	2	0.03762651917071152	0.5208977792504945
PCDHA2	6	0	1	0.03775294472968892	0.5208977792504945
RBM15B	1	0	1	0.03807493146512336	0.5208977792504945
ZC3H4	2	0	1	0.0382687229727144	0.5208977792504945
MARC1	2	0	1	0.03844083954793573	0.5208977792504945
MED25	2	0	1	0.038458580109222366	0.5208977792504945
PLEKHA5	1	0	1	0.038511900177154744	0.5208977792504945
ATL1	1	0	1	0.03858471273681367	0.5208977792504945
STRN3	1	0	1	0.03861600247142416	0.5208977792504945
RUNX1	2	0	1	0.03871916986099818	0.5208977792504945
NXF1	1	0	1	0.03872216844143272	0.5208977792504945
FSHB	2	0	2	0.038770208971426356	0.5208977792504945
SPR	1	0	1	0.03932208721638945	0.5208977792504945
ARMC8	3	0	2	0.04004004004004004	0.5208977792504945
CCDC154	2	0	1	0.04019131063863993	0.5208977792504945
FOXD4L5	1	0	1	0.04142673681594101	0.5208977792504945
TOE1	1	0	1	0.04159041756779238	0.5208977792504945
ELL2	3	0	2	0.04196567208023837	0.5208977792504945
LIFR	13	0	4	0.04218519299725796	0.5208977792504945
RAX	2	0	1	0.042631197510338066	0.5208977792504945
FHDC1	5	0	2	0.04279356384799726	0.5208977792504945
TSKU	1	0	1	0.043040371868812946	0.5208977792504945
MKL1	1	0	1	0.04341785342132685	0.5208977792504945
HS1BP3	1	0	1	0.04345747685889357	0.5208977792504945
CDSN	1	0	1	0.043645251396648044	0.5208977792504945
OS9	1	0	1	0.04377325454147516	0.5208977792504945
PRELP	1	0	1	0.04399859204505456	0.5208977792504945
LONRF1	1	0	1	0.04400440044004401	0.5208977792504945
FNDC1	12	0	2	0.04422039444591846	0.5208977792504945
SLC30A2	1	0	1	0.044485964678144044	0.5208977792504945
NPPA	3	0	2	0.04461099214846538	0.5208977792504945
UMOD	2	0	1	0.04554356241745229	0.5208977792504945
MAP10	3	0	1	0.04619577770591768	0.5208977792504945
SMAD2	3	0	2	0.04625988805107092	0.5208977792504945
DKK1	1	0	1	0.04691311690748733	0.5208977792504945
GFRA1	4	0	1	0.046992481203007516	0.5208977792504945
TBC1D17	2	0	1	0.04746985664103295	0.5208977792504945
BRCC3	1	0	1	0.0475511174512601	0.5208977792504945
NME7	2	0	2	0.04791566842357451	0.5208977792504945
UBXN2B	1	0	1	0.04810930433945925	0.5208977792504945
NUGGC	3	0	2	0.048473097430925836	0.5208977792504945
RCAN2	1	0	1	0.0487044613286577	0.5208977792504945
CNIH2	2	0	1	0.04911350130150779	0.5208977792504945
MYO5B	1	0	1	0.0492174426616793	0.5208977792504945
BMPR1A	4	0	2	0.04987282429804	0.5208977792504945
BHLHB9	3	0	1	0.05013787916771121	0.5208977792504945
RGL1	4	0	2	0.05020836471356128	0.5208977792504945
FZD4	1	0	1	0.050571457469404266	0.5208977792504945
WWTR1	1	0	1	0.05071508266558474	0.5208977792504945
PKD2	4	0	2	0.05081817257851408	0.5208977792504945
