Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
AADACL4	NA	1224	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ABCD3	NA	1980	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ABL2	NA	3549	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ACP6	NA	1287	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ACTL8	NA	1101	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACTN2	NA	2685	1	1	1	0	0	0	0	0	1.0	0.0	0.0	1.0
ADAM15	NA	2592	2	0	0	0	0	0	2	0	1.0	1.0	0.0	1.0
ADAM30	NA	2373	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
ADAMTS4	NA	2514	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ADAR	NA	3681	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
ADCK3	NA	1944	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AGL	NA	4599	4	0	1	0	0	0	3	0	1.0	2.0	0.0	0.6934264036172708
AGMAT	NA	1059	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AGRN	NA	6138	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AGT	NA	1458	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AHCTF1	NA	6828	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AHDC1	NA	4812	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AIDA	NA	921	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AIM1L	NA	4986	2	1	1	0	0	0	1	0	1.0	0.0	0.0	1.0
AK5	NA	1689	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AKR1A1	NA	978	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AMPD2	NA	2640	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AMY2A	NA	1536	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
AMY2B	NA	1536	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ANGEL2	NA	1635	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ANGPTL3	NA	1383	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANKRD13C	NA	1626	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AP4B1	NA	2220	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
APOBEC4	NA	1104	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARHGAP30	NA	3306	1	0	0	0	0	0	1	0	1.0	1.0	0.0	1.0
ARHGEF10L	NA	3840	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ARHGEF11	NA	4689	1	0	0	0	0	0	1	0	1.0	1.0	0.0	1.0
ARID1A	NA	6858	4	0	1	0	0	0	3	0	1.0	4.0	0.0	0.5162649802317995
ASH1L	NA	8895	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
ASPM	NA	10434	3	1	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ATAD3A	NA	1905	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3C	NA	1236	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ATG4C	NA	1377	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATP13A2	NA	3543	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP1A1	NA	3072	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATP1A2	NA	3063	4	0	0	0	0	0	4	0	1.0	0.0	0.0	0.75
ATP1A4	NA	3090	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP8B2	NA	3672	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AURKAIP1	NA	600	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
B3GALNT2	NA	1503	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
B3GALT2	NA	1269	1	0	0	0	0	0	1	0	1.0	1.0	0.0	1.0
BCAN	NA	2736	1	1	0	0	0	0	1	0	1.0	1.0	0.0	1.0
BCAR3	NA	2478	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
BCL9	NA	4281	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
BRDT	NA	2856	1	1	1	0	0	0	0	0	1.0	0.0	0.0	1.0
BTBD8	NA	1137	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1QC	NA	738	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf101	NA	2856	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf109	NA	612	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf110	NA	909	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf112	NA	2562	3	0	1	0	0	0	2	0	1.0	0.0	0.0	1.0
CCDC181	NA	1530	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C1orf116	NA	1806	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf123	NA	483	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C1orf162	NA	468	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf168	NA	2187	3	0	1	0	1	0	1	0	1.0	0.0	0.0	0.579380164285695
C1orf189	NA	306	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf198	NA	984	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf52	NA	549	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf94	NA	1797	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C4BPA	NA	1794	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C8A	NA	1755	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C8B	NA	1776	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
CA14	NA	1014	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CACHD1	NA	3672	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CACNA1E	NA	6942	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CACNA1S	NA	5622	6	4	0	0	0	0	6	0	1.0	0.0	0.0	0.9397940008672037
CACYBP	NA	687	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
CADM3	NA	1299	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
