gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
PVRIG	3	0	3	0.0	0.0
AXIN1	12	0	8	0.0	0.0
TP53	58	0	13	0.00014	0.06369999999999999
CREB3L3	3	0	3	0.00027	0.07371
SLC22A8	8	0	4	0.00027	0.07371
RDH16	2	0	2	0.00059	0.134225
EFHB	2	0	2	0.00072	0.1404
PHKG2	3	0	3	0.00096	0.14468999999999999
GADL1	7	0	5	0.00101	0.14468999999999999
ACVR2A	4	0	3	0.00106	0.14468999999999999
TSC2	4	0	3	0.00137	0.15225
HIST1H1E	7	0	6	0.00143	0.15225
HDAC4	3	0	2	0.00145	0.15225
OVCH1	10	0	4	0.00167	0.1599
SLC9A9	2	0	2	0.00176	0.1599
FILIP1	5	0	4	0.00194	0.1599
COMMD6	2	0	2	0.00206	0.1599
TSPAN31	2	0	2	0.00219	0.1599
SERPINA7	2	0	2	0.00233	0.1599
MFSD3	2	0	2	0.00239	0.1599
FAM124B	3	0	2	0.00246	0.1599
BMPR2	3	0	2	0.00269	0.16690227272727273
HDAC3	2	0	2	0.00297	0.17626304347826088
APC	7	0	2	0.00316	0.179725
GRAP	2	0	2	0.0036	0.19005
ABCA13	26	0	7	0.00362	0.19005
UBE3B	2	0	2	0.00425	0.20384
BAP1	6	0	3	0.00429	0.20384
CACNG8	2	0	2	0.00435	0.20384
RBM20	2	0	2	0.00448	0.20384
UPF3A	3	0	2	0.00481	0.210721875
NEBL	3	0	2	0.00494	0.210721875
PEX6	4	0	2	0.0055	0.2275
GPR98	20	0	4	0.0065	0.26095588235294115
ARHGAP10	9	0	3	0.00684	0.26124583333333334
VPS13A	6	0	3	0.00689	0.26124583333333334
ABCA7	6	0	3	0.00738	0.2722621621621622
DOCK9	2	0	2	0.00784	0.28162105263157894
AK7	3	0	2	0.00831	0.29085
MCM7	8	0	3	0.00871	0.29211
SIAH1	3	0	2	0.009	0.29211
NR1H2	2	0	2	0.00939	0.29211
SLC11A1	1	0	1	0.00939	0.29211
PDIK1L	1	0	1	0.00953	0.29211
C17orf104	1	0	1	0.00963	0.29211
CDKN1A	4	0	2	0.010045707971269276	0.2980954647996209
ZNF496	2	0	2	0.01034008540910548	0.3003024804984889
MCM3	2	0	2	0.010603554311405182	0.3003663809701944
PTPRJ	2	0	2	0.010906552656836228	0.3003663809701944
TLX3	3	0	2	0.011002431537369758	0.3003663809701944
ZNF197	3	0	2	0.011355893708834885	0.30106982349588607
ERCC4	4	0	2	0.012113430160018413	0.30106982349588607
RGSL1	5	0	3	0.012166042143169985	0.30106982349588607
HACL1	4	0	2	0.012600647673290407	0.30106982349588607
AKR1E2	2	0	2	0.01278510790631073	0.30106982349588607
SEPP1	1	0	1	0.012899563994736978	0.30106982349588607
SLC1A7	4	0	2	0.013384014133518925	0.30106982349588607
SERPINC1	3	0	2	0.013394411851375606	0.30106982349588607
XKR4	3	0	2	0.013538761474100349	0.30106982349588607
MLF2	2	0	2	0.013631592578961	0.30106982349588607
PTPN9	3	0	2	0.013728720483250962	0.30106982349588607
RRP15	2	0	2	0.013813299444705362	0.30106982349588607
EPG5	4	0	2	0.014203133211186388	0.30106982349588607
MAP3K4	7	0	3	0.01453594011192674	0.30106982349588607
AKAP9	4	0	2	0.014746652509880257	0.30106982349588607
LRP8	5	0	2	0.014836355004302543	0.30106982349588607
BZRAP1	4	0	2	0.015697601406505085	0.30106982349588607
RORA	2	0	2	0.015808277213949225	0.30106982349588607
PRR23A	1	0	1	0.016336666013200028	0.30106982349588607
LMBR1	3	0	2	0.016377601991516402	0.30106982349588607
EHD4	1	0	1	0.016706762897620957	0.30106982349588607
PDCD7	1	0	1	0.017051752067524937	0.30106982349588607
SMG7	4	0	2	0.017771774867155983	0.30106982349588607
IL20RA	1	0	1	0.01779422755258194	0.30106982349588607
IQCB1	3	0	3	0.01868041545243966	0.30106982349588607
PRKDC	10	0	4	0.01880795200210649	0.30106982349588607
RB1CC1	3	0	2	0.019042178425211845	0.30106982349588607
DYRK1A	4	0	2	0.019832612748403474	0.30106982349588607
IL1R1	1	0	1	0.02019426886649569	0.30106982349588607
CDC45	3	0	2	0.020353333876088904	0.30106982349588607
PIK3R2	4	0	2	0.020381542475134518	0.30106982349588607
KRT36	1	0	1	0.020501886173527963	0.30106982349588607
COL4A1	3	0	2	0.021581491712707183	0.30106982349588607
PRCP	1	0	1	0.021771314116520075	0.30106982349588607
MIS12	2	0	2	0.02179979072200907	0.30106982349588607
ADGB	5	0	2	0.022563686003745573	0.30106982349588607
MARCH11	1	0	1	0.022614713132363917	0.30106982349588607
UTRN	1	0	1	0.022779043280182234	0.30106982349588607
DNAJB6	2	0	2	0.02327421682260392	0.30106982349588607
KRT16	1	0	1	0.02333613366937366	0.30106982349588607
PRIMPOL	2	0	2	0.023695559452158666	0.30106982349588607
ANKRD45	1	0	1	0.024071444045928314	0.30106982349588607
OR6C4	3	0	2	0.024127780726728755	0.30106982349588607
IRAK1BP1	2	0	2	0.024161592732192906	0.30106982349588607
UCP1	4	0	2	0.024363503471799244	0.30106982349588607
LRRC36	1	0	1	0.02442419949686149	0.30106982349588607
PPP1CC	1	0	1	0.024518217035257195	0.30106982349588607
ARFGEF2	4	0	2	0.024615384615384615	0.30106982349588607
SLAMF9	1	0	1	0.02496754219514631	0.30106982349588607
MAPK9	1	1	1	0.025	0.30106982349588607
KMT2B	8	0	2	0.025149007871639463	0.30106982349588607
PPP2R5E	2	0	2	0.02524551261013355	0.30106982349588607
MGA	12	0	3	0.02529020510356339	0.30106982349588607
MAGEE2	6	0	2	0.02531068870383963	0.30106982349588607
MS4A14	3	0	2	0.02550369803621525	0.30106982349588607
ITGB3BP	2	0	2	0.02553365335512205	0.30106982349588607
ALMS1	12	0	3	0.02560491614389963	0.30106982349588607
SUGCT	1	0	1	0.02566339886054509	0.30106982349588607
CRAMP1L	3	0	1	0.02572347266881029	0.30106982349588607
FOXE3	1	0	1	0.02601795238714713	0.30106982349588607
ARID2	9	0	3	0.02609399055397542	0.30106982349588607
FRZB	4	0	2	0.02610012006055228	0.30106982349588607
BICC1	1	0	1	0.02623019620186759	0.30106982349588607
FAM47E	1	0	1	0.026649610915680633	0.30106982349588607
CDH4	1	0	1	0.02681108906643788	0.30106982349588607
GNPAT	1	0	1	0.02682403433476395	0.30106982349588607
ACOX1	1	0	1	0.02683987331579795	0.30106982349588607
SH2D2A	1	0	1	0.027499725002749973	0.30106982349588607
SLC6A14	1	0	1	0.027666343892654585	0.30106982349588607
COL2A1	4	0	2	0.02769239289967046	0.30106982349588607
IGHV4-31	1	0	1	0.027846620812564397	0.30106982349588607
SRP72	1	0	1	0.02791268910846871	0.30106982349588607
RHOXF1	1	0	1	0.028390540271981377	0.30106982349588607
ACSM2A	3	0	2	0.02841312686461145	0.30106982349588607
ETHE1	1	0	1	0.028598392770326306	0.30106982349588607
FAM92A1	1	0	1	0.028796866900881183	0.30106982349588607
WDR81	3	0	2	0.029353920216044854	0.30106982349588607
NR6A1	1	0	1	0.029421283356380005	0.30106982349588607
AKTIP	1	0	1	0.029754820280885504	0.30106982349588607
RASA1	6	0	2	0.029785839811753492	0.30106982349588607
RB1	4	0	2	0.03000570108320581	0.30106982349588607
CD5	1	0	1	0.03028192471913515	0.30106982349588607
C8orf33	2	0	1	0.030415475393880405	0.30106982349588607
IGF2R	6	0	2	0.030421027013871987	0.30106982349588607
CDCA7	1	0	1	0.030528758090120893	0.30106982349588607
SIRT4	1	0	1	0.03087182020251914	0.30106982349588607
MCF2L2	1	0	1	0.031088727227507305	0.30106982349588607
E4F1	1	0	1	0.031211960423234184	0.30106982349588607
ELMOD2	1	0	1	0.031379440190787	0.30106982349588607
LHX2	1	0	1	0.031433690629616824	0.30106982349588607
RFWD3	1	0	1	0.03160456369899813	0.30106982349588607
NCAN	1	0	1	0.03165358318561661	0.30106982349588607
SEC61A1	1	0	1	0.031756113051762465	0.30106982349588607
KIAA1551	7	0	3	0.03205128205128205	0.30106982349588607
GSN	1	0	1	0.03206361421059382	0.30106982349588607
OCIAD2	1	0	1	0.032269514989189715	0.30106982349588607
OR52A5	1	0	1	0.03245067497403946	0.30106982349588607
ABHD2	1	0	1	0.032643468042044786	0.30106982349588607
POLR2B	5	0	2	0.03429355281207133	0.3123712755732527
PIK3C2A	4	0	2	0.034326513799258544	0.3123712755732527
BRD7	5	0	3	0.03471498993265292	0.31381431296735923
TNN	7	0	2	0.03498093539021233	0.31413800531341995
ADSL	1	0	1	0.03521870817778404	0.31420612197826936
SPP2	1	0	1	0.03560619547801317	0.3156003690096622
SSX7	1	0	1	0.036012676462114666	0.31622696060715577
CCDC94	1	0	1	0.03614022406938923	0.31622696060715577
GNG12	1	0	1	0.03704801422643746	0.32009605226594
ATP2A1	1	0	1	0.037064492216456635	0.32009605226594
B2M	1	0	1	0.0374195479718605	0.32009605226594
BEST2	1	0	1	0.037861578070573984	0.32009605226594
FAM214A	1	0	1	0.038243842741318645	0.32009605226594
NBAS	10	0	3	0.03840835765862652	0.32009605226594
TMEM44	1	0	1	0.03843640696467694	0.32009605226594
TOB1	1	0	1	0.038750678136867396	0.32009605226594
WDR78	2	0	1	0.0390625	0.32009605226594
LPCAT1	1	0	1	0.03912210007433199	0.32009605226594
E2F6	1	0	1	0.039161934599569216	0.32009605226594
PHC3	2	0	1	0.04024144869215292	0.32460884634016013
POLR3F	1	0	1	0.04056301464324829	0.32460884634016013
CYP4B1	1	0	1	0.04063388866314506	0.32460884634016013
PRIMA1	1	0	1	0.040665284047009066	0.32460884634016013
TMEM132C	2	0	1	0.041375315486780584	0.326731677892832
GNAT1	2	0	1	0.04157139887757223	0.326731677892832
RAB3C	1	0	1	0.04164931278633902	0.326731677892832
ZNF880	6	0	2	0.04213542325032655	0.32824114686735306
KRT5	4	0	2	0.04232266802099204	0.32824114686735306
NFXL1	5	0	2	0.04324511330219685	0.33097969991173876
MBP	1	0	1	0.043340701252546264	0.33097969991173876
COL4A5	5	0	2	0.043884671084390224	0.33097969991173876
ZFYVE27	1	0	1	0.04392322220758115	0.33097969991173876
SRPX	1	0	1	0.04399278518322995	0.33097969991173876
HIST1H2BD	1	0	1	0.0441306266548985	0.33097969991173876
TMEM176A	1	0	1	0.04482897745102434	0.33339887328278206
GDPGP1	1	0	1	0.04544628249409198	0.33339887328278206
RNF216	5	0	2	0.045591319412783805	0.33339887328278206
KDM8	1	0	1	0.04560379423568041	0.33339887328278206
PPP2CB	1	0	1	0.04654843364520784	0.33339887328278206
ETFDH	1	0	1	0.046733339564445274	0.33339887328278206
TRIM2	1	0	1	0.04728355950635964	0.33339887328278206
TJP1	4	0	2	0.04758505829169641	0.33339887328278206
TTC3	7	0	3	0.047776025990158136	0.33339887328278206
