gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
ARID1A	84	0	46	0.0	0.0
SCAF4	48	0	15	0.0	0.0
ESRP1	32	0	16	0.0	0.0
TAF3	23	0	11	0.0	0.0
PTEN	197	0	68	0.0	0.0
ARHGAP35	72	0	24	0.0	0.0
RASA1	57	0	20	0.0	0.0
NF1	94	0	31	0.0	0.0
CTCF	59	0	21	0.0	0.0
PIK3R1	46	0	25	0.0	0.0
FAT1	156	0	22	4e-05	0.03724
DNASE1L1	8	0	4	6e-05	0.051205
ZNF250	15	0	5	8e-05	0.06302153846153846
SLC20A1	18	0	7	0.0001	0.07315
CASP8	36	0	13	0.00012	0.081928
ROBO1	66	0	18	0.00013	0.083208125
TPRG1L	11	0	5	0.00016	0.09103111111111112
OR4D10	22	0	6	0.00016	0.09103111111111112
ABHD11	8	0	4	0.00025	0.13475
TMEM105	5	0	3	0.0003	0.15361499999999997
SIN3A	47	0	13	0.00032	0.15605333333333335
DGKK	3	0	3	0.00035	0.162925
C5orf47	4	0	3	0.00042	0.18700956521739132
APC	93	0	23	0.00047	0.20055291666666666
NAA15	32	0	13	0.00056	0.2284530769230769
PPAPDC3	11	0	3	0.00058	0.2284530769230769
JAK1	45	0	9	0.00061	0.23137074074074074
ELL2	19	0	7	0.00066	0.24013379310344826
LONRF1	17	0	6	0.00068	0.24013379310344826
CUX1	48	6	10	0.00076	0.2510696774193549
JMY	27	0	7	0.00076	0.2510696774193549
KANSL1	45	0	10	0.00079	0.2528246875
ZNF236	39	0	10	0.00084	0.26067999999999997
UHRF1	2	0	2	0.00093	0.2801214705882353
SYNJ1	52	0	13	0.00114	0.32998777777777777
LTV1	16	0	8	0.00116	0.32998777777777777
GPS2	7	0	4	0.0012	0.33214054054054054
ASPH	25	0	9	0.00128	0.34496000000000004
PLA2G4E	24	0	7	0.00134	0.34563374999999996
PCSK1	23	0	8	0.00135	0.34563374999999996
ZMYM5	21	0	6	0.0014	0.34969268292682926
NEK9	30	0	8	0.00162	0.39501
HOXA4	6	0	2	0.0017	0.395675
FAT2	128	0	15	0.0017	0.395675
GLRX3	13	0	7	0.00183	0.40964
ING1	15	0	5	0.00184	0.40964
OS9	12	0	4	0.00193	0.4205346808510638
LARP1B	27	2	9	0.00223	0.46607000000000004
RBL2	35	0	8	0.00223	0.46607000000000004
FAM63B	14	0	4	0.0023	0.47108599999999995
SSPO	2	0	2	0.00246	0.488416923076923
C9orf47	3	0	2	0.00248	0.488416923076923
NCF1	6	0	2	0.00253	0.48886283018867926
APEH	15	0	4	0.00272	0.51205
TMED5	10	0	4	0.00279	0.51205
MICU2	19	0	7	0.00298	0.51205
HUNK	27	0	5	0.003	0.51205
POP1	28	0	7	0.00302	0.51205
GNAZ	17	0	3	0.00302	0.51205
GLT1D1	11	0	4	0.00309	0.51205
AMFR	14	0	4	0.00311	0.51205
CDH2	35	0	8	0.00316	0.51205
PLEKHA3	6	0	4	0.00323	0.51205
LENG9	12	0	3	0.00324	0.51205
DCHS2	104	32	15	0.00325	0.51205
CAP1	12	0	4	0.00332	0.5151533333333334
CCRN4L	7	0	3	0.0035	0.5349776119402985
PYHIN1	29	0	8	0.00358	0.5391585294117647
PKDREJ	68	0	8	0.00379	0.5574030000000001
PTGDR	17	0	4	0.00381	0.5574030000000001
TRAK2	15	0	6	0.00396	0.5681650684931506
EDNRB	13	0	4	0.004	0.5681650684931506
MAGIX	16	0	4	0.00405	0.5681650684931506
BMS1	38	0	10	0.00414	0.5729424324324324
WRNIP1	14	0	4	0.0044	0.590137625
MBLAC2	9	0	3	0.00447	0.590137625
C7orf43	10	0	3	0.00448	0.590137625
FBXO21	15	0	4	0.00455	0.590137625
HDAC9	32	0	8	0.0046	0.590137625
PFN2	5	1	3	0.00461	0.590137625
ABHD17A	16	0	3	0.00468	0.5917022222222222
APOL2	10	0	4	0.00476	0.5944775609756098
NAV1	46	0	7	0.00487	0.5986108333333334
UBE2Q2	8	0	4	0.00491	0.5986108333333334
TCF4	31	0	8	0.00504	0.6072310588235295
TDRP	4	0	3	0.00514	0.6099084444444445
ISG20	9	0	3	0.00532	0.6099084444444445
C6orf1	4	0	2	0.00533	0.6099084444444445
UPF3A	14	0	4	0.00535	0.6099084444444445
GRM5	41	0	7	0.00536	0.6099084444444445
MORC4	52	0	12	0.00547	0.6122576344086021
B3GALTL	23	0	6	0.00552	0.6122576344086021
DYRK1A	29	0	7	0.00556	0.6122576344086021
NPR2	36	0	8	0.0058	0.62726125
EP300	60	0	11	0.00586	0.62726125
KCTD16	23	0	7	0.00588	0.62726125
PIK3CG	49	0	7	0.00599	0.632225
TDRD10	15	0	4	0.00605	0.632225
GLRA4	17	0	5	0.0062	0.6369902
SLC18A2	19	0	5	0.00622	0.6369902
SNX3	4	0	3	0.00652	0.6611021782178217
NME1	8	0	3	0.00666	0.6651678640776698
TSC22D4	5	0	2	0.00669	0.6651678640776698
E2F1	18	0	4	0.00686	0.6755121153846153
SMC5	21	0	8	0.00714	0.6927166981132076
INF2	24	0	4	0.00717	0.6927166981132076
SLC12A2	31	0	6	0.00729	0.6977279439252336
HIST1H4D	5	0	2	0.00752	0.7067212612612613
SLC26A8	42	0	8	0.00753	0.7067212612612613
KIAA1468	22	0	7	0.00765	0.7067212612612613
TCFL5	11	0	4	0.00766	0.7067212612612613
IQCF2	5	0	3	0.00773	0.706811875
SAC3D1	7	0	2	0.0078	0.7069008849557522
PGM2L1	17	0	5	0.00802	0.7116627118644068
EZH1	21	0	7	0.00809	0.7116627118644068
ATM	92	0	21	0.00816	0.7116627118644068
ASUN	18	0	6	0.00816	0.7116627118644068
CYP51A1	9	0	4	0.0082	0.7116627118644068
DBF4B	10	0	4	0.00829	0.7134276470588236
ADH7	7	0	3	0.00847	0.7211018181818182
TBC1D30	11	1	4	0.00852	0.7211018181818182
PADI6	2	0	2	0.0086	0.7219065573770491
PAX9	8	0	3	0.00893	0.7435132520325204
RAB11FIP5	17	0	3	0.00948	0.7791352799999999
SRSF12	12	0	5	0.00951	0.7791352799999999
CERS6	16	0	5	0.00969	0.7869814615384616
NSMCE2	11	0	3	0.00986	0.7869814615384616
FOXA2	12	0	3	0.0099	0.7869814615384616
SLC30A10	15	0	3	0.00994	0.7869814615384616
ARHGEF18	38	0	4	0.00999	0.7869814615384616
CDC25A	15	0	4	0.010216174247067958	0.7875626470287409
PVRIG	12	0	3	0.010218470908013325	0.7875626470287409
ARL2BP	8	0	4	0.010228086325048583	0.7875626470287409
EFNB3	11	0	3	0.010363016466833165	0.7919974002749137
PTPN14	40	0	6	0.010505194818837915	0.7955697307818754
DENND4A	48	0	10	0.01056512873609365	0.7955697307818754
TRPC6	27	0	6	0.010650761529449356	0.796163860022561
IL1B	14	0	5	0.010739062265083013	0.7963661875405433
SOHLH2	15	0	4	0.010850694444444444	0.7963661875405433
CLIP3	15	0	3	0.010935893790599506	0.7963661875405433
CEP68	23	0	3	0.010989131748700535	0.7963661875405433
ITM2B	6	0	3	0.01104228089354137	0.7963661875405433
BLVRB	5	0	2	0.01116046516818821	0.7992610055064018
