Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
A3GALT2	NA	1023	12	4	1	0	0	0	11	0	1.0	0.0	0.0	1.0
AADACL3	NA	1224	40	16	4	0	0	0	36	6	0.9489044006028785	1.0	0.0	0.9244471439445547
AADACL4	NA	1224	70	30	6	0	2	0	62	4	0.9783291898119946	0.0	0.0	0.9247425010840046
ABCA4	NA	6822	230	100	14	0	6	0	210	0	1.0	5.0	0.0	0.935814242244638
ABCB10	NA	2217	60	11	2	0	4	0	54	0	1.0	4.0	0.0	0.898922983002813
ABCD3	NA	1980	58	15	8	0	2	0	48	3	0.9822630579377604	0.0	0.0	0.902681269321584
ABL2	NA	3549	102	29	8	0	1	0	93	3	0.9921812844616867	9.0	0.0	0.9140230738449112
ACADM	NA	1278	48	11	3	0	3	0	42	3	0.9790050180065201	1.0	0.0	0.9198496188567595
ACAP3	NA	2505	46	20	1	0	2	0	43	3	0.9796215658249519	1.0	1.0	0.9450295291671146
ACBD3	NA	1587	50	9	7	0	1	0	42	3	0.9790050180065201	2.0	3.0	0.8678930834552069
ACBD6	NA	849	18	12	1	0	3	0	14	0	1.0	0.0	0.0	0.9320683176364978
ACOT11	NA	1824	57	27	0	0	2	0	55	0	1.0	4.0	1.0	0.9522681718064316
ACOT7	NA	1143	29	12	1	0	1	0	27	0	1.0	4.0	0.0	0.9048700984209217
ACP6	NA	1287	24	13	1	0	1	0	22	3	0.9515339019450231	2.0	0.0	0.9187171605365632
ACTA1	NA	1134	43	30	2	0	0	0	41	0	1.0	1.0	0.0	0.9765943459047008
ACTL8	NA	1101	60	21	3	0	0	0	57	5	0.9650811342978046	1.0	0.0	0.9393660610027339
ACTN2	NA	2685	158	72	10	0	4	0	144	19	0.9692248083483502	2.0	0.0	0.9222323502961369
ACTRT2	NA	1134	61	44	4	0	0	0	57	6	0.9713969991607087	6.0	0.0	0.9300842707506942
ADAM15	NA	2592	68	32	8	0	2	0	58	0	1.0	4.0	0.0	0.9062877678184861
ADAM30	NA	2373	85	20	10	0	0	0	75	0	1.0	14.0	1.0	0.8455176775461538
ADAMTS4	NA	2514	77	26	4	0	2	0	71	3	0.9891100812427002	3.0	0.0	0.9336975697660913
ADAMTSL4	NA	3225	101	40	2	0	2	0	97	7	0.9800764511996588	22.0	0.0	0.8722984899764279
ADAR	NA	3681	86	41	3	0	1	0	82	3	0.9908791256585724	3.0	0.0	0.9535480239871285
ADCK3	NA	1944	53	34	3	0	1	0	49	0	1.0	9.0	0.0	0.9080833218971276
ADCY10	NA	4833	179	66	12	0	5	0	162	0	1.0	15.0	2.0	0.9061602877222232
ADIPOR1	NA	1128	44	18	3	0	0	0	41	0	1.0	0.0	1.0	0.9608175346438736
ADORA1	NA	981	48	18	2	0	0	0	46	0	1.0	1.0	0.0	0.958775260313208
ADORA3	NA	1044	35	13	1	0	1	0	33	0	1.0	2.0	1.0	0.9377794937451005
ADPRHL2	NA	1092	28	16	1	0	1	0	26	0	1.0	2.0	0.0	0.9527714964921634
ADSS	NA	1371	32	10	4	0	1	0	27	3	0.9629629629629629	5.0	0.0	0.8392198886903892
