Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
AADACL3	NA	1224	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AADACL4	NA	1224	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ABCA4	NA	6822	6	2	2	0	0	0	4	0	1.0	0.0	0.0	0.9166666666666666
ABCD3	NA	1980	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ABL2	NA	3549	4	0	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ACADM	NA	1278	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ACAP3	NA	2505	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACBD3	NA	1587	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
ACBD6	NA	849	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACOT11	NA	1824	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACOT7	NA	1143	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ACTN2	NA	2685	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ACTRT2	NA	1134	3	0	1	0	0	0	2	0	1.0	0.0	0.0	1.0
ADAM15	NA	2592	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADAM30	NA	2373	5	1	0	0	0	0	5	0	1.0	0.0	0.0	1.0
ADAMTS4	NA	2514	3	0	0	0	1	0	2	0	1.0	0.0	0.0	1.0
ADAMTSL4	NA	3225	1	0	0	0	0	0	1	0	1.0	1.0	0.0	1.0
ADAR	NA	3681	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADCK3	NA	1944	4	0	1	0	0	0	3	0	1.0	0.0	0.0	1.0
ADCY10	NA	4833	4	1	0	0	0	0	4	0	1.0	0.0	0.0	0.8277293767706428
ADORA1	NA	981	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADPRHL2	NA	1092	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADSS	NA	1371	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AGL	NA	4599	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AGMAT	NA	1059	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AGRN	NA	6138	1	0	0	0	0	0	1	0	1.0	1.0	0.0	1.0
AGT	NA	1458	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AHCTF1	NA	6828	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AHCYL1	NA	1593	4	1	1	0	0	0	3	0	1.0	0.0	0.0	1.0
AHDC1	NA	4812	0	2	0	0	0	0	0	0	1.0	1.0	0.0	1.0
AIDA	NA	921	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AIM2	NA	1032	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AJAP1	NA	1236	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AK2	NA	720	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AK4	NA	672	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AK5	NA	1689	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AKR1A1	NA	978	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
AKT3	NA	1440	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ALDH9A1	NA	1557	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ALG14	NA	651	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ALG6	NA	1524	2	0	0	0	1	0	1	0	1.0	0.0	0.0	1.0
ALPL	NA	1575	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ALX3	NA	1032	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AMIGO1	NA	1482	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMPD1	NA	2343	5	1	0	0	0	0	5	0	1.0	1.0	0.0	0.9999999999999999
AMPD2	NA	2640	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AMY2A	NA	1536	5	0	3	0	0	0	2	0	1.0	0.0	0.0	0.5904362833084089
AMY2B	NA	1536	3	0	1	0	0	0	2	0	1.0	0.0	0.0	1.0
ANGEL2	NA	1635	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ANGPTL1	NA	1476	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ANKRD35	NA	3006	3	0	1	0	0	0	2	0	1.0	0.0	0.0	1.0
ANKRD45	NA	801	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
ANP32E	NA	807	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANXA9	NA	1038	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AP4B1	NA	2220	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
APCS	NA	672	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
APH1A	NA	798	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
APITD1	NA	417	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
APOBEC4	NA	1104	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AQP10	NA	906	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ARF1	NA	546	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARHGAP29	NA	3786	6	0	1	0	0	0	5	0	1.0	0.0	0.0	1.0
ARHGAP30	NA	3306	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARHGEF10L	NA	3840	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ARHGEF11	NA	4689	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ARHGEF2	NA	2961	3	0	2	0	0	0	1	0	1.0	0.0	0.0	0.579380164285695
ARID1A	NA	6858	4	0	2	0	0	0	2	0	1.0	2.0	0.0	0.4841962570206112
ARID4B	NA	3939	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARV1	NA	816	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ASB17	NA	888	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
ASH1L	NA	8895	4	0	0	0	0	0	4	0	1.0	0.0	1.0	1.0
ASPM	NA	10434	8	0	3	0	0	0	5	0	1.0	0.0	0.0	0.8018796874098554
ASTN1	NA	3885	9	9	1	0	0	0	8	0	1.0	1.0	0.0	0.975220114382459
ATAD3A	NA	1905	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3B	NA	1947	3	2	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ATF3	NA	546	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATF6	NA	2013	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATG4C	NA	1377	0	1	0	0	0	0	0	0	1.0	1.0	0.0	1.0
ATP13A2	NA	3543	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATP1A1	NA	3072	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATP1A4	NA	3090	4	0	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ATP1B1	NA	912	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ATP2B4	NA	3618	5	4	1	0	0	0	4	0	1.0	0.0	0.0	0.9298966940476158
ATP5F1	NA	771	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ATP8B2	NA	3672	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AVPR1B	NA	1275	2	1	0	0	0	0	2	0	1.0	1.0	0.0	1.0
AXDND1	NA	3039	4	0	1	0	0	0	3	0	1.0	1.0	0.0	0.8277293767706428
B3GALNT2	NA	1503	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
B3GALT2	NA	1269	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
B4GALT2	NA	1206	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
B4GALT3	NA	1182	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BAI2	NA	4758	3	1	0	0	0	0	3	0	1.0	0.0	1.0	1.0
BARHL2	NA	1164	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
BATF3	NA	384	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BCAN	NA	2736	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BCAR3	NA	2478	2	1	1	0	0	0	1	0	1.0	0.0	0.0	1.0
BCL9	NA	4281	5	0	0	0	1	0	4	0	1.0	0.0	0.0	1.0
BEND5	NA	1266	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BLZF1	NA	1203	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BMP8A	NA	1209	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BNIPL	NA	1074	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BRDT	NA	2856	4	1	0	0	0	0	4	0	1.0	0.0	0.0	1.0
BROX	NA	1236	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
BSDC1	NA	1344	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
BSND	NA	963	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BTBD8	NA	1137	3	0	1	0	0	0	2	0	1.0	0.0	0.0	1.0
C1orf100	NA	444	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf101	NA	2856	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C1orf106	NA	2034	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf110	NA	909	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf111	NA	786	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf112	NA	2562	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CCDC181	NA	1530	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf123	NA	483	1	0	0	0	1	0	0	0	1.0	0.0	0.0	1.0
C1orf127	NA	2472	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf131	NA	882	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf167	NA	4422	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf168	NA	2187	3	3	0	0	0	0	3	0	1.0	0.0	0.0	1.0
C1orf177	NA	1257	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf185	NA	600	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf204	NA	708	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C1orf216	NA	690	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf228	NA	1323	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C1orf56	NA	1026	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf61	NA	471	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf68	NA	753	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf74	NA	810	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf87	NA	1641	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf94	NA	1797	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C4BPA	NA	1794	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C4BPB	NA	759	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
C8A	NA	1755	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
C8B	NA	1776	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CA14	NA	1014	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CACHD1	NA	3672	3	1	1	0	0	0	2	0	1.0	0.0	0.0	1.0
CACNA1E	NA	6942	9	1	0	0	0	0	9	0	1.0	0.0	0.0	1.0
CACNA1S	NA	5622	3	5	0	0	0	0	3	0	1.0	0.0	0.0	1.0
CADM3	NA	1299	2	1	1	0	0	0	1	0	1.0	0.0	0.0	1.0
CAMSAP2	NA	4437	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CAMTA1	NA	5022	5	0	1	0	0	0	4	0	1.0	0.0	0.0	1.0
CAP1	NA	1428	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CAPN2	NA	2103	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CAPN8	NA	1786	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CAPZA1	NA	861	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CASQ1	NA	1191	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CASQ2	NA	1200	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
