Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
A3GALT2	NA	1023	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AADACL3	NA	1224	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AADACL4	NA	1224	5	1	0	0	0	0	5	0	1.0	0.0	0.0	1.0
ABCA4	NA	6822	7	8	0	0	0	0	7	0	1.0	0.0	0.0	0.9658722633586914
ABCB10	NA	2217	3	0	0	0	1	0	2	0	1.0	0.0	0.0	1.0
ABCD3	NA	1980	7	0	1	0	0	0	6	0	1.0	0.0	0.0	0.9999999999999999
ABL2	NA	3549	3	2	0	0	0	0	3	0	1.0	1.0	0.0	1.0
ACADM	NA	1278	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ACAP3	NA	2505	5	2	0	0	1	0	4	0	1.0	0.0	0.0	0.9999999999999999
ACBD3	NA	1587	3	1	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ACBD6	NA	849	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ACOT11	NA	1824	7	4	0	0	0	0	7	0	1.0	0.0	0.0	0.9474427588512931
ACOT7	NA	1143	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACTA1	NA	1134	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ACTL8	NA	1101	3	1	1	0	0	0	2	0	1.0	0.0	0.0	1.0
ACTN2	NA	2685	8	1	1	0	0	0	7	0	1.0	0.0	0.0	1.0
ACTRT2	NA	1134	3	1	1	0	0	0	2	0	1.0	0.0	0.0	1.0
ADAM15	NA	2592	4	2	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ADAM30	NA	2373	8	1	1	0	0	0	7	0	1.0	0.0	0.0	1.0
ADAMTS4	NA	2514	4	2	1	0	0	0	3	0	1.0	0.0	0.0	1.0
ADAMTSL4	NA	3225	5	2	0	0	0	0	5	0	1.0	0.0	0.0	0.9999999999999999
ADAR	NA	3681	4	1	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ADCK3	NA	1944	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADCY10	NA	4833	11	3	0	0	0	0	11	0	1.0	1.0	0.0	1.0
ADIPOR1	NA	1128	6	1	1	0	0	0	5	0	1.0	0.0	0.0	0.8982265179691364
ADORA1	NA	981	4	0	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ADORA3	NA	1044	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ADPRHL2	NA	1092	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADSS	NA	1371	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AGL	NA	4599	10	2	0	0	0	0	10	0	1.0	0.0	0.0	0.953509509058145
AGMAT	NA	1059	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AGRN	NA	6138	6	2	0	0	0	0	6	0	1.0	0.0	0.0	0.9166666666666666
AGT	NA	1458	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AGTRAP	NA	480	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AHCTF1	NA	6828	10	0	0	0	0	0	10	0	1.0	1.0	0.0	0.9474427588512931
AHCYL1	NA	1593	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
AHDC1	NA	4812	4	0	1	0	0	0	3	0	1.0	0.0	0.0	1.0
AIM1L	NA	4986	2	1	0	0	0	0	2	0	1.0	1.0	0.0	1.0
AIM2	NA	1032	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AJAP1	NA	1236	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AK2	NA	720	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AK4	NA	672	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AK5	NA	1689	4	3	1	0	0	0	3	0	1.0	0.0	0.0	0.9999999999999999
AKIRIN1	NA	579	3	0	0	0	1	0	2	0	1.0	0.0	0.0	1.0
AKNAD1	NA	2511	5	2	0	0	0	0	5	0	1.0	0.0	0.0	0.9999999999999999
AKR1A1	NA	978	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AKR7A2	NA	1080	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AKT3	NA	1440	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ALDH4A1	NA	1692	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ALDH9A1	NA	1557	5	0	1	0	0	0	4	0	1.0	0.0	0.0	0.8277293767706428
ALG6	NA	1524	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ALPL	NA	1575	3	1	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AMIGO1	NA	1482	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMPD1	NA	2343	9	1	1	0	0	0	8	0	1.0	0.0	0.0	0.9397940008672037
AMPD2	NA	2640	4	3	0	0	0	0	4	0	1.0	0.0	0.0	0.9999999999999999
AMY2A	NA	1536	4	1	1	0	0	0	3	0	1.0	0.0	0.0	1.0
AMY2B	NA	1536	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ANGPTL1	NA	1476	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ANGPTL3	NA	1383	5	0	0	0	0	0	5	0	1.0	0.0	0.0	0.8277293767706428
ANGPTL7	NA	1041	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ANKRD13C	NA	1626	4	2	1	0	0	0	3	0	1.0	0.0	0.0	1.0
ANKRD34A	NA	1491	5	1	0	0	0	0	5	0	1.0	0.0	0.0	0.8710490642551527
ANKRD35	NA	3006	3	3	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ANP32E	NA	807	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ANXA9	NA	1038	5	0	2	0	0	0	3	0	1.0	0.0	0.0	0.8277293767706428
AP4B1	NA	2220	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
APCS	NA	672	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
APH1A	NA	798	1	1	1	0	0	0	0	0	1.0	0.0	0.0	1.0
APOA1BP	NA	867	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
APOA2	NA	303	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
APOBEC4	NA	1104	4	0	0	0	0	0	4	0	1.0	0.0	0.0	1.0
AQP10	NA	906	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
ARF1	NA	546	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ARHGAP29	NA	3786	8	2	1	0	0	0	7	0	1.0	0.0	0.0	1.0
ARHGAP30	NA	3306	9	2	1	0	0	0	8	0	1.0	0.0	0.0	1.0000000000000002
ARHGEF10L	NA	3840	6	4	2	0	0	0	4	0	1.0	0.0	0.0	0.9397940008672039
ARHGEF11	NA	4689	7	1	0	0	1	0	6	0	1.0	0.0	0.0	1.0
ARHGEF16	NA	2130	2	0	0	0	1	0	1	0	1.0	0.0	0.0	1.0
ARHGEF19	NA	2409	3	4	0	0	0	0	3	0	1.0	0.0	0.0	0.9999999999999999
ARHGEF2	NA	2961	4	1	2	0	1	0	1	0	1.0	0.0	0.0	0.5904362833084089
ARID1A	NA	6858	56	4	31	0	3	0	22	0	1.0	21.0	0.0	0.3730139775333352
ARID4B	NA	3939	8	1	1	0	1	0	6	0	1.0	0.0	0.0	0.9298966940476158
ARL8A	NA	561	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARNT	NA	2370	5	1	1	0	0	0	4	0	1.0	0.0	0.0	1.0
ARPC5	NA	465	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ARTN	NA	687	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ARV1	NA	816	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ASAP3	NA	2712	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ASB17	NA	888	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ASH1L	NA	8895	18	3	3	0	0	0	15	0	1.0	0.0	0.0	0.9484501704693526
ASPM	NA	10434	16	2	3	0	0	0	13	0	1.0	1.0	0.0	0.8513206862947545
ASTN1	NA	3885	10	2	2	0	0	0	8	0	1.0	0.0	0.0	0.953509509058145
ATAD3A	NA	1905	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3B	NA	1947	2	3	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATAD3C	NA	1236	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATF3	NA	546	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ATF6	NA	2013	3	0	2	0	0	0	1	0	1.0	0.0	0.0	0.579380164285695
ATG4C	NA	1377	4	1	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ATP13A2	NA	3543	9	2	1	0	0	0	8	0	1.0	0.0	0.0	1.0000000000000002
ATP1A1	NA	3072	6	2	1	0	0	0	5	0	1.0	1.0	0.0	0.9298966940476158
ATP1A2	NA	3063	7	2	0	0	0	0	7	0	1.0	0.0	0.0	0.9298966940476158
ATP1A4	NA	3090	6	3	1	0	0	0	5	0	1.0	0.0	0.0	1.0
ATP1B1	NA	912	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP2B4	NA	3618	11	3	0	0	0	0	11	0	1.0	0.0	0.0	0.9624786378518297
ATP5F1	NA	771	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATP6V0B	NA	618	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP6V1G3	NA	357	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP8B2	NA	3672	3	3	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ATPAF1	NA	1056	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATXN7L2	NA	2169	3	1	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AUNIP	NA	1074	1	0	0	0	0	0	1	0	1.0	1.0	0.0	1.0
AURKAIP1	NA	600	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AVPR1B	NA	1275	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AXDND1	NA	3039	9	1	2	0	0	0	7	0	1.0	0.0	0.0	0.9397940008672039
B3GALNT2	NA	1503	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
B3GALT2	NA	1269	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
B4GALT3	NA	1182	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BAI2	NA	4758	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
BARHL2	NA	1164	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BATF3	NA	384	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BCAN	NA	2736	4	0	1	0	0	0	3	0	1.0	0.0	0.0	1.0
BCAR3	NA	2478	2	1	0	0	0	0	2	0	1.0	0.0	1.0	1.0
BCL10	NA	702	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
BCL2L15	NA	492	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BCL9	NA	4281	6	4	1	0	0	0	5	0	1.0	0.0	1.0	1.0000000000000002
BEND5	NA	1266	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BEST4	NA	1422	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
BGLAP	NA	303	2	0	0	0	0	1	1	0	1.0	0.0	0.0	1.0
