gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
ABCA4	6822	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	512481.5	370.0	-0.001895926	0.0	1.0
ABL2	3549	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	328468.0	301.0	0.0055768530000000005	0.00013322127512867526	35.0
ACP6	1287	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	646391.4318071604	454.4738643434972	0.01920570040399523	3.0041311957330638e-06	10.0
ACTA1	1134	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2088118605136772	0.5358783924327568	243405.2	361.0	0.02946144	0.0010771302966454367	109.0
ADAM15	2592	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4557885141294439	0.8139135651107741	1696720.0	214.0	0.04370952	7.289549375923378e-05	31.0
ADAMTSL4	3225	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.574052812858783	0.8926715720036228	1475649.0	152.0	0.03127347	0.0005887446183600722	107.0
ADSS	1371	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	710088.2	534.0	0.002229515	4.507730553260728e-05	40.0
AGL	4599	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.34164673727365896	0.7085678195113594	289704.4	595.0	0.008860483	0.00015715112145144264	47.0
AGRN	6138	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	2.0	2.0	1.0	1.0	0.4462293618920125	0.8063017379825034	1971475.0	239.0	0.01491109	9.33204613905154e-06	10.0
AJAP1	1236	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.03700277520814061	1.0	1.0	1.0	5695.346	921.0	0.003660757	1.965776407963247e-06	3.0
AKT3	1440	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.34928396786587496	0.7166853042668453	208929.8	954.0	-0.003878738	1.1796062775878878e-05	12.0
AMPD2	2640	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.5	1.0	0.5040322580645161	1.0	0.6414368184733804	0.9262633675918148	989433.2	201.0	0.029085700000000003	1.391998329508335e-05	15.0
ANGPTL1	1476	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.261369576581286	0.6120804681176324	646391.4318071604	454.4738643434972	0.01920570040399523	0.0	0.0
ANGPTL3	1383	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.4130524576621231	1.0	1.0	1.0	646391.4318071604	454.4738643434972	0.01920570040399523	0.0	1.0
ANGPTL7	1041	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.10324179227751394	0.33767102456958875	646391.4318071604	454.4738643434972	0.01920570040399523	0.0	3.0
ANKRD35	3006	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2070393374741201	0.5330945067628328	646391.4318071604	454.4738643434972	0.01920570040399523	0.0	1.0
ARHGAP30	3306	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2841716396703609	0.6417098204999853	689033.1	250.0	0.02271094	0.0	0.0
ARHGEF19	2409	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6830601092896175	0.943423781105956	824718.8	186.0	0.04027805	0.0	0.0
ARHGEF2	2961	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.4351610095735422	0.7972320188975475	1880483.0	213.0	0.0321663	7.339305742058517e-05	42.0
ASH1L	8895	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	1.0	0.3271180896303565	0.6926509790345756	1960625.0	247.0	0.03315029	1.4643366527007545e-07	5.0
ASTN1	3885	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	6546.731	940.0	-0.009137709	0.0	0.0
ATP1A1	3072	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.5760368663594471	0.8937693641924875	616485.3	464.0	0.01780357	0.00031393362629249385	102.0
ATP1A2	3063	0.0	0.5	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.1292156609381057	1.0	0.8547008547008547	0.9888920929997136	835734.1	386.0	0.02299702	1.0175730680950039e-05	15.0
ATP2B4	3618	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.5920663114268798	0.9023899572680064	513211.4	256.0	0.03531427	0.00021100210222652768	31.0
