gene	Total SNV Mutations	SNVs Unmapped to Ref Tx	inactivating count	inactivating p-value	inactivating BH q-value
MGA	27	0	14	0.0	0.0
STK11	39	0	20	0.0	0.0
TP53	134	0	38	0.0	0.0
RBM10	18	0	13	0.0	0.0
MET	13	0	7	0.0	0.0
MFI2	3	0	3	1e-05	0.007678333333333335
RB1	15	0	9	2e-05	0.013162857142857143
CMTR2	12	0	6	9e-05	0.04961384615384615
ARID1A	20	0	8	0.0001	0.04961384615384615
GALC	5	0	4	0.00012	0.04961384615384615
ATF7IP	7	0	5	0.00013	0.04961384615384615
NF1	28	0	11	0.00014	0.04961384615384615
MTX2	4	0	3	0.00014	0.04961384615384615
LCA5L	7	0	3	0.00022	0.07239571428571429
ARID2	20	0	8	0.00025	0.07678333333333333
IGKV3-7	6	0	3	0.00037	0.106536875
SOX14	4	0	3	0.00043	0.110568
C1orf189	2	0	2	0.00045	0.110568
TRAM1L1	5	0	4	0.00046	0.110568
MAP2K4	4	0	4	0.00048	0.110568
RABGAP1	4	0	3	0.00051	0.11188428571428573
PGK1	5	0	3	0.00056	0.11617652173913044
TMEM260	8	0	5	0.00058	0.11617652173913044
FAM71A	13	0	4	0.00067	0.1271532
AR	10	0	4	0.00069	0.1271532
KEAP1	46	0	8	0.00091	0.1556848275862069
SOCS6	5	0	3	0.00093	0.1556848275862069
CD163L1	19	0	7	0.00095	0.1556848275862069
SLC22A8	8	0	4	0.00098	0.1556848275862069
HNRNPUL1	5	0	3	0.0012	0.18427999999999997
ARHGAP35	7	0	3	0.00138	0.2050858064516129
S100A7	5	0	2	0.00159	0.22891031250000002
ERMN	8	0	3	0.00196	0.2649025
ADH1A	5	0	3	0.00199	0.2649025
RAB9B	4	0	3	0.00203	0.2649025
SMARCA4	24	0	8	0.00207	0.2649025
CDC123	2	0	2	0.00213	0.2652137837837838
HNRNPA3	3	0	3	0.00251	0.298864358974359
TMEM88	2	0	2	0.00253	0.298864358974359
NSUN3	2	0	2	0.00262	0.3017585
ADAMTSL3	35	0	9	0.00279	0.30992545454545456
ADK	2	0	2	0.00285	0.30992545454545456
DCX	7	0	3	0.00295	0.30992545454545456
TMEM200B	3	0	2	0.00296	0.30992545454545456
TEP1	24	0	7	0.00325	0.3327277777777778
CCDC30	6	0	4	0.00341	0.34151891304347826
VPS13C	19	0	7	0.00374	0.3665995744680851
NSUN5	2	0	2	0.00385	0.3695197916666667
COL28A1	8	0	4	0.00395	0.37040280000000003
UTP14A	12	0	5	0.00402	0.37040280000000003
FKBP6	8	0	4	0.00414	0.3739799999999999
ESCO1	5	0	3	0.00427	0.3783055769230769
NBPF20	5	0	4	0.00444	0.3859449056603774
THSD7B	36	0	9	0.00459	0.391595
SETD2	19	0	7	0.00471	0.39452672727272725
PAN2	5	0	2	0.00536	0.42633031746031747
DSTYK	9	0	3	0.00545	0.42633031746031747
ALG9	6	0	3	0.00566	0.42633031746031747
RBPJL	6	0	3	0.00571	0.42633031746031747
KIAA1257	5	0	3	0.00571	0.42633031746031747
ANPEP	10	0	4	0.00577	0.42633031746031747
SLC8A3	23	0	5	0.0058	0.42633031746031747
PHIP	5	0	3	0.00583	0.42633031746031747
AURKC	5	0	3	0.00614	0.43068469696969697
ZNF488	5	0	2	0.00615	0.43068469696969697
MCM5	7	0	3	0.00617	0.43068469696969697
HTR1A	13	0	3	0.0065	0.4469477611940298
IGLV1-40	2	0	2	0.00679	0.4600225
GALNT8	17	0	4	0.00709	0.4733859420289855
LMAN2	3	0	2	0.00721	0.474521
BTBD8	3	0	2	0.00763	0.48347022988505745
HLA-DQB2	2	0	2	0.00769	0.48347022988505745
CC2D2A	2	0	2	0.0077	0.48347022988505745
ANKRD20A4	5	0	3	0.00785	0.48347022988505745
SERINC1	3	0	2	0.00804	0.48347022988505745
TXNDC16	10	0	4	0.0083	0.48347022988505745
SEPT11	1	0	1	0.00831	0.48347022988505745
PBRM1	9	0	3	0.00842	0.48347022988505745
ZNF778	4	0	2	0.00853	0.48347022988505745
SIPA1L1	16	0	3	0.0086	0.48347022988505745
CTC1	11	0	4	0.00868	0.48347022988505745
IGLV3-16	2	0	2	0.00879	0.48347022988505745
PTPN5	11	0	4	0.00879	0.48347022988505745
BBS2	5	0	2	0.00883	0.48347022988505745
