Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
A3GALT2	NA	1023	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AADACL3	NA	1224	9	8	0	0	0	0	9	3	0.8333333333333334	0.0	0.0	0.9315714232285017
AADACL4	NA	1224	21	18	0	0	1	0	20	0	1.0	0.0	0.0	0.9611896698426933
ABCA4	NA	6822	51	36	3	0	0	0	48	0	1.0	0.0	0.0	0.9772451981895882
ABCB10	NA	2217	7	1	0	0	1	0	6	0	1.0	0.0	0.0	1.0
ABCD3	NA	1980	9	1	4	0	0	0	5	0	1.0	0.0	0.0	0.698970004336019
ABL2	NA	3549	5	6	0	0	0	0	5	0	1.0	1.0	0.0	1.0
ACADM	NA	1278	5	1	1	0	0	0	4	0	1.0	0.0	0.0	1.0
ACAP3	NA	2505	3	5	1	0	0	0	2	0	1.0	0.0	0.0	1.0
ACBD3	NA	1587	6	1	1	0	0	0	5	0	1.0	0.0	0.0	0.9999999999999999
ACBD6	NA	849	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ACOT11	NA	1824	17	12	0	0	2	0	15	0	1.0	0.0	0.0	0.9858036667268665
ACOT7	NA	1143	6	3	0	0	1	0	5	0	1.0	0.0	0.0	0.9298966940476158
ACP6	NA	1287	7	3	0	0	0	0	7	0	1.0	0.0	0.0	0.8795880017344075
ACTA1	NA	1134	8	5	0	0	0	0	8	0	1.0	0.0	0.0	0.9168497986377478
ACTL8	NA	1101	16	5	0	0	0	0	16	0	1.0	0.0	0.0	0.9132684766868749
ACTN2	NA	2685	31	12	1	0	3	0	27	0	1.0	0.0	0.0	0.9228558372865879
ACTRT2	NA	1134	15	17	0	0	0	0	15	0	1.0	0.0	0.0	0.975
ADAM15	NA	2592	6	8	1	0	0	0	5	0	1.0	0.0	0.0	0.9624786378518297
ADAM30	NA	2373	18	4	0	0	0	0	18	0	1.0	0.0	0.0	0.9592283955968043
ADAMTS4	NA	2514	9	3	1	0	0	0	8	0	1.0	0.0	0.0	1.0
ADAMTSL4	NA	3225	17	13	0	0	0	0	17	0	1.0	0.0	0.0	0.9864136635272994
ADAR	NA	3681	9	10	1	0	0	0	8	0	1.0	0.0	0.0	0.975220114382459
ADCK3	NA	1944	4	5	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ADCY10	NA	4833	38	21	4	0	1	0	33	3	0.9714361137024153	0.0	0.0	0.9298005849015252
ADIPOR1	NA	1128	12	6	0	0	0	0	12	0	1.0	0.0	0.0	0.9733541703813188
ADORA1	NA	981	4	4	0	0	0	0	4	0	1.0	0.0	0.0	0.9166666666666666
ADORA3	NA	1044	5	5	0	0	0	0	5	0	1.0	0.0	0.0	0.9397940008672037
ADPRHL2	NA	1092	5	3	0	0	0	0	5	0	1.0	1.0	0.0	1.0
ADSS	NA	1371	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AGBL4	NA	1512	1	5	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AGL	NA	4599	22	8	0	0	1	0	21	0	1.0	0.0	0.0	0.9864136635272994
AGMAT	NA	1059	7	7	1	0	0	0	6	0	1.0	0.0	0.0	0.9624786378518297
AGRN	NA	6138	17	16	2	0	1	0	14	0	1.0	1.0	0.0	0.9537502041805123
AGT	NA	1458	7	13	0	0	1	0	6	0	1.0	0.0	0.0	1.0
AGTRAP	NA	480	3	2	1	0	0	0	2	0	1.0	0.0	0.0	1.0
AHCTF1	NA	6828	19	9	4	0	1	0	14	0	1.0	0.0	0.0	0.8988927182924319
AHCYL1	NA	1593	2	3	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AHDC1	NA	4812	8	12	0	0	0	0	8	0	1.0	0.0	0.0	1.0
AIM1L	NA	4986	4	4	2	0	0	0	2	0	1.0	0.0	0.0	0.9166666666666666
AIM2	NA	1032	5	1	0	0	0	0	5	0	1.0	0.0	0.0	1.0
AJAP1	NA	1236	13	8	0	0	0	0	13	0	1.0	0.0	0.0	0.9349513575151561
AK2	NA	720	2	3	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AK4	NA	672	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AK5	NA	1689	18	4	3	0	0	0	15	0	1.0	0.0	0.0	0.9311480997434253
AKIRIN1	NA	579	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AKNAD1	NA	2511	9	3	1	0	0	0	8	0	1.0	0.0	0.0	0.953509509058145
AKR1A1	NA	978	4	5	0	0	0	0	4	0	1.0	0.0	0.0	1.0
AKR7A2	NA	1080	5	3	0	0	0	0	5	0	1.0	0.0	0.0	0.8333333333333334
AKR7A3	NA	996	7	3	0	0	0	0	7	0	1.0	0.0	0.0	0.9397940008672037
AKT3	NA	1440	9	0	0	0	1	0	8	0	1.0	0.0	0.0	0.9298966940476158
ALDH4A1	NA	1692	8	5	0	0	1	0	7	0	1.0	0.0	0.0	0.9584248993188739
ALDH9A1	NA	1557	3	3	0	0	1	0	2	0	1.0	0.0	0.0	1.0
ALG14	NA	651	2	3	1	0	0	0	1	0	1.0	0.0	0.0	1.0
ALG6	NA	1524	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ALPL	NA	1575	11	8	0	0	1	0	10	3	0.8568636235841013	0.0	0.0	0.9163073301685165
