Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
ADORA3	NA	1044	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AGL	NA	4599	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AGRN	NA	6138	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ALPL	NA	1575	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
ARHGEF2	NA	2961	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATAD3B	NA	1947	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP13A2	NA	3543	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BCAN	NA	2736	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CCDC181	NA	1530	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf168	NA	2187	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf174	NA	732	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CACHD1	NA	3672	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CACNA1S	NA	5622	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CAPN2	NA	2103	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CASZ1	NA	5280	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CCDC28B	NA	603	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CDC42BPA	NA	5160	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CELSR2	NA	8772	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CHIA	NA	1431	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CLCA1	NA	2745	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CNTN2	NA	3123	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COL16A1	NA	4815	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CORT	NA	318	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CPSF3L	NA	1821	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CPT2	NA	1977	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CSMD2	NA	10464	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CTH	NA	1218	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
DOCK7	NA	6390	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
DUSP27	NA	3477	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AGO3	NA	2583	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ELAVL4	NA	1152	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ENO1	NA	1305	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
EPHA10	NA	3027	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
EPHA8	NA	3018	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
EPHX1	NA	1368	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
F11R	NA	900	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FAM131C	NA	843	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
BRINP3	NA	2301	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
FHAD1	NA	4239	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FLAD1	NA	1764	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FMN2	NA	5169	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FUBP1	NA	1935	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
GABRD	NA	1359	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
GALE	NA	1047	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
GBP2	NA	1776	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
GSTM2	NA	657	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
GUCA2B	NA	339	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
HCRTR1	NA	1278	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
HEATR1	NA	6435	1	0	0	0	1	0	0	0	1.0	0.0	0.0	1.0
HES4	NA	744	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
HFM1	NA	4308	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
HHAT	NA	1485	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
HIVEP3	NA	7221	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
HMCN1	NA	16908	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
HORMAD1	NA	1185	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
HSPG2	NA	13176	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
HTR6	NA	1323	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
IFI16	NA	2190	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
IFNLR1	NA	1563	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
IGSF21	NA	1404	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
