Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
ADAM30	NA	2373	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANGEL2	NA	1635	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
ANKRD13C	NA	1626	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANKRD34A	NA	1491	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARL8A	NA	561	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ASH1L	NA	8895	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3A	NA	1905	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3C	NA	1236	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BCAN	NA	2736	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BTBD8	NA	1137	1	0	0	0	1	0	0	0	1.0	0.0	0.0	1.0
C1orf174	NA	732	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf94	NA	1797	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
C8B	NA	1776	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CA6	NA	942	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
CACNA1E	NA	6942	2	2	0	0	0	0	2	0	1.0	0.0	0.0	0.75
CELF3	NA	1398	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CEP350	NA	9354	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
CFHR5	NA	1710	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CHI3L1	NA	1152	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CKS1B	NA	240	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CLCC1	NA	1656	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CNTN2	NA	3123	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
COL24A1	NA	5145	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COL8A2	NA	2112	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COPA	NA	3702	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CR2	NA	3279	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CSMD2	NA	10464	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
DDX59	NA	1860	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
DHX9	NA	3813	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
DISP1	NA	4575	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
DLGAP3	NA	2940	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
DNAJC11	NA	1680	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
DNAJC16	NA	2349	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
DOCK7	NA	6390	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
DPH2	NA	1470	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
DRAM2	NA	801	2	0	2	0	0	0	0	0	1.0	0.0	0.0	-0.0
AGO3	NA	2583	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ELF3	NA	1116	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
EPHA2	NA	2931	3	0	1	0	0	0	2	0	1.0	1.0	0.0	0.5
EPHA8	NA	3018	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
EPRS	NA	4539	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
ESPN	NA	2565	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BRINP3	NA	2301	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FBXO28	NA	1107	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
FBXO6	NA	882	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FMN2	NA	5169	3	0	0	0	0	0	3	0	1.0	0.0	0.0	0.579380164285695
GBP4	NA	1923	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
GPATCH2	NA	1587	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
GPN2	NA	933	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
HMGCL	NA	978	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
HMGCS2	NA	1527	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
