gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
AADACL4	1224	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6501950585175552	0.9300928940724656	145424.0	454.0	0.02278783	0.0	0.0
AHCTF1	6828	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.6605019815059445	0.9344485832333268	422581.0	405.0	0.004111425	4.1223181878505266e-05	15.0
AHDC1	4812	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.34965034965034963	0.7170704981929235	738004.3	217.0	0.02515438	3.121233630167117e-05	10.0
ARHGAP30	3306	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2483238142537869	0.5942442716338012	689033.1	250.0	0.02271094	0.0	0.0
ARHGEF10L	3840	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5324813631522897	0.8680550483418911	375252.2	279.0	0.03035749	0.0	0.0
ATAD3B	1947	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6230529595015576	0.9178341162504544	1714469.0	248.0	0.02688662	5.1949212601205046e-05	36.0
ATP1B1	912	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5157297576070139	0.8572317567099096	231221.5	416.0	0.01888767	0.00021557803950513515	72.0
ATP6V1G3	357	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.33123550844650546	0.6972261181598879	105820.5	404.0	-0.01627596	0.0	0.0
ATP8B2	3672	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6788866259334692	0.9418201883777958	1695430.0	236.0	0.03116069	3.208466694298593e-06	4.0
BMP8A	1209	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.04695276551788901	1.0	1.0	1.0	1026100.0	352.0	0.032781599999999994	0.0	1.0
C1orf177	1257	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2319109461966605	0.5708260282019241	521960.7	249.0	0.02489867	0.0	0.0
C1orf86	693	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5299417064122947	0.8664484718528951	849778.8	293.0	0.02456286	6.098820621252992e-05	14.0
CACHD1	3672	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2718868950516585	0.6259839929804594	213590.9	581.0	-0.005703065	4.9878139769460196e-06	3.0
CD1B	1002	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.22070183182520411	0.5541696459247412	128145.2	833.0	0.0037746459999999996	0.00011666186921844443	48.0
CDC73	1596	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.08679048776254122	1.0	1.0	1.0	285983.8	442.0	-0.01162817	0.00023408035942439762	73.0
CFH	3696	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.02286132321338759	0.10923846049427008	198896.1	941.0	-0.02637393	0.00022494844118121503	14.0
CHD5	5865	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.050717654815641326	0.2019313895513582	620865.8	240.0	0.03039633	5.120663270611904e-07	16.0
CHRM3	1773	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.35816618911174786	0.7259162553367215	52023.35	1031.0	-0.02506452	1.967801924559257e-07	4.0
CNTN2	3123	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.03021604471974618	0.13595353417648848	655446.5	431.0	0.03723388	1.5079147748351169e-05	8.0
COG2	2217	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5040322580645161	0.8493523230154643	379098.3	568.0	0.002939075	1.2396483656936066e-05	17.0
COL11A1	5457	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.6793478260869565	0.9419986550996498	37620.0	742.0	-0.01974511	0.0	1.0
COL16A1	4815	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6531678641410843	0.9313658502126366	1126016.0	197.0	0.03662063	0.0	0.0
COL24A1	5145	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.574052812858783	0.8926715720036228	263693.1	863.0	-0.01222789	0.0	1.0
COLGALT2	1881	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.08718395815170009	0.29988970628956224	348183.3	732.0	0.01134376	0.0001389640887706427	16.0
CSDE1	2535	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.08084074373484236	1.0	1.0	1.0	600479.9	472.0	0.00282733	5.6590810299331226e-05	32.0
CYP4A11	1560	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.09595087315294568	1.0	1.0	1.0	492091.2	578.0	0.00532761	0.00010268192634290488	3.0
DDI2	1200	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5202913631633714	0.8602322115234655	677127.2	162.0	0.02781184	2.570322853880177e-05	17.0
DNASE2B	1086	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	235918.5	769.0	-0.01269815	0.00018021628003407668	31.0
ELF3	1116	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2737476047084588	0.6284009712053507	751932.9	168.0	0.03068008	5.501481461181858e-05	26.0
ELTD1	2073	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6891798759476223	0.9457291343225712	74049.38	903.0	-0.01691914	0.0	2.0
EMC1	2982	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3633720930232558	0.7312238081653697	788189.9	448.0	0.02990544	6.242519992935835e-05	26.0
EPHB2	2964	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	568786.8	464.0	0.02873583	1.352231308886252e-05	20.0
