gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
ACBD3	1587	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5437737901033171	0.875052716488409	756400.3	214.0	0.02416004	0.00014136214738912968	24.0
ADAM15	2592	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.2853881278538813	1.0	1.0	1.0	1696720.0	214.0	0.04370952	7.289549375923378e-05	31.0
ADAMTSL4	3225	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1475649.0	152.0	0.03127347	0.0005887446183600722	107.0
ADORA1	981	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.08401949252226516	1.0	1.0	1.0	469028.9	453.0	0.03682687	9.132376682258703e-06	7.0
ANKRD34A	1491	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.04373879193456677	0.1806202109675935	652784.2971819378	454.70465601111886	0.018911263133733706	0.0	0.0
ARHGEF16	2130	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.13610997686130394	0.4075530239061035	248448.3	483.0	0.02143424	1.5429093062171875e-06	5.0
ARID1A	6858	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	975965.1	182.0	0.02749164	0.00010715271733528008	52.0
ASH1L	8895	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4694835680751174	0.8244704130147107	1960625.0	247.0	0.03315029	1.4643366527007545e-07	5.0
ASTN1	3885	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.31289111389236546	0.6764393078548275	6546.731	940.0	-0.009137709	0.0	0.0
ATP13A2	3543	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4095004095004095	0.7751094904539366	678964.8	221.0	0.05227663	0.000615106166323408	54.0
ATP2B4	3618	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4997501249375312	0.8464003276369797	513211.4	256.0	0.03531427	0.00021100210222652768	31.0
AVPR1B	1275	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.046185109920561615	0.18820884116639253	755855.8	400.0	0.0101593	0.0	1.0
BCAR3	2478	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.18580453363062055	0.498524721721426	595694.6	173.0	0.009017685	4.153404341696582e-06	11.0
BCL9	4281	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	652784.2971819378	454.70465601111886	0.018911263133733706	5.969847888224832e-06	6.0
BLZF1	1203	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4327131112072696	0.7951883735578726	286300.2	491.0	0.007203025	0.00010979369079872948	50.0
C1QC	738	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.14545454545454545	0.42587514815311067	389456.4	541.0	0.02857333	0.0	2.0
C1orf167	4422	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.03292939936775553	0.14533026285654366	652784.2971819378	454.70465601111886	0.018911263133733706	0.0	0.0
CACNA1S	5622	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4149377593360996	0.7799281109969144	522608.8	490.0	0.03061653	4.157670303749591e-06	4.0
CC2D1B	2577	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5081300813008129	0.8521431903608038	815522.8	448.0	0.02630047	4.960175565199586e-06	6.0
CCT3	1638	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2232742.0	187.0	0.03005351	0.000772718028165287	172.0
CD84	1038	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6548788474132285	0.9320923550992112	1164343.0	634.0	0.03510097	3.365487386092811e-05	7.0
CEP350	9354	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	446036.3	211.0	0.01583103	0.0001304866764322465	20.0
