gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
BAP1	3	0	0	1.0	0.9823333333333334	1.0	0.00079	0.006433347313877534	1.0	0.8100965170621276	1.0
RGL2	2	0	0	1.0	0.8230000000000001	1.0	0.00253	0.017658226019894047	1.0	0.8100965170621276	1.0
PAAF1	1	0	0	1.0	0.9690000000000001	1.0	0.00333	0.022326927306715982	1.0	0.8100965170621276	1.0
ABCF1	1	0	0	1.0	0.9840000000000001	1.0	0.00378	0.024864958198145427	1.0	0.8100965170621276	1.0
SPIRE2	1	0	0	1.0	0.99	1.0	0.0045	0.028816550469926358	1.0	0.8100965170621276	1.0
FN1	1	0	0	1.0	0.9790000000000001	1.0	0.00505	0.031756253530259085	1.0	0.8100965170621276	1.0
SPTBN1	2	0	0	1.0	0.9	1.0	0.00548	0.034012442975561726	1.0	0.8100965170621276	1.0
TUFT1	1	0	0	1.0	0.978	1.0	0.0056	0.034635936614949805	1.0	0.8100965170621276	1.0
PLEKHG4B	1	0	0	1.0	0.855	1.0	0.00628	0.03812201967459273	1.0	0.8100965170621276	1.0
SLC10A5	2	0	0	1.0	0.9670000000000001	1.0	0.00643	0.03888080016291068	1.0	0.8100965170621276	1.0
DOK5	1	0	0	1.0	0.9990000000000001	1.0	0.00668	0.040137697106776345	1.0	0.8100965170621276	1.0
XBP1	1	0	0	1.0	0.9329999999999999	1.0	0.00724	0.04291969068551187	1.0	0.8100965170621276	1.0
CAPN15	1	0	0	1.0	0.9670000000000001	1.0	0.00769	0.04512364727012267	1.0	0.8100965170621276	1.0
ARAP1	1	0	0	1.0	0.953	1.0	0.00954	0.05392257751019934	1.0	0.8100965170621276	1.0
COL5A2	1	0	0	1.0	0.93	1.0	0.00998	0.05595957844281447	1.0	0.8100965170621276	1.0
GANAB	1	0	0	1.0	0.987	1.0	0.011310553877823397	0.062004671458439777	1.0	0.8100965170621276	1.0
GRIN1	1	0	0	1.0	0.956	1.0	0.01141370100668843	0.06246650994732021	1.0	0.8100965170621276	1.0
HSPA1A	1	0	0	1.0	0.991	1.0	0.011588962671951234	0.0632491062316714	1.0	0.8100965170621276	1.0
HYAL3	1	0	0	1.0	0.9229999999999999	1.0	0.012488292226038089	0.06722402367149828	1.0	0.8100965170621276	1.0
ACTN4	1	0	0	1.0	0.9059999999999999	1.0	0.012495470391982906	0.06725548324965487	1.0	0.8100965170621276	1.0
DIP2A	1	0	0	1.0	0.9690000000000001	1.0	0.014045141083442183	0.07395439224392868	1.0	0.8100965170621276	1.0
FCHO1	1	0	0	1.0	0.735	1.0	0.014287347125385758	0.07498544047611103	1.0	0.8100965170621276	1.0
SERINC2	1	0	0	1.0	0.97	1.0	0.014947236256016263	0.07777389109523695	1.0	0.8100965170621276	1.0
KCNQ2	2	0	0	1.0	0.7809999999999999	1.0	0.01508682467601044	0.07835996340021842	1.0	0.8100965170621276	1.0
TP53	6	0	0	1.0	0.6224999999999999	1.0	0.015202882466515652	0.07884625679422223	1.0	0.8100965170621276	1.0
TNR	1	0	0	1.0	0.958	1.0	0.01556226462074761	0.08034651295780808	1.0	0.8100965170621276	1.0
ZNF469	1	0	0	1.0	0.574	1.0	0.015653616768154282	0.08072653578103424	1.0	0.8100965170621276	1.0
PALM3	1	0	0	1.0	0.836	1.0	0.016016144273427613	0.08222941602525263	1.0	0.8100965170621276	1.0
ABCG8	1	0	0	1.0	0.981	1.0	0.016324931435287973	0.0835030332344721	1.0	0.8100965170621276	1.0
MASP1	1	0	0	1.0	0.9179999999999999	1.0	0.016893033313061693	0.08583103540846684	1.0	0.8100965170621276	1.0
