gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
SACS	7	0	4	0.4841962570206112	0.4955714285714285	0.0	0.39601	5.322073939487424e-05	0.0	0.966972468360935	0.19529350320949102
MTOR	18	0	3	0.9315714232285017	0.7959999999999999	0.00091	0.00106	1.4325807376853911e-05	1.0	0.7779339999999999	0.10513710033873086
RFTN1	3	0	0	1.0	0.9413333333333335	1.0	4e-05	0.0004450652441540136	1.0	0.22017	1.0
GRAMD1A	2	0	0	1.0	0.9824999999999999	1.0	6e-05	0.0006432699597445298	1.0	0.22017	1.0
SLC6A15	4	0	4	0.0	0.564	0.00065	0.18765	0.0012211539015529536	1.0	0.9454147000585232	1.0
TAB3	2	0	0	1.0	0.958	1.0	0.00019	0.0018180124323027185	1.0	0.44034	1.0
TP53	8	0	0	1.0	0.554	1.0	0.00024	0.002240369192309347	1.0	0.44034	1.0
TEAD2	2	0	0	1.0	0.958	1.0	0.00032	0.0028951006598945603	1.0	0.469696	1.0
NRROS	4	0	4	0.0	0.3085	0.00153	0.22328	0.0030683536907248573	1.0	0.9488430341632889	1.0
INIP	2	0	0	1.0	0.9705000000000001	1.0	0.00045	0.003917818338839957	1.0	0.550425	1.0
TRIM41	2	0	0	1.0	0.9420000000000001	1.0	0.00062	0.005199190469553585	1.0	0.57794625	1.0
MKNK1	2	0	0	1.0	0.9525	1.0	0.00063	0.005272968165304577	1.0	0.57794625	1.0
ZNF800	3	0	0	1.0	0.8623333333333334	1.0	0.0009	0.007211804215175965	1.0	0.7339	1.0
ANKRD30A	2	0	0	1.0	0.698	1.0	0.00124	0.009538878435212839	1.0	0.7968057142857142	1.0
CDH13	1	0	0	1.0	0.992	1.0	0.00135	0.010270328426817929	1.0	0.7968057142857142	1.0
CCNF	3	0	0	1.0	0.8660000000000001	1.0	0.00146	0.010992805511162357	1.0	0.7968057142857142	1.0
FAM71E2	1	0	0	1.0	0.723	1.0	0.00152	0.011383348315068409	1.0	0.7968057142857142	1.0
CCAR2	1	0	0	1.0	0.997	1.0	0.00179	0.013112715989841752	1.0	0.8688210445291207	1.0
ALDH1A2	1	0	0	1.0	0.986	1.0	0.00216	0.015417317643737903	1.0	0.8688210445291207	1.0
FMNL3	2	0	0	1.0	0.9035	1.0	0.00261	0.018135337200460067	1.0	0.8688210445291207	1.0
PPP1R16A	1	0	0	1.0	0.943	1.0	0.00263	0.018254228868244186	1.0	0.8688210445291207	1.0
CHIA	1	0	0	1.0	0.993	1.0	0.003	0.02042742897094208	1.0	0.8688210445291207	1.0
VPS13C	4	0	0	1.0	0.606	1.0	0.00321	0.021640164737307083	1.0	0.8688210445291207	1.0
BRD8	3	0	0	1.0	0.8496666666666667	1.0	0.00328	0.022041310889602362	1.0	0.8688210445291207	1.0
GAP43	4	0	0	1.0	0.69225	1.0	0.0033	0.022155648274682006	1.0	0.8688210445291207	1.0
UAP1L1	1	0	0	1.0	0.998	1.0	0.00368	0.024305820498628783	1.0	0.8688210445291207	1.0
FLYWCH1	1	0	0	1.0	0.956	1.0	0.00369	0.024361855349230594	1.0	0.8688210445291207	1.0
ZNF570	2	0	0	1.0	0.8514999999999999	1.0	0.0039	0.025532437030801488	1.0	0.8688210445291207	1.0
SPRED2	2	0	0	1.0	0.973	1.0	0.00399	0.026030616551840653	1.0	0.8688210445291207	1.0
FHOD1	2	0	0	1.0	0.95	1.0	0.00404	0.026306502771516686	1.0	0.8688210445291207	1.0
HNRNPU	1	0	0	1.0	0.9790000000000001	1.0	0.00407	0.026471736977677473	1.0	0.8688210445291207	1.0
CHRNB4	5	0	0	1.0	0.6932	1.0	0.0041	0.0266367500516147	1.0	0.8688210445291207	1.0
RMND5B	1	0	0	1.0	0.99	1.0	0.00426	0.027513150865665657	1.0	0.8688210445291207	1.0
TBC1D9B	1	0	0	1.0	0.992	1.0	0.00436	0.028057834846268396	1.0	0.8688210445291207	1.0
SEMG2	1	0	0	1.0	0.41200000000000003	1.0	0.00437	0.02811217621935216	1.0	0.8688210445291207	1.0
TMEM245	1	0	0	1.0	0.995	1.0	0.00439	0.02822079036781929	1.0	0.8688210445291207	1.0
ITGAL	4	0	0	1.0	0.62975	1.0	0.00459	0.029301987420035452	1.0	0.8688210445291207	1.0
ZSWIM4	1	0	0	1.0	0.9590000000000001	1.0	0.00466	0.029678327611735753	1.0	0.8688210445291207	1.0
LMBRD2	1	0	0	1.0	0.998	1.0	0.00482	0.03053461011143261	1.0	0.8688210445291207	1.0
PABPN1L	1	0	0	1.0	0.991	1.0	0.00492	0.03106707800251136	1.0	0.8688210445291207	1.0
ABL2	2	0	0	1.0	0.9335	1.0	0.00511	0.03207320052005693	1.0	0.8688210445291207	1.0
NUP98	3	0	0	1.0	0.8626666666666667	1.0	0.00512	0.03212595630044529	1.0	0.8688210445291207	1.0
SOX4	1	0	0	1.0	0.915	1.0	0.00547	0.033960367344138896	1.0	0.8688210445291207	1.0
NEK1	1	0	0	1.0	0.981	1.0	0.00548	0.034012442975561726	1.0	0.8688210445291207	1.0
DCTN1	1	0	0	1.0	0.9390000000000001	1.0	0.0055	0.03411653952709043	1.0	0.8688210445291207	1.0
CTNNA3	4	0	0	1.0	0.77575	1.0	0.00554	0.03432451471135512	1.0	0.8688210445291207	1.0
SNRPN	1	0	0	1.0	0.972	1.0	0.0059	0.03618353727561575	1.0	0.8688210445291207	1.0
UMPS	2	0	0	1.0	0.956	1.0	0.00594	0.03638871410490904	1.0	0.8688210445291207	1.0
GLB1	5	0	0	1.0	0.7180000000000001	1.0	0.00599	0.036644806562460115	1.0	0.8688210445291207	1.0
APPL2	5	0	0	1.0	0.7726000000000001	1.0	0.00615	0.03746151466255684	1.0	0.8688210445291207	1.0
LSP1	2	0	0	1.0	0.492	1.0	0.00623	0.037868300834718684	1.0	0.8688210445291207	1.0
CSF3R	2	0	0	1.0	0.8039999999999999	1.0	0.00638	0.038628266218770274	1.0	0.8688210445291207	1.0
ZDHHC16	2	0	0	1.0	0.8440000000000001	1.0	0.00642	0.03883032457541931	1.0	0.8688210445291207	1.0
NOX5	2	0	0	1.0	0.7709999999999999	1.0	0.00656	0.03953557627473148	1.0	0.8688210445291207	1.0
C3	1	0	0	1.0	0.9620000000000001	1.0	0.00669	0.040187775998392974	1.0	0.8688210445291207	1.0
LRRC37A2	2	0	0	1.0	0.285	1.0	0.00674	0.04043794668635038	1.0	0.8688210445291207	1.0
ABCA6	2	0	0	1.0	0.7865	1.0	0.00684	0.04093717802385811	1.0	0.8688210445291207	1.0
TOB2	2	0	0	1.0	0.9445	1.0	0.00689	0.04118624409636076	1.0	0.8688210445291207	1.0
TCF20	3	0	0	1.0	0.8423333333333333	1.0	0.00707	0.042079896229450756	1.0	0.8688210445291207	1.0
SLK	3	0	0	1.0	0.766	1.0	0.00723	0.04287040243552689	1.0	0.8688210445291207	1.0
CLPTM1L	2	0	0	1.0	0.8785000000000001	1.0	0.0073	0.04321513079504287	1.0	0.8688210445291207	1.0
SZRD1	1	0	0	1.0	0.983	1.0	0.00731	0.04326432275816149	1.0	0.8688210445291207	1.0
ABCC12	5	0	0	1.0	0.619	1.0	0.00737	0.04355918791139516	1.0	0.8688210445291207	1.0
SMIM8	2	0	0	1.0	0.9630000000000001	1.0	0.00762	0.0447825792887409	1.0	0.8688210445291207	1.0
CPSF6	1	0	0	1.0	0.935	1.0	0.0079	0.04614305090412237	1.0	0.8688210445291207	1.0
PHC2	1	0	0	1.0	0.988	1.0	0.00797	0.04648160416585471	1.0	0.8688210445291207	1.0
RTTN	2	0	0	1.0	0.923	1.0	0.00799	0.04657822050843957	1.0	0.8688210445291207	1.0
APAF1	1	0	0	1.0	0.977	1.0	0.00824	0.04778174066490064	1.0	0.8688210445291207	1.0
ATP2A3	2	0	0	1.0	0.951	1.0	0.00852	0.049120687752960586	1.0	0.8688210445291207	1.0
ELK4	2	0	0	1.0	0.893	1.0	0.00855	0.04926359516608616	1.0	0.8688210445291207	1.0
COL7A1	3	0	0	1.0	0.5599999999999999	1.0	0.00864	0.04969168729487576	1.0	0.8688210445291207	1.0
GYS1	1	0	0	1.0	0.971	1.0	0.00887	0.050781463881199945	1.0	0.8688210445291207	1.0
TRIO	4	0	0	1.0	0.8522500000000001	1.0	0.00888	0.050828709051165155	1.0	0.8688210445291207	1.0
EML6	2	0	0	1.0	0.9750000000000001	1.0	0.00891	0.05097037704411984	1.0	0.8688210445291207	1.0
ZNF552	1	0	0	1.0	0.42200000000000004	1.0	0.00907	0.0517242419447357	1.0	0.8688210445291207	1.0
MAPK10	1	0	0	1.0	0.9940000000000001	1.0	0.00916	0.05214704735871226	1.0	0.8688210445291207	1.0
STK31	3	0	0	1.0	0.6563333333333333	1.0	0.00916	0.05214704735871226	1.0	0.8688210445291207	1.0
PBXIP1	1	0	0	1.0	0.92	1.0	0.00916	0.05214704735871226	1.0	0.8688210445291207	1.0
SATL1	1	0	0	1.0	0.784	1.0	0.00918	0.05224088372253058	1.0	0.8688210445291207	1.0
TAPBP	1	0	0	1.0	0.963	1.0	0.00927	0.05266260950747854	1.0	0.8688210445291207	1.0
SLC18A3	1	0	0	1.0	0.987	1.0	0.00932	0.05289652350065281	1.0	0.8688210445291207	1.0
SMARCAD1	2	0	0	1.0	0.871	1.0	0.00951	0.05378296243706022	1.0	0.8688210445291207	1.0
BRIP1	2	0	0	1.0	0.891	1.0	0.00952	0.05382951129530279	1.0	0.8688210445291207	1.0
TMEM133	1	0	0	1.0	0.28300000000000003	1.0	0.00962	0.05429442395760949	1.0	0.8688210445291207	1.0
WDR60	1	0	0	1.0	0.9890000000000001	1.0	0.0098	0.055128654354395	1.0	0.8688210445291207	1.0
KDR	3	0	0	1.0	0.8663333333333334	1.0	0.010126274644820916	0.05663242415994057	1.0	0.8688210445291207	1.0
CHD6	3	0	0	1.0	0.771	1.0	0.010205227117329496	0.056994716013763644	1.0	0.8688210445291207	1.0
TRIM67	1	0	0	1.0	0.9440000000000001	1.0	0.010218575326228017	0.05705590689333354	1.0	0.8688210445291207	1.0
BMP5	1	0	0	1.0	0.996	1.0	0.010323859471624872	0.0575379413092009	1.0	0.8688210445291207	1.0
NES	2	0	0	1.0	0.49	1.0	0.010434818903717925	0.0580447976511471	1.0	0.8688210445291207	1.0
TAMM41	2	0	0	1.0	0.946	1.0	0.010510826150935463	0.05839131270763229	1.0	0.8688210445291207	1.0
HEXA	2	0	0	1.0	0.976	1.0	0.010536186532646374	0.05850680753953115	1.0	0.8688210445291207	1.0
DACT1	2	0	0	1.0	0.8625	1.0	0.01076194575979337	0.0595322740841822	1.0	0.8697406113284573	1.0
CHFR	2	0	0	1.0	0.92	1.0	0.010834470952783375	0.05986069549504505	1.0	0.8697406113284573	1.0
ZBTB22	1	0	0	1.0	0.885	1.0	0.010902866363566981	0.06016997083682525	1.0	0.8697406113284573	1.0
