Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
ABCA4	NA	6822	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ABCB10	NA	2217	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ABCD3	NA	1980	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ABL2	NA	3549	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACADM	NA	1278	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ACAP3	NA	2505	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACOT7	NA	1143	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACTL8	NA	1101	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACTN2	NA	2685	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
ADAM15	NA	2592	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ADAM30	NA	2373	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADAMTSL4	NA	3225	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADAR	NA	3681	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ADCK3	NA	1944	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ADCY10	NA	4833	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ADORA3	NA	1044	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AGBL4	NA	1512	2	0	0	1	0	0	1	0	1.0	0.0	0.0	1.0
AGL	NA	4599	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
AGMAT	NA	1059	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AGRN	NA	6138	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AGT	NA	1458	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AGTRAP	NA	480	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AHCTF1	NA	6828	4	0	0	0	0	0	4	0	1.0	1.0	0.0	0.6554587535412855
AHDC1	NA	4812	1	0	0	0	0	0	1	0	1.0	1.0	0.0	1.0
AIM2	NA	1032	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AK5	NA	1689	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AKR1A1	NA	978	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AKR7A2	NA	1080	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AKR7A3	NA	996	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AKR7L	NA	996	1	0	0	0	1	0	0	0	1.0	0.0	0.0	1.0
ALDH4A1	NA	1692	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ALDH9A1	NA	1557	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ALG14	NA	651	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ALPL	NA	1575	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMIGO1	NA	1482	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMPD2	NA	2640	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AMY2B	NA	1536	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
ANGPTL7	NA	1041	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANKRD13C	NA	1626	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ANKRD35	NA	3006	5	1	0	0	0	0	5	0	1.0	0.0	0.0	0.7420981285103055
AP4B1	NA	2220	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
APH1A	NA	798	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
AQP10	NA	906	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARHGAP29	NA	3786	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ARHGEF10L	NA	3840	5	1	2	0	0	0	3	0	1.0	0.0	0.0	0.7420981285103057
ARHGEF11	NA	4689	2	1	0	0	1	0	1	0	1.0	0.0	0.0	1.0
ARID1A	NA	6858	2	1	0	0	0	0	2	0	1.0	1.0	0.0	1.0
ARID4B	NA	3939	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARNT	NA	2370	1	0	0	0	1	0	0	0	1.0	0.0	0.0	1.0
ASH1L	NA	8895	2	3	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ASPM	NA	10434	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
ASTN1	NA	3885	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3B	NA	1947	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
ATAD3C	NA	1236	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ATF6	NA	2013	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP13A2	NA	3543	3	0	0	0	0	0	3	0	1.0	0.0	0.0	0.579380164285695
ATP1A1	NA	3072	3	0	0	0	0	0	3	0	1.0	0.0	0.0	0.579380164285695
ATP1A2	NA	3063	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATP1A4	NA	3090	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP1B1	NA	912	4	0	0	0	0	0	4	0	1.0	0.0	1.0	0.8277293767706428
ATP5F1	NA	771	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATXN7L2	NA	2169	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AVPR1B	NA	1275	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
AXDND1	NA	3039	3	0	0	0	0	0	3	0	1.0	0.0	0.0	0.579380164285695
BAI2	NA	4758	2	2	1	0	0	0	1	0	1.0	0.0	0.0	1.0
BCAN	NA	2736	4	0	0	0	0	0	4	0	1.0	0.0	0.0	0.75
BCAR3	NA	2478	4	0	0	0	1	0	3	0	1.0	0.0	0.0	1.0
BCL10	NA	702	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BCL9	NA	4281	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BEST4	NA	1422	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BTBD8	NA	1137	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BTG2	NA	477	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1QC	NA	738	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
C1orf101	NA	2856	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf111	NA	786	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf112	NA	2562	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf146	NA	543	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf177	NA	1257	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf186	NA	519	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf226	NA	948	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf27	NA	1365	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf61	NA	471	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf64	NA	510	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf74	NA	810	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C2CD4D	NA	1062	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C8A	NA	1755	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C8B	NA	1776	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CA14	NA	1014	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CACHD1	NA	3672	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
CACNA1E	NA	6942	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CACNA1S	NA	5622	4	1	0	0	0	0	4	0	1.0	1.0	0.0	1.0
CACYBP	NA	687	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CADM3	NA	1299	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CAMTA1	NA	5022	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CAP1	NA	1428	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CAPN2	NA	2103	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CAPN9	NA	2073	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CASZ1	NA	5280	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CATSPER4	NA	1419	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
CCDC17	NA	1869	2	1	1	0	0	0	1	0	1.0	0.0	0.0	1.0
CCDC18	NA	3900	1	0	0	0	0	0	1	0	1.0	1.0	0.0	1.0
CCNL2	NA	1563	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CCT3	NA	1638	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CD1A	NA	984	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CD1C	NA	1002	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CD34	NA	1158	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CD46	NA	1200	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CD48	NA	759	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CDC14A	NA	1872	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CDC20	NA	1500	2	0	0	0	1	0	1	0	1.0	0.0	0.0	1.0
CDC42BPA	NA	5160	3	0	1	0	0	0	2	0	1.0	0.0	0.0	1.0
CDC7	NA	1725	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CDC73	NA	1596	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CDK11A	NA	2343	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CDK11B	NA	2343	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CDK18	NA	1515	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CDKN2C	NA	507	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CELF3	NA	1398	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CELSR2	NA	8772	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CENPF	NA	9345	6	1	0	0	0	0	6	0	1.0	0.0	0.0	0.8982265179691364
CEP104	NA	2778	3	1	1	0	0	0	2	0	1.0	0.0	0.0	0.75
CEP170	NA	4755	1	0	0	0	0	0	1	0	1.0	0.0	1.0	1.0
CEP350	NA	9354	4	0	0	0	0	0	4	0	1.0	3.0	0.0	0.7580392711198943
CEP85	NA	2289	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CFH	NA	3696	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CFHR4	NA	1737	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CGN	NA	3612	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CHD1L	NA	2694	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CHD5	NA	5865	4	1	0	0	0	0	4	0	1.0	0.0	0.0	0.8277293767706428
CHI3L1	NA	1152	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CHIA	NA	1431	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CHRM3	NA	1773	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CHRNB2	NA	1509	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
CLCA1	NA	2745	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CLCA2	NA	2832	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CLCNKB	NA	2064	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CLIC4	NA	762	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CLSTN1	NA	2946	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CNR2	NA	1083	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CNTN2	NA	3123	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COL11A1	NA	5457	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
COL16A1	NA	4815	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COL24A1	NA	5145	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
COL8A2	NA	2112	3	3	0	0	0	0	3	0	1.0	0.0	0.0	0.8710490642551527
COL9A2	NA	2070	3	0	0	0	0	0	3	0	1.0	0.0	0.0	0.579380164285695
COPA	NA	3702	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CR1	NA	7470	0	1	0	0	0	0	0	0	1.0	0.0	1.0	1.0
CR2	NA	3279	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CRB1	NA	4221	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CREB3L4	NA	1188	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CREG1	NA	663	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CROCC	NA	6054	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CRTC2	NA	2082	5	0	0	0	0	0	5	0	1.0	0.0	0.0	1.0
CSDE1	NA	2535	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CSMD2	NA	10464	4	1	0	0	0	0	4	0	1.0	0.0	0.0	1.0
CTBS	NA	1158	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CTRC	NA	807	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CTSK	NA	990	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
