Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
ABCA4	NA	6822	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACTN2	NA	2685	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADAM15	NA	2592	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADCK3	NA	1944	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADCY10	NA	4833	1	1	0	0	0	0	1	0	1.0	1.0	0.0	1.0
AGRN	NA	6138	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AIM1L	NA	4986	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AKNAD1	NA	2511	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
ALDH4A1	NA	1692	2	0	0	0	0	0	2	0	1.0	0.0	0.0	-0.0
ALG6	NA	1524	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
AMPD2	NA	2640	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMY2A	NA	1536	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMY2B	NA	1536	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANGPTL1	NA	1476	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
ANKRD13C	NA	1626	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANKRD35	NA	3006	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ANP32E	NA	807	1	0	0	0	1	0	0	0	1.0	0.0	0.0	1.0
ANXA9	NA	1038	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AP4B1	NA	2220	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ARHGAP30	NA	3306	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARHGEF10L	NA	3840	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
