gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
IDH1	5	0	5	0.0	0.978	0.02629	0.0	4.2462272744598615e-06	1.0	0.0	0.005808838911461091
KMT2D	4	0	4	0.0	0.3195	7e-05	0.4938	0.00038965007486170354	0.09576	0.99071853165085	0.23383364228965353
ANKS1A	2	0	0	1.0	0.968	1.0	6e-05	0.0006432699597445298	1.0	0.035568	0.23383364228965353
PSEN2	2	0	0	1.0	0.9890000000000001	1.0	0.0001	0.001021034037197619	1.0	0.035568	0.23383364228965353
CHRNA5	2	0	0	1.0	0.996	1.0	0.00011	0.0011126533211389047	1.0	0.035568	0.23383364228965353
KIAA0100	2	0	0	1.0	0.987	1.0	0.00013	0.0012932368939761285	1.0	0.035568	0.23383364228965353
RABGAP1	6	0	4	0.3109175070825711	0.3271666666666667	0.00019	0.70676	0.0013315037655470766	0.12996000000000002	1.0	0.23383364228965353
THOC5	4	0	4	0.0	0.48350000000000004	0.00042	0.32934	0.0013674482005242897	0.19152	0.9029488408196241	0.23383364228965353
NRXN3	2	0	0	1.0	0.992	1.0	0.00055	0.004678075753855768	1.0	0.11725714285714284	0.6909971204975663
OR2J3	2	0	0	1.0	0.828	1.0	0.0006	0.005051148541648876	1.0	0.11725714285714284	0.6909971204975663
TP53	3	0	0	1.0	0.9536666666666666	1.0	0.00103	0.008114542371042808	1.0	0.17613	1.0
ANKRD62	3	0	0	1.0	0.5786666666666667	1.0	0.00126	0.009672570883103623	1.0	0.19152	1.0
PTPRF	2	0	0	1.0	0.943	1.0	0.00157	0.011706987065606422	1.0	0.21477600000000002	1.0
SPATA4	2	0	0	1.0	0.7929999999999999	1.0	0.00197	0.014242551820377508	1.0	0.22914	1.0
SPATS2	2	0	0	1.0	0.9229999999999999	1.0	0.00201	0.014491337319391413	1.0	0.22914	1.0
SLC9A3	2	0	0	1.0	0.893	1.0	0.00223	0.015845830736527542	1.0	0.2346646153846154	1.0
HNRNPUL1	2	0	0	1.0	0.9570000000000001	1.0	0.0027	0.018669159466124	1.0	0.257184	1.0
KIF19	3	0	0	1.0	0.8356666666666667	1.0	0.00282	0.01937627187117057	1.0	0.257184	1.0
CPD	2	0	0	1.0	0.9740000000000001	1.0	0.00326	0.021926851552547474	1.0	0.27873	1.0
TEX14	2	0	0	1.0	0.745	1.0	0.00347	0.023122694377031086	1.0	0.2792329411764706	1.0
KIF1B	2	0	0	1.0	0.9485	1.0	0.00384	0.02519916638354881	1.0	0.28168363636363636	1.0
DOCK9	2	0	0	1.0	0.941	1.0	0.00394	0.025754103749348837	1.0	0.28168363636363636	1.0
ZNRF3	1	0	0	1.0	0.981	1.0	0.00424	0.027403934121290257	1.0	0.28168363636363636	1.0
ALMS1	2	0	0	1.0	0.7240000000000001	1.0	0.00438	0.028166494709120773	1.0	0.28168363636363636	1.0
INTS7	1	0	0	1.0	0.993	1.0	0.00453	0.028978561027876996	1.0	0.28168363636363636	1.0
SENP5	1	0	0	1.0	0.982	1.0	0.00543	0.03375188166754705	1.0	0.28627902439024394	1.0
GMPR	2	0	0	1.0	0.961	1.0	0.00551	0.03416856051355341	1.0	0.28627902439024394	1.0
ANKMY1	1	0	0	1.0	0.7829999999999999	1.0	0.00577	0.03551483005512648	1.0	0.28627902439024394	1.0
PCDHGA6	1	0	0	1.0	0.993	1.0	0.00579	0.03561789709702999	1.0	0.28627902439024394	1.0
PLOD1	2	0	0	1.0	0.98	1.0	0.00646	0.03903213370927207	1.0	0.28627902439024394	1.0
PDIK1L	1	0	0	1.0	0.99	1.0	0.00655	0.039485301002144105	1.0	0.28627902439024394	1.0
KCNT2	2	0	0	1.0	0.9359999999999999	1.0	0.00672	0.040337923076284365	1.0	0.28627902439024394	1.0
TLR1	2	0	0	1.0	0.8590000000000001	1.0	0.00673	0.04038794231074061	1.0	0.28627902439024394	1.0
MUC5B	7	0	0	1.0	0.344	1.0	0.00694	0.041434947320976155	1.0	0.28627902439024394	1.0
DNAAF2	2	0	0	1.0	0.7040000000000001	1.0	0.00713	0.042376756037683795	1.0	0.28627902439024394	1.0
BLK	2	0	0	1.0	0.938	1.0	0.00724	0.04291969068551187	1.0	0.28627902439024394	1.0
AIM1	1	0	0	1.0	0.96	1.0	0.00735	0.043460953998316815	1.0	0.28627902439024394	1.0
MAST4	2	0	0	1.0	0.903	1.0	0.00736	0.043510077748336366	1.0	0.28627902439024394	1.0
BRAF	2	0	0	1.0	0.9670000000000001	1.0	0.00757	0.04453856594130315	1.0	0.28627902439024394	1.0
