gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
TRIM49C	11	0	6	0.5331092497698138	0.23163636363636372	0.0	0.01466	2.4534328097626e-06	0.0	0.487163565803937	0.005044871215074346
TP53	108	0	49	0.7736416748860967	0.6228518518518519	0.0	0.0	2.402585092994044e-09	0.0	0.0	1.3174174926584007e-05
CDK11A	2	0	0	1.0	0.7775	1.0	0.0	0.0001251292546497022	1.0	0.0	0.07351343710670004
ZFP36L2	7	0	0	1.0	0.6574285714285715	1.0	0.0	0.0001251292546497022	1.0	0.0	0.07351343710670004
MAP2K7	22	0	0	1.0	0.7515909090909091	1.0	0.0	0.0001251292546497022	1.0	0.0	0.07351343710670004
RHOA	17	0	4	0.8848703331208349	0.8718823529411766	0.00462	0.0	8.265312149952726e-07	0.6666578947368421	0.0	0.0019423483552388906
STRIP2	12	0	5	0.7301310573425013	0.9381666666666666	0.00138	0.0	2.635606419780087e-07	0.3220492957746479	0.0	0.0007225954267563739
KRAS	25	0	19	0.4520459829894332	0.9391200000000001	0.0	0.0	2.402585092994044e-09	0.0	0.0	1.3174174926584007e-05
TAC4	2	0	0	1.0	0.08099999999999999	1.0	0.0	0.0001251292546497022	1.0	0.0	0.07351343710670004
PGM5	18	0	11	0.4054101905467145	0.20444444444444443	0.0	0.9802	0.00012284772214069683	0.0	1.0	0.07351343710670004
ERBB2	22	0	4	0.913268476686875	0.6070909090909091	0.00108	0.0	2.0891217279041528e-07	0.28983333333333333	0.0	0.0006873210484804662
PIK3CA	51	0	31	0.6986178379702687	0.7614901960784312	0.0	0.0	2.402585092994044e-09	0.0	0.0	1.3174174926584007e-05
CNBD1	12	0	7	0.3111829864372247	0.5319166666666666	1e-05	0.00032	6.579236808685028e-08	0.023500000000000004	0.1385263157894737	0.00027057111375717175
GNAS	24	0	5	0.8453257489920054	0.38691666666666663	0.00015	0.00179	4.3310164068248315e-06	0.1451470588235294	0.25167094017094016	0.007916135543585386
KIF4B	11	0	3	0.8568636235841013	0.40727272727272723	0.0016	0.00036	8.851483109520296e-06	0.3509333333333334	0.14443902439024392	0.014560689715160887
RASGRP3	7	0	4	0.5929060718765461	0.712	0.00045	0.00173	1.172880069435592e-05	0.19480263157894737	0.2496359649122807	0.016984498243285875
ERBB3	34	0	6	0.8899090325236303	0.4283529411764706	3e-05	0.02752	1.238990753309608e-05	0.05483333333333334	0.541511961722488	0.016984498243285875
PTOV1	8	0	3	0.7580392711198944	0.703875	0.01516	6e-05	1.3562373309646367e-05	1.0	0.05483333333333333	0.017161618534129442
CDH1	31	0	3	0.9590436283308409	0.5563548387096774	0.02223	7e-05	2.236633549371568e-05	1.0	0.05483333333333333	0.024795426741736057
FBXW7	20	0	7	0.6313247675185968	0.5666	2e-05	0.07905	2.26991331925841e-05	0.041125	0.6781562691362714	0.024795426741736057
SDK1	65	0	9	0.9518773206312269	0.4229538461538462	0.00013	0.01359	2.5169109859617662e-05	0.1451470588235294	0.47568715250258287	0.024795426741736057
KCNH2	14	0	3	0.8894714728255649	0.6944285714285713	0.00217	0.00083	2.5624453167751548e-05	0.4199588235294118	0.2002608695652174	0.024795426741736057
SOGA3	22	0	4	0.8140380362325801	0.2879545454545454	1e-05	0.43991	5.8658085867509236e-05	0.023500000000000004	0.9426737459459299	0.053606972917807055
SLC23A2	9	0	3	0.8018796874098555	0.8137777777777777	0.01194	0.00047	7.346204813256042e-05	1.0	0.15463	0.06360266798845363
PI4KB	9	0	3	0.8018796874098555	0.7402222222222222	0.00124	0.00505	8.128709047534619e-05	0.3072279411764706	0.3596212121212121	0.06685863191597224
ADAMTS18	29	0	6	0.9180872566616818	0.4788275862068966	0.00026	0.03035	0.00010060857464936456	0.15275	0.5568410289948309	0.07351343710670004
HMGCLL1	8	0	3	0.7580392711198944	0.6956249999999999	0.00338	0.00257	0.00010991788189326712	0.5699343434343435	0.2821556291390728	0.07351343710670004
MB21D1	5	0	0	1.0	0.7628	1.0	1e-05	0.0001251292546497022	1.0	0.014954545454545456	0.07351343710670004
OR4C16	11	0	5	0.6505149978319906	0.35872727272727273	4e-05	0.34244	0.0001670872960487123	0.06580000000000001	0.8984271132376396	0.0947788282759075
APOL2	7	0	3	0.0	0.20057142857142857	0.00023	0.07663	0.00021055054306880764	0.15134	0.6730058223799761	0.11545188111606286
CEACAM16	2	0	0	1.0	0.963	1.0	2e-05	0.00023639556568820564	1.0	0.02741666666666667	0.12381482118662879
DMD	55	0	4	0.9666964998338848	0.3713636363636364	0.00013	0.15702	0.00024085557920803169	0.1451470588235294	0.7802447530556187	0.12381482118662879
