gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
ADAM30	2373	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6752194463200539	0.9403899630558148	390094.2	560.0	0.009313993000000001	0.0	0.0
ANGEL2	1635	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	2.0	2.0	1.0	1.0	0.5549389567147613	0.881740931845808	315884.3	412.0	0.01206556	1.6735744881134956e-06	7.0
ANKRD13C	1626	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.10655301012253596	0.34513720511864376	295771.9	396.0	-0.001240119	2.9449640668634333e-06	4.0
ANKRD34A	1491	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5970149253731343	0.9049630837474804	625718.4598614536	460.0144694533762	0.017896766112546446	0.0	0.0
ARL8A	561	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.1885369532428356	0.5031035544652267	649163.6	297.0	0.03403832	3.205116257344207e-06	8.0
ASH1L	8895	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3635041802980734	0.7313574997973237	1960625.0	247.0	0.03315029	1.4643366527007545e-07	5.0
ATAD3A	1905	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6402048655569782	0.9257151417525572	1714469.0	248.0	0.02688662	0.00010712079593960285	52.0
ATAD3C	1236	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.7017543859649122	0.9502960096285008	1725369.0	187.0	0.02728094	2.2670096203953265e-07	3.0
BCAN	2736	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5117707267144319	0.8545949609112543	1851672.0	180.0	0.03666845	0.00024367720298562509	13.0
BTBD8	1137	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.1394700139470014	1.0	1.0	1.0	220070.5	406.0	-0.006138818000000001	1.5207478487592262e-07	2.0
C1orf174	732	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	248975.3	412.0	0.02028935	2.4449924518719226e-05	9.0
C1orf94	1797	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	2.0	2.0	1.0	1.0	0.8460236886632826	0.9874855490557584	28615.62	907.0	0.01607165	0.00021495139705683368	63.0
C8B	1776	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	38776.15	713.0	-0.01176195	3.0666072645280413e-06	2.0
CA6	942	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	2.0	2.0	1.0	1.0	0.8680555555555556	0.9908850366959197	840956.3	264.0	0.03084746	1.925469388043013e-07	3.0
CACNA1E	6942	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.75	0.0	0.6666666666666666	0.6666666666666666	1.0	1.0	0.4982561036372696	0.8453617687165925	111355.8	832.0	0.009653621999999999	4.1100815478365905e-07	2.0
CELF3	1398	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3471017007983339	0.7143830114898964	1210719.0	255.0	0.02879102	2.7452327803118863e-06	7.0
CEP350	9354	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	2.0	2.0	1.0	1.0	0.21473051320592654	0.5450658071720508	446036.3	211.0	0.01583103	0.0001304866764322465	20.0
CFHR5	1710	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.22172949002217296	0.5557199896928131	217856.6	853.0	-0.02369287	0.0	1.0
CHI3L1	1152	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	507602.8	453.0	0.03129605	1.931747952540726e-06	3.0
CKS1B	240	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.06495193556767992	0.24253752503387235	1612870.0	224.0	0.03538236	0.00011657605792079962	45.0
CLCC1	1656	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.17803097739006588	0.4852764311109661	880199.6	216.0	0.01873239	0.00012028459815785513	8.0
