gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
A3GALT2	1023	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0583975706610605	1.0	1.0	1.0	626654.80398978	457.5158223357457	0.018849969648806447	0.0	0.0
AADACL3	1224	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	0.8710490642551527	0.0	0.6666666666666666	1.3333333333333333	0.1533272002453235	1.0	1.0	1.0	145424.0	454.0	0.02278783	0.0	0.0
AADACL4	1224	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.6666666666666666	0.6666666666666666	1.0	1.0	0.09410878976096368	0.31651645285420194	145424.0	454.0	0.02278783	0.0	0.0
ABCA4	6822	0.3	0.0	0.0	0.7	0.0	1.0	0.0	0.0	1.0	0.0	1.75	1.75	1.0	1.0	0.19011406844106465	0.5057283320816766	512481.5	370.0	-0.001895926	0.0	1.0
ABCB10	2217	0.0	0.25	0.25	0.5	0.0	1.0	0.0	0.0	0.75	0.0	2.0	4.0	0.09752291788570314	1.0	0.578368999421631	0.8950510160214884	255826.4	277.0	0.02002447	2.798207415238828e-05	12.0
ABCD3	1980	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6752194463200539	0.9403899630558148	459823.6	348.0	-0.007712561	0.00016227685446233104	50.0
ABL2	3549	0.18181818181818182	0.0	0.0	0.8181818181818182	0.0	1.0	0.0	0.0	1.0000000000000002	0.0	3.0	3.0	1.0	1.0	0.270929287455974	0.624735146043853	328468.0	301.0	0.0055768530000000005	0.00013322127512867526	35.0
ACADM	1278	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.5	0.0	1.0	0.0	0.0	0.8710490642551527	0.0	1.5	2.5	0.12523481527864747	1.0	0.7942811755361397	0.9772182327737968	152733.9	578.0	-0.01324586	8.213403646317276e-05	49.0
ACAP3	2505	0.16666666666666666	0.0	0.0	0.8333333333333334	0.0	1.0	0.0	0.0	1.0	0.0	2.5	2.5	1.0	1.0	0.3439972480220158	0.7110841491492049	1744013.0	273.0	0.02773012	2.23720235201786e-08	2.0
ACBD3	1587	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.37383177570093457	0.7416633197562505	756400.3	214.0	0.02416004	0.00014136214738912968	24.0
ACBD6	849	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	543108.1	445.0	0.01167259	2.050000935228513e-06	3.0
