gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
FBXW7	44	0	20	0.6921812895749433	0.6419772727272727	0.0	0.00109	2.1074608322005327e-07	0.0	0.22010760869565218	0.00043106940511088447
CHD4	75	0	9	0.9628524413893479	0.6222533333333334	0.0983	0.0	1.4580501552613651e-05	1.0	0.0	0.01578896782835675
CTNNB1	78	0	47	0.6492430662504827	0.689525641025641	0.0	0.0	2.402585092994044e-09	0.0	0.0	8.845837795385471e-06
POLE	87	0	17	0.8730598945519058	0.5115057471264367	0.0	0.00064	1.2714859421811713e-07	0.0	0.17851151515151517	0.0002925848088701648
TP53	99	0	45	0.7683420546512585	0.7576666666666665	0.0	0.0	2.402585092994044e-09	0.0	0.0	8.845837795385471e-06
BCOR	75	0	12	0.858292441516336	0.31848000000000004	0.0	0.46926	6.226856718731073e-05	0.0	0.8847090802226262	0.045103929748073826
PCDHA12	54	0	3	0.9796215658249519	0.39766666666666656	0.48096	0.0	6.370265486718016e-05	1.0	0.0	0.045103929748073826
PIK3CA	199	0	130	0.6864295031558638	0.8009497487437185	0.0	0.0	2.402585092994044e-09	0.0	0.0	8.845837795385471e-06
FGFR2	49	0	18	0.7535125111107998	0.5930204081632653	0.0	0.00043	8.713799850126166e-08	0.0	0.15222826923076924	0.00022916048777281797
PTEN	197	0	80	0.6933410046785267	0.565507614213198	0.0	6e-05	1.3340454876427432e-08	0.0	0.04802347826086957	4.093073897002543e-05
SPOP	26	0	9	0.8115217449460744	0.5939615384615385	0.0	0.05497	8.473017071195254e-06	0.0	0.6354097795947136	0.011516223018284364
PPP2R1A	53	0	23	0.6894308779180655	0.6369245283018867	0.0	0.0	2.402585092994044e-09	0.0	0.0	8.845837795385471e-06
KRAS	54	0	45	0.25076218323420196	0.8783148148148149	0.0	0.0	2.402585092994044e-09	0.0	0.0	8.845837795385471e-06
GNGT2	2	0	0	1.0	0.289	1.0	0.0	0.0001251292546497022	1.0	0.0	0.06398623469017688
CTCF	59	0	9	0.8608075042292845	0.4097627118644068	0.0	0.5956	7.761329975535678e-05	0.0	0.9227739774448745	0.04886422292120821
CACNA1A	66	0	0	1.0	0.34768181818181815	1.0	0.0	0.0001251292546497022	1.0	0.0	0.06398623469017688
NFE2L2	25	0	6	0.9030678038900463	0.58004	0.00155	1e-05	2.942276001018291e-07	0.5187990909090908	0.014160769230769232	0.0005416435890274573
SOX17	12	0	3	0.8333333333333334	0.5370833333333335	0.00088	0.0001	1.5176417539772033e-06	0.39512	0.06328093750000001	0.0025398424589969395
NR0B1	24	0	8	0.8148974294721927	0.3519583333333333	0.00015	0.00318	7.420092438069705e-06	0.11505624999999998	0.31850492063492064	0.011383040141035432
ZNF595	16	0	4	0.7195867761904634	0.143	0.00017	0.00335	8.758059767286714e-06	0.11590851851851852	0.3228803664921466	0.011516223018284364
CASP8	36	0	6	0.8205687986494469	0.25827777777777783	1e-05	0.09349	1.3913954275381423e-05	0.014160769230769232	0.6900819971405587	0.01578896782835675
CCNYL1	5	0	4	0.0	0.7184	0.01063	9e-05	1.421634767457673e-05	1.0	0.06136333333333333	0.01578896782835675
MYCN	15	0	4	0.7591760034688151	0.39333333333333337	0.00095	0.00177	2.40384285701457e-05	0.40671046511627906	0.25860261904761905	0.024156473308835583
KRT6B	21	0	4	0.8934166815252749	0.4256190476190477	0.00815	0.00022	2.551729531147092e-05	1.0	0.10384564102564103	0.024156473308835583
ZNF177	16	0	4	0.8140380362325801	0.31799999999999995	0.0003	0.00616	2.624419936860838e-05	0.17258437499999998	0.3767423255813953	0.024156473308835583
PAX1	24	0	3	0.9449911312986873	0.5361666666666666	0.03467	6e-05	2.929555336055995e-05	1.0	0.04802347826086957	0.02568104008640705
SOS1	44	0	7	0.8980466539974038	0.5623181818181818	0.00114	0.00215	3.4115504425328236e-05	0.43721374999999996	0.274281744966443	0.028546923680266702
PAOX	18	0	4	0.8634890534347651	0.4771666666666667	0.00158	0.00174	3.795050828319395e-05	0.5193967857142857	0.25625327999999997	0.030375256825448584
ZNF263	26	0	6	0.9085967026724667	0.4046153846153846	0.00293	0.00115	4.582771429583138e-05	0.7670416666666666	0.22763817204301073	0.035151766352998326
