Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
ACBD3	NA	1587	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADAMTSL4	NA	3225	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AHDC1	NA	4812	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
APOA1BP	NA	867	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
APOA2	NA	303	1	0	0	0	0	1	0	0	1.0	0.0	0.0	1.0
ASPM	NA	10434	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3B	NA	1947	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3C	NA	1236	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP13A2	NA	3543	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AVPR1B	NA	1275	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BCL9	NA	4281	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf61	NA	471	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CACNA1E	NA	6942	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CD46	NA	1200	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CELF3	NA	1398	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
CEP170	NA	4755	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CFHR4	NA	1737	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CRB1	NA	4221	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
DARS2	NA	1938	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
DENND2C	NA	2787	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
DNAH14	NA	13548	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
DNASE2B	NA	1086	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
DOCK7	NA	6390	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
DPYD	NA	3078	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
EDEM3	NA	2799	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
EIF4G3	NA	4866	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
EPB41	NA	2595	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
EPS8L3	NA	1785	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FAM129A	NA	2787	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FBXO2	NA	891	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FCRLB	NA	1281	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FLG	NA	12186	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
FNBP1L	NA	1818	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FPGT-TNNI3K	NA	2850	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
FUCA1	NA	1401	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
GBP3	NA	1788	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
GNPAT	NA	2043	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
GPBP1L1	NA	1425	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
GPR52	NA	1086	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
HAPLN2	NA	1023	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
HMCN1	NA	16908	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
HORMAD1	NA	1185	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ILDR2	NA	1920	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
KCND3	NA	1968	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
KIF14	NA	4947	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
KISS1	NA	417	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
KLHDC8A	NA	1053	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
LDLRAP1	NA	927	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
LHX8	NA	1071	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
LMO4	NA	498	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
