gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
ABCA4	6822	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.522466039707419	0.861648533453899	512481.5	370.0	-0.001895926	0.0	1.0
ACTN2	2685	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.1557389814670612	0.44534712175859104	427179.7	682.0	-0.009612596	0.00024635454564851135	62.0
ADAM15	2592	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3603603603603603	0.7281624314228461	1696720.0	214.0	0.04370952	7.289549375923378e-05	31.0
ADCK3	1944	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4506534474988734	0.8098497719470288	411155.6	481.0	0.004611321	0.0001259815539826139	13.0
ADCY10	4833	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	1.0	0.3333333333333333	0.0	1.0	0.0	0.5	1.0	1.0	1.0	0.8361204013377926	0.9857714511107358	534610.7	238.0	0.01328722	0.0	0.0
AGRN	6138	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2213368747233289	0.5551282465794185	1971475.0	239.0	0.01491109	9.33204613905154e-06	10.0
AIM1L	4986	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.035252229703528745	0.15317892261160834	1021101.0	217.0	0.02159451	0.0	0.0
AKNAD1	2511	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3539823008849557	1.0	1.0	1.0	801073.5	236.0	0.008164691	0.0	1.0
ALDH4A1	1692	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	2.0	2.0	1.0	1.0	0.00498	0.031385580431968964	642600.0	453.0	0.02718929	1.57249907427897e-05	23.0
ALG6	1524	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.24242424242424246	1.0	1.0	1.0	133567.4	477.0	0.0015803079999999999	3.3664461570798414e-06	6.0
AMPD2	2640	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.35075412136092604	0.7182286250194791	989433.2	201.0	0.029085700000000003	1.391998329508335e-05	15.0
AMY2A	1536	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.06241807627488921	0.23555960062821155	27205.08	1015.0	-0.01987349	5.448971747492104e-07	4.0
AMY2B	1536	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2827254735651682	0.6398866017029528	31275.85	974.0	-0.01881541	0.0	1.0
ANGPTL1	1476	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.24666995559940805	1.0	1.0	1.0	523652.60751562857	503.90329063049484	0.01512168837197612	0.0	0.0
ANKRD13C	1626	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.16231131309852298	0.4574320892764865	295771.9	396.0	-0.001240119	2.9449640668634333e-06	4.0
ANKRD35	3006	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	523652.60751562857	503.90329063049484	0.01512168837197612	0.0	1.0
