Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
A3GALT2	NA	1023	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
AADACL3	NA	1224	4	2	2	0	0	0	2	0	1.0	0.0	0.0	0.8710490642551527
AADACL4	NA	1224	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ABCA4	NA	6822	7	3	0	0	0	0	7	0	1.0	0.0	0.0	1.0
ABCB10	NA	2217	4	0	1	0	1	0	2	0	1.0	0.0	0.0	0.75
ABCD3	NA	1980	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ABL2	NA	3549	9	2	0	0	0	0	9	0	1.0	0.0	0.0	1.0000000000000002
ACADM	NA	1278	5	1	1	0	1	0	3	0	1.0	0.0	0.0	0.8710490642551527
ACAP3	NA	2505	5	1	0	0	0	0	5	0	1.0	0.0	0.0	1.0
ACBD3	NA	1587	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ACBD6	NA	849	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ACOT11	NA	1824	3	0	0	0	0	0	3	0	1.0	0.0	0.0	0.579380164285695
ACOT7	NA	1143	1	1	0	0	0	0	1	0	1.0	1.0	0.0	1.0
ACTA1	NA	1134	3	3	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ACTL8	NA	1101	3	2	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ACTN2	NA	2685	24	10	1	0	0	0	23	0	1.0	0.0	0.0	0.9653126531353842
ACTRT2	NA	1134	7	1	1	0	0	0	6	0	1.0	0.0	0.0	1.0
ADAM15	NA	2592	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ADAM30	NA	2373	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ADAMTS4	NA	2514	10	0	0	0	0	0	10	0	1.0	0.0	0.0	0.9397940008672039
ADAMTSL4	NA	3225	4	1	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ADAR	NA	3681	7	1	0	0	1	0	6	0	1.0	0.0	0.0	0.9166666666666666
ADCK3	NA	1944	4	2	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ADCY10	NA	4833	15	3	1	0	1	0	13	0	1.0	0.0	0.0	0.9733541703813188
ADIPOR1	NA	1128	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ADORA1	NA	981	6	0	0	0	0	0	6	0	1.0	0.0	0.0	1.0
ADORA3	NA	1044	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADPRHL2	NA	1092	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADSS	NA	1371	2	0	0	0	0	0	2	0	1.0	1.0	0.0	1.0
AGL	NA	4599	13	2	1	0	1	0	11	0	1.0	0.0	0.0	0.9658722633586911
AGMAT	NA	1059	2	0	0	0	0	0	2	0	1.0	1.0	0.0	1.0
AGRN	NA	6138	13	4	1	0	1	0	11	0	1.0	0.0	0.0	0.9424351665604174
AGT	NA	1458	3	5	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AHCTF1	NA	6828	14	1	1	0	0	0	13	0	1.0	0.0	0.0	0.9658722633586911
AHCYL1	NA	1593	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AHDC1	NA	4812	5	3	1	0	0	0	4	0	1.0	1.0	0.0	0.9298966940476158
AIM1L	NA	4986	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AIM2	NA	1032	3	1	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AJAP1	NA	1236	2	3	0	0	0	0	2	0	1.0	1.0	0.0	1.0
AK2	NA	720	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AK4	NA	672	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AK5	NA	1689	6	1	0	0	0	0	6	0	1.0	0.0	0.0	0.8982265179691364
AKNAD1	NA	2511	7	1	0	0	0	0	7	0	1.0	0.0	0.0	0.9166666666666666
AKR1A1	NA	978	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AKR7A2	NA	1080	2	1	0	0	1	0	1	0	1.0	0.0	0.0	1.0
AKR7A3	NA	996	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AKT3	NA	1440	4	2	0	0	0	0	4	0	1.0	0.0	0.0	1.0
ALDH4A1	NA	1692	2	0	1	0	1	0	0	0	1.0	0.0	0.0	-0.0
ALDH9A1	NA	1557	3	1	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ALX3	NA	1032	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMIGO1	NA	1482	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMPD1	NA	2343	6	2	2	0	0	0	4	0	1.0	0.0	0.0	0.9166666666666666
AMPD2	NA	2640	4	0	2	0	0	0	2	0	1.0	0.0	0.0	0.75
AMY2A	NA	1536	6	2	0	0	0	0	6	0	1.0	0.0	0.0	1.0
AMY2B	NA	1536	9	2	2	0	0	0	7	0	1.0	0.0	0.0	0.8948855177025862
ANGEL2	NA	1635	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ANGPTL1	NA	1476	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANGPTL3	NA	1383	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANGPTL7	NA	1041	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANKRD13C	NA	1626	2	2	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ANKRD34A	NA	1491	8	0	0	0	0	0	8	0	1.0	0.0	0.0	0.8333333333333334
ANKRD35	NA	3006	6	2	0	0	0	0	6	0	1.0	0.0	0.0	0.9166666666666666
ANKRD45	NA	801	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ANP32E	NA	807	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AP4B1	NA	2220	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
APCS	NA	672	7	0	1	0	0	0	6	0	1.0	0.0	0.0	0.8982265179691366
APH1A	NA	798	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
APOBEC4	NA	1104	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
AQP10	NA	906	6	0	0	0	0	0	6	0	1.0	0.0	0.0	1.0
ARF1	NA	546	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ARHGAP29	NA	3786	6	1	2	0	1	0	3	0	1.0	0.0	0.0	0.7580392711198943
ARHGAP30	NA	3306	4	3	0	0	0	0	4	0	1.0	0.0	0.0	0.8982265179691364
ARHGEF10L	NA	3840	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ARHGEF11	NA	4689	14	3	1	0	1	0	12	0	1.0	0.0	0.0	0.9424351665604174
ARHGEF19	NA	2409	3	1	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ARHGEF2	NA	2961	3	0	0	0	1	0	2	0	1.0	0.0	0.0	0.579380164285695
ARID1A	NA	6858	20	0	7	0	1	0	12	0	1.0	3.0	0.0	0.5957999834265788
ARID4B	NA	3939	10	0	3	0	1	0	6	0	1.0	0.0	0.0	0.7591760034688151
