Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
AADACL3	NA	1224	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AADACL4	NA	1224	4	1	1	0	0	0	3	0	1.0	0.0	0.0	1.0
ABCA4	NA	6822	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ABCB10	NA	2217	1	0	0	0	1	0	0	0	1.0	0.0	0.0	1.0
ABCD3	NA	1980	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ACTA1	NA	1134	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ACTN2	NA	2685	1	1	1	0	0	0	0	0	1.0	0.0	0.0	1.0
ADAM15	NA	2592	3	0	1	0	0	0	2	0	1.0	0.0	0.0	1.0
ADAM30	NA	2373	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADAMTS4	NA	2514	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ADAMTSL4	NA	3225	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADAR	NA	3681	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADCK3	NA	1944	3	0	1	0	0	0	2	0	1.0	0.0	0.0	1.0
ADCY10	NA	4833	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ADIPOR1	NA	1128	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADORA1	NA	981	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADORA3	NA	1044	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADSS	NA	1371	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AGL	NA	4599	4	0	1	0	0	0	3	0	1.0	0.0	0.0	1.0
AGRN	NA	6138	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AGT	NA	1458	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AHCYL1	NA	1593	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AHDC1	NA	4812	4	2	0	0	0	0	4	0	1.0	0.0	0.0	1.0
AIM1L	NA	4986	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AIM2	NA	1032	1	2	0	0	0	0	1	0	1.0	1.0	0.0	1.0
AJAP1	NA	1236	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AK2	NA	720	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AK5	NA	1689	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AKNAD1	NA	2511	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AKR1A1	NA	978	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AKR7A2	NA	1080	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ALDH4A1	NA	1692	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ALG14	NA	651	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ALX3	NA	1032	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
AMPD1	NA	2343	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AMPD2	NA	2640	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ANGEL2	NA	1635	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ANGPTL7	NA	1041	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANKRD13C	NA	1626	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
