gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
NRG2	2	0	0	1.0	0.821	1.0	0.0	0.0001251292546497022	1.0	0.0	0.14386110407076264
PIK3CA	17	0	7	0.8164417563493366	0.8650588235294118	1e-05	0.0	2.402585092994044e-09	0.0287425	0.0	9.207506938050841e-06
NRAS	10	0	8	0.4391735523809267	0.8163	0.0	0.00138	2.635606419780087e-07	0.0	0.5789560714285714	0.0007575391752052916
ANP32D	2	0	0	1.0	0.206	1.0	0.0	0.0001251292546497022	1.0	0.0	0.14386110407076264
TP53	55	0	25	0.7404879016458467	0.7257272727272727	0.0	0.0	2.402585092994044e-09	0.0	0.0	9.207506938050841e-06
IGHV5-51	2	0	0	1.0	0.528	1.0	0.0	0.0001251292546497022	1.0	0.0	0.14386110407076264
SMAD4	11	0	3	0.8750481154569111	0.9286363636363636	0.00985	0.0	1.6876211149436812e-06	1.0	0.0	0.0038805159917015006
FAM188A	2	0	0	1.0	0.8005	1.0	0.0	0.0001251292546497022	1.0	0.0	0.14386110407076264
KRAS	34	0	31	0.2738424791196233	0.9255882352941177	0.0	0.0	2.402585092994044e-09	0.0	0.0	9.207506938050841e-06
FBXW7	19	0	5	0.6949146629676184	0.5301052631578947	3e-05	0.20767	8.09048148353972e-05	0.068982	0.9406872048539688	0.14386110407076264
ATM	12	0	3	0.6934264036172708	0.38533333333333336	0.00018	0.28408	0.0005563961215047835	0.2956371428571429	0.9406872048539688	0.5815351099036814
ZC3HAV1	5	0	3	0.0	0.16299999999999998	0.00013	0.48221	0.0006693343481374098	0.24910166666666667	0.9594547139377885	0.6412780833779834
OR4C15	4	0	0	1.0	0.7777499999999999	1.0	7e-05	0.000739691072114044	1.0	0.08942111111111109	0.6541714043150126
CCDC168	26	0	0	1.0	0.17057692307692307	1.0	9e-05	0.000928413079887061	1.0	0.10347300000000001	0.7624260842472529
PDZD2	11	0	0	1.0	0.4783636363636363	1.0	0.00016	0.0015584538788368713	1.0	0.15329333333333336	1.0
KIAA0930	2	0	0	1.0	0.981	1.0	0.00016	0.0015584538788368713	1.0	0.15329333333333336	1.0
MSH4	7	0	0	1.0	0.8104285714285714	1.0	0.00019	0.0018180124323027185	1.0	0.16803307692307692	1.0
PLD5	3	0	0	1.0	0.8746666666666666	1.0	0.00029	0.002652232594145289	1.0	0.23815214285714284	1.0
UPF1	2	0	0	1.0	0.9705	1.0	0.00032	0.0028951006598945603	1.0	0.24526933333333337	1.0
PCBP1	5	0	3	0.5904362833084088	0.5666	0.00279	0.12615	0.003150731537152051	1.0	0.9337088634528955	1.0
SDC2	3	0	0	1.0	0.8493333333333334	1.0	0.00049	0.004224341531761204	1.0	0.3381470588235294	1.0
SSTR4	3	0	0	1.0	0.6933333333333334	1.0	0.0005	0.004300451229771043	1.0	0.3381470588235294	1.0
CMAS	2	0	0	1.0	0.9755	1.0	0.00055	0.004678075753855768	1.0	0.3509610526315789	1.0
