gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
PIK3CA	27	0	17	0.6243670028330285	0.7827777777777777	0.0	2e-05	4.6665407498761e-09	0.0	0.04434571428571429	2.414312632627565e-05
DSCAML1	19	0	4	0.8336995972754956	0.5312105263157896	0.0	0.06404	9.773255096869602e-06	0.0	0.7575209615289067	0.014436884358361029
CDKN2A	30	0	10	0.7264097655573916	0.3892999999999999	0.0	0.00642	1.1274330606052807e-06	0.0	0.5764942857142857	0.0029164814222757606
G3BP1	2	0	0	1.0	0.844	1.0	0.0	0.0001251292546497022	1.0	0.0	0.08913184831331229
FRY	35	0	4	0.913268476686875	0.4048285714285714	0.0	0.71075	9.136236365324152e-05	0.0	1.0	0.07877973590344232
PLLP	2	0	0	1.0	0.8654999999999999	1.0	0.0	0.0001251292546497022	1.0	0.0	0.08913184831331229
HECW2	23	0	4	0.8336995972754956	0.4245217391304347	0.0	0.55153	7.229446696601441e-05	0.0	1.0	0.07013015136121935
TP53	199	0	86	0.7971573647287956	0.6473567839195981	0.0	0.0	2.402585092994044e-09	0.0	0.0	1.8645261614180276e-05
PTPRH	17	0	4	0.849914551407318	0.29435294117647054	0.0	0.02094	3.429766691363987e-06	0.0	0.6752445036811506	0.007604772688094349
KEAP1	37	0	3	0.9690396871254084	0.6369459459459459	0.61884	0.0	8.040485383959042e-05	1.0	0.0	0.07340963155554606
NFE2L2	32	0	19	0.7046062565277726	0.7347812499999999	0.0	0.0	2.402585092994044e-09	0.0	0.0	1.8645261614180276e-05
RHOU	2	0	0	1.0	0.5095000000000001	1.0	0.0	0.0001251292546497022	1.0	0.0	0.08913184831331229
MUTYH	10	0	4	0.7195867761904634	0.6915	4e-05	0.00067	4.940543538447144e-07	0.03449111111111112	0.3654945161290322	0.0019170544065059529
ABCA6	20	0	4	0.8848703331208349	0.4771500000000001	0.00015	0.00036	9.576512166806333e-07	0.08314821428571427	0.2855864	0.0029164814222757606
