gene	Total Mutations	Unmapped to Ref Tx	num recurrent	position entropy	mean vest score	entropy p-value	vest p-value	combined p-value	entropy BH q-value	vest BH q-value	combined BH q-value
PIK3CA	89	0	61	0.6324291756525573	0.8724269662921348	0.0	0.0	2.402585092994044e-09	0.0	0.0	1.026204157845081e-05
PREB	5	0	0	1.0	0.8938	1.0	0.0	0.0001251292546497022	1.0	0.0	0.10180158646143629
KRAS	99	0	92	0.2762574845703973	0.9183030303030304	0.0	0.0	2.402585092994044e-09	0.0	0.0	1.026204157845081e-05
KCTD1	4	0	0	1.0	0.93825	1.0	0.0	0.0001251292546497022	1.0	0.0	0.10180158646143629
BRAF	31	0	25	0.13750903840753795	0.849774193548387	0.0	0.0	2.402585092994044e-09	0.0	0.0	1.026204157845081e-05
PLXNA3	19	0	4	0.7591760034688151	0.35784210526315785	0.0	0.61151	7.952534327442689e-05	0.0	0.9645643285649925	0.09057936598957222
TP53	105	0	44	0.7631868345719802	0.7038190476190477	0.0	0.0	2.402585092994044e-09	0.0	0.0	1.026204157845081e-05
PGM5	22	0	8	0.6546109993625044	0.3233636363636364	0.0	0.79581	0.00010139670092080228	0.0	1.0	0.10180158646143629
PCBP1	10	0	6	0.4563567488095142	0.7336	1e-05	0.00017	3.602748389600318e-08	0.02440714285714286	0.1452225	0.00012310591247264286
TCF7L2	22	0	4	0.875	0.5836818181818182	0.00192	0.00011	3.457441212216139e-06	0.6577725	0.117459375	0.009521907147050385
SMAD4	29	0	7	0.8307313262828966	0.7865862068965516	0.01201	2e-05	3.901278901337588e-06	1.0	0.0427125	0.009521907147050385
CTNNB1	22	0	7	0.8419676733158938	0.6806818181818182	2e-05	0.0162	5.16537723205392e-06	0.034170000000000006	0.5655728880942289	0.011031308751205152
NRAS	11	0	6	0.7137272471682026	0.7686363636363637	0.00038	0.00279	1.5645427578293915e-05	0.30915714285714285	0.40741153846153844	0.029700236686127948
