Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
AADACL3	NA	1224	2	0	1	0	0	0	1	0	1.0	0.0	0.0	1.0
AADACL4	NA	1224	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ABCA4	NA	6822	23	3	1	0	2	0	20	0	1.0	0.0	0.0	0.9119976972117053
ABCB10	NA	2217	5	1	0	0	0	0	5	0	1.0	0.0	0.0	0.8710490642551529
ABCD3	NA	1980	5	1	0	0	1	0	4	0	1.0	0.0	0.0	1.0
ABL2	NA	3549	9	0	0	0	0	0	9	0	1.0	1.0	0.0	1.0
ACADM	NA	1278	3	0	0	0	1	0	2	0	1.0	1.0	0.0	0.75
ACAP3	NA	2505	2	3	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ACOT11	NA	1824	1	2	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACOT7	NA	1143	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ACP6	NA	1287	1	2	0	0	1	0	0	0	1.0	0.0	0.0	1.0
ACTA1	NA	1134	7	3	2	0	0	0	5	0	1.0	0.0	0.0	0.9397940008672039
ACTL8	NA	1101	3	0	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ACTN2	NA	2685	11	7	0	0	0	0	11	0	1.0	0.0	0.0	0.9467083407626374
ACTRT2	NA	1134	4	2	0	0	0	0	4	0	1.0	0.0	0.0	0.8710490642551527
ADAM15	NA	2592	5	3	0	0	1	0	4	0	1.0	0.0	0.0	0.9166666666666666
ADAM30	NA	2373	3	2	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ADAMTS4	NA	2514	10	5	0	0	0	0	10	0	1.0	0.0	0.0	0.9658722633586914
ADAMTSL4	NA	3225	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ADAR	NA	3681	3	3	0	0	0	0	3	0	1.0	0.0	0.0	1.0
ADCK3	NA	1944	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ADCY10	NA	4833	9	2	1	0	0	0	8	0	1.0	0.0	0.0	1.0000000000000002
