gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
A3GALT2	1023	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.06268413464552122	0.2362970538029749	630166.9068649854	452.9533428165007	0.019045648665666257	0.0	0.0
AADACL3	1224	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	145424.0	454.0	0.02278783	0.0	0.0
AADACL4	1224	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.6086427267194157	0.9108483500031228	145424.0	454.0	0.02278783	0.0	0.0
ABCA4	6822	0.375	0.0	0.0	0.625	0.0	1.0	0.0	0.0	1.0	0.0	1.25	1.25	1.0	1.0	0.800640512409928	0.9786575109234912	512481.5	370.0	-0.001895926	0.0	1.0
ABCD3	1980	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3961965134706815	0.7630130525669441	459823.6	348.0	-0.007712561	0.00016227685446233104	50.0
ABL2	3549	0.25	0.0	0.0	0.75	0.0	1.0	0.0	0.0	1.0	0.0	1.5	1.5	1.0	1.0	0.12487512487512488	0.3846704597918231	328468.0	301.0	0.0055768530000000005	0.00013322127512867526	35.0
ACADM	1278	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.17627357659086906	0.4822348102140722	152733.9	578.0	-0.01324586	8.213403646317276e-05	49.0
ACAP3	2505	0.0	0.0	0.25	0.75	0.0	1.0	0.0	0.0	1.0	0.0	3.0	4.0	0.22426553038797936	1.0	0.26881720430107525	0.621968728033617	1744013.0	273.0	0.02773012	2.23720235201786e-08	2.0
ACBD6	849	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.429000429000429	0.7920623595253624	543108.1	445.0	0.01167259	2.050000935228513e-06	3.0
ACOT11	1824	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	1.0	0.2680965147453083	0.6210209741704354	688013.7	415.0	0.01756964	7.678666519753551e-08	4.0
ACTL8	1101	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.4690431519699813	0.8241371980786107	249962.3	416.0	0.02650356	0.0	1.0
ACTN2	2685	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	6.0	6.0	1.0	1.0	0.04139415514529349	0.1732186268806643	427179.7	682.0	-0.009612596	0.00024635454564851135	62.0
ACTRT2	1134	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.3894080996884735	0.7566695427678016	308009.3	634.0	0.01910433	0.0	0.0
ADAM15	2592	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.5	1.0	0.18005041411595246	1.0	0.8	0.9785148410513678	1696720.0	214.0	0.04370952	7.289549375923378e-05	31.0
ADAM30	2373	0.25	0.25	0.0	0.25	0.0	1.0	0.25	0.0	0.75	0.0	0.5	1.5	0.1820830298616169	1.0	0.9587727708533078	0.9991382320408776	390094.2	560.0	0.009313993000000001	0.0	0.0
ADAMTS4	2514	0.5	0.0	0.0	0.0	0.0	1.0	0.5	0.0	1.0	0.0	0.0	0.5	1.0	1.0	1.0	1.0	728669.0	234.0	0.03749509	1.26441181554528e-06	3.0
