gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
ACOT11	1824	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.32819166393173616	0.6938488677399318	688013.7	415.0	0.01756964	7.678666519753551e-08	4.0
ADAMTS4	2514	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6830601092896175	0.943423781105956	728669.0	234.0	0.03749509	1.26441181554528e-06	3.0
ADAMTSL4	3225	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1475649.0	152.0	0.03127347	0.0005887446183600722	107.0
AK2	720	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3645643456069996	0.7324288049418397	807536.0	233.0	0.02683501	5.0947884545253496e-05	31.0
ALDH9A1	1557	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.13003901170351104	0.3953082943455855	321830.8	408.0	-0.0003845727	4.424209178282366e-06	14.0
ANKRD35	3006	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0963298333493883	0.3217394482430505	654397.0569645343	456.5248738284066	0.01928266349573852	0.0	1.0
AP4B1	2220	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.11636025133814287	0.3666586322262978	335230.6	545.0	0.01264193	4.619835438584507e-07	4.0
ARHGAP29	3786	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6485084306095981	0.9293646401693499	466143.7	327.0	-0.008548422	1.1210784456458e-05	9.0
ARHGEF2	2961	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.683526999316473	0.9436015871756576	1880483.0	213.0	0.0321663	7.339305742058517e-05	42.0
ATP1A2	3063	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	835734.1	386.0	0.02299702	1.0175730680950039e-05	15.0
ATP1A4	3090	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.30441400304414	0.6664738666473589	841605.3	386.0	0.02907324	1.0179056657283298e-05	5.0
