Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
AADACL3	NA	1224	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AADACL4	NA	1224	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ABCA4	NA	6822	2	0	0	0	1	0	1	0	1.0	0.0	0.0	1.0
ABCD3	NA	1980	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ACBD6	NA	849	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ACOT11	NA	1824	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ACTL8	NA	1101	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADAM30	NA	2373	2	0	0	0	0	0	2	0	1.0	1.0	0.0	1.0
ADCY10	NA	4833	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ADIPOR1	NA	1128	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ADORA3	NA	1044	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AGRN	NA	6138	0	1	0	0	0	0	0	0	1.0	1.0	0.0	1.0
AGT	NA	1458	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AHCTF1	NA	6828	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AHDC1	NA	4812	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AIM1L	NA	4986	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AK5	NA	1689	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AKR7L	NA	996	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ALDH4A1	NA	1692	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ALPL	NA	1575	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMIGO1	NA	1482	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMPD1	NA	2343	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AMPD2	NA	2640	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
AMY2B	NA	1536	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ANKRD13C	NA	1626	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ANKRD35	NA	3006	3	2	0	0	0	0	3	0	1.0	0.0	0.0	1.0
AP4B1	NA	2220	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARHGAP29	NA	3786	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ARHGAP30	NA	3306	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ARHGEF10L	NA	3840	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ARHGEF16	NA	2130	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ARID1A	NA	6858	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ASH1L	NA	8895	0	2	0	0	0	0	0	0	1.0	1.0	0.0	1.0
ASTN1	NA	3885	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATAD3B	NA	1947	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3C	NA	1236	2	0	0	0	2	0	0	0	1.0	0.0	0.0	-0.0
ATP13A2	NA	3543	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP1A2	NA	3063	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP1A4	NA	3090	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP6V0B	NA	618	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ATP8B2	NA	3672	2	1	0	0	0	0	2	0	1.0	0.0	0.0	1.0
ATXN7L2	NA	2169	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AXDND1	NA	3039	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
B3GALNT2	NA	1503	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
B4GALT3	NA	1182	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BARHL2	NA	1164	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
BCAN	NA	2736	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
BCAR3	NA	2478	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BEST4	NA	1422	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BMP8A	NA	1209	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
