Gene	ID	gene length	non-silent snv	silent snv	nonsense	lost stop	splice site	lost start	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy
AADACL4	NA	1224	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
AHCTF1	NA	6828	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
AHDC1	NA	4812	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARHGAP30	NA	3306	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ARHGEF10L	NA	3840	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATAD3B	NA	1947	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP1B1	NA	912	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP6V1G3	NA	357	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ATP8B2	NA	3672	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
BMP8A	NA	1209	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
C1orf177	NA	1257	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
C1orf86	NA	693	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CACHD1	NA	3672	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CD1B	NA	1002	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CDC73	NA	1596	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
CFH	NA	3696	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CHD5	NA	5865	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CHRM3	NA	1773	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
CNTN2	NA	3123	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COG2	NA	2217	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COL11A1	NA	5457	1	1	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COL16A1	NA	4815	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COL24A1	NA	5145	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
COLGALT2	NA	1881	2	0	0	0	0	0	2	0	1.0	0.0	0.0	1.0
CSDE1	NA	2535	1	0	0	0	1	0	0	0	1.0	0.0	0.0	1.0
CYP4A11	NA	1560	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
DDI2	NA	1200	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
DNASE2B	NA	1086	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
ELF3	NA	1116	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
ELTD1	NA	2073	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
EMC1	NA	2982	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
EPHB2	NA	2964	0	2	0	0	0	0	0	0	1.0	0.0	0.0	1.0
EXTL2	NA	1017	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
F11R	NA	900	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
F5	NA	6675	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
FAM71A	NA	1785	0	1	0	0	0	0	0	0	1.0	0.0	0.0	1.0
FAM72B	NA	450	1	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0
FLG	NA	12186	1	0	0	0	0	0	1	0	1.0	0.0	0.0	1.0
