gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
AADACL4	1224	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4079967360261118	0.7737642205409937	145424.0	454.0	0.02278783	0.0	0.0
ABCD3	1980	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.2899391127863149	0.6489081861277775	459823.6	348.0	-0.007712561	0.00016227685446233104	50.0
ABL2	3549	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.00511	0.03207320052005693	328468.0	301.0	0.0055768530000000005	0.00013322127512867526	35.0
ACP6	1287	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	621522.9085943641	460.8682518319127	0.01858862065554788	3.0041311957330638e-06	10.0
ACTL8	1101	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5091649694501018	0.8528427749145998	249962.3	416.0	0.02650356	0.0	1.0
ACTN2	2685	0.5	0.5	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.5	0.12769761205465455	1.0	1.0	1.0	427179.7	682.0	-0.009612596	0.00024635454564851135	62.0
ADAM15	2592	0.0	0.0	0.0	0.6666666666666666	0.0	1.0	0.3333333333333333	0.0	1.0	0.0	2.0	3.0	1.0	1.0	0.39745627980922105	0.764177400174163	1696720.0	214.0	0.04370952	7.289549375923378e-05	31.0
ADAM30	2373	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	2.0	2.0	1.0	1.0	0.4166666666666667	0.7814453072307918	390094.2	560.0	0.009313993000000001	0.0	0.0
ADAMTS4	2514	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	728669.0	234.0	0.03749509	1.26441181554528e-06	3.0
ADAR	3681	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.08704735376044569	1.0	1.0	1.0	1927515.0	403.0	0.03639176	2.7678090715688286e-05	39.0
ADCK3	1944	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	411155.6	481.0	0.004611321	0.0001259815539826139	13.0
AGL	4599	0.0	0.16666666666666666	0.0	0.5	0.0	1.0	0.3333333333333333	0.0	0.6934264036172708	0.0	3.0	6.0	0.3463803255975061	1.0	0.3083564600678384	0.6711374737357944	289704.4	595.0	0.008860483	0.00015715112145144264	47.0
AGMAT	1059	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.08401949252226516	0.2921111118486523	656850.0	162.0	0.03066174	1.2819357174410273e-05	14.0
AGRN	6138	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	3.0	1.0	1.0	0.14033118158854901	0.4159065488610224	1971475.0	239.0	0.01491109	9.33204613905154e-06	10.0
AGT	1458	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5305039787798409	0.8668052100265116	422372.1	568.0	0.00627829	5.497217174772501e-05	11.0
AHCTF1	6828	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	422581.0	405.0	0.004111425	4.1223181878505266e-05	15.0
AHDC1	4812	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6435006435006435	0.927176481303382	738004.3	217.0	0.02515438	3.121233630167117e-05	10.0
AIDA	921	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.6455777921239509	0.9280888066073154	222205.8	392.0	0.001234602	2.220389713053781e-05	12.0
AIM1L	4986	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.5	1.0	0.4096681687832856	1.0	0.6079027355623101	0.9104804767278634	1021101.0	217.0	0.02159451	0.0	0.0
AK5	1689	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2766251728907331	0.6321139296295238	484699.3	536.0	-0.008071406	1.8151959906919063e-06	8.0
AKR1A1	978	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.1620482903905364	0.4569536378769941	873799.5	161.0	0.02696786	1.2433906867666788e-05	28.0
AMPD2	2640	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.32808398950131235	0.6937288838006561	989433.2	201.0	0.029085700000000003	1.391998329508335e-05	15.0
AMY2A	1536	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.07201497911565606	1.0	1.0	1.0	27205.08	1015.0	-0.01987349	5.448971747492104e-07	4.0
AMY2B	1536	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.6277463904582549	0.9200370564519218	31275.85	974.0	-0.01881541	0.0	1.0
ANGEL2	1635	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	315884.3	412.0	0.01206556	1.6735744881134956e-06	7.0
ANGPTL3	1383	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.15792798483891346	0.4494024229341069	621522.9085943641	460.8682518319127	0.01858862065554788	0.0	1.0
ANKRD13C	1626	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.09724788485850433	0.3238833070355979	295771.9	396.0	-0.001240119	2.9449640668634333e-06	4.0
AP4B1	2220	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	2.0	2.0	1.0	1.0	0.27137042062415195	0.6253108617751153	335230.6	545.0	0.01264193	4.619835438584507e-07	4.0
APOBEC4	1104	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3527336860670194	0.7202969796048381	621522.9085943641	460.8682518319127	0.01858862065554788	0.0	0.0
ARHGAP30	3306	0.0	0.0	0.0	0.5	0.0	1.0	0.5	0.0	1.0	0.0	1.0	2.0	1.0	1.0	0.4091653027823241	0.7748101642018612	689033.1	250.0	0.02271094	0.0	0.0
ARHGEF10L	3840	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	375252.2	279.0	0.03035749	0.0	0.0
ARHGEF11	4689	0.0	0.0	0.0	0.5	0.0	1.0	0.5	0.0	1.0	0.0	1.0	2.0	1.0	1.0	0.370919881305638	0.7387867926743549	958228.2	350.0	0.03612695	6.617398398325312e-05	15.0
ARID1A	6858	0.0	0.125	0.0	0.375	0.0	1.0	0.5	0.0	0.5162649802317995	0.0	3.0	8.0	0.1601537475976938	1.0	0.10298661174047374	0.3370912752114555	975965.1	182.0	0.02749164	0.00010715271733528008	52.0
ASH1L	8895	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	-0.0	0.0	2.0	2.0	1.0	1.0	0.14338973329509608	0.4218796885938429	1960625.0	247.0	0.03315029	1.4643366527007545e-07	5.0
ASPM	10434	0.25	0.0	0.0	0.75	0.0	1.0	0.0	0.0	1.0	0.0	1.5	1.5	1.0	1.0	0.34916201117318435	0.7165570003835193	221778.5	614.0	-0.02455929	4.4378853334342045e-05	20.0
ATAD3A	1905	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.8071025020177562	0.9800682830080754	1714469.0	248.0	0.02688662	0.00010712079593960285	52.0
ATAD3C	1236	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1725369.0	187.0	0.02728094	2.2670096203953265e-07	3.0
ATG4C	1377	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.16278691193228065	0.4582961455610925	220392.3	415.0	0.0051843359999999995	1.020548598687891e-06	10.0
ATP13A2	3543	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.21570319240724764	0.5465599494127493	678964.8	221.0	0.05227663	0.000615106166323408	54.0
ATP1A1	3072	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.2139952921035737	0.5439335038986279	616485.3	464.0	0.01780357	0.00031393362629249385	102.0
ATP1A2	3063	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.75	0.0	4.0	4.0	1.0	1.0	0.016041065126724416	0.08233242339331395	835734.1	386.0	0.02299702	1.0175730680950039e-05	15.0
ATP1A4	3090	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3703703703703704	0.7382413974112161	841605.3	386.0	0.02907324	1.0179056657283298e-05	5.0
ATP8B2	3672	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.462962962962963	0.8194945470815156	1695430.0	236.0	0.03116069	3.208466694298593e-06	4.0
AURKAIP1	600	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1736268.0	273.0	0.02767526	1.6407581500414022e-06	5.0
B3GALNT2	1503	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.16342539630658606	0.4594539441870247	536527.6	350.0	0.01637511	1.152263533277196e-05	8.0
B3GALT2	1269	0.0	0.0	0.0	0.5	0.0	1.0	0.5	0.0	1.0	0.0	1.0	2.0	1.0	1.0	0.24078979051288224	0.5836337502163779	621522.9085943641	460.8682518319127	0.01858862065554788	4.414200248382098e-06	10.0
BCAN	2736	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	1.0	0.3333333333333333	0.0	1.0	0.0	0.5	1.0	1.0	1.0	0.7716049382716049	0.971668671242348	1851672.0	180.0	0.03666845	0.00024367720298562509	13.0
BCAR3	2478	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	595694.6	173.0	0.009017685	4.153404341696582e-06	11.0
BCL9	4281	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.2635046113306983	0.6149366036489048	621522.9085943641	460.8682518319127	0.01858862065554788	5.969847888224832e-06	6.0
BRDT	2856	0.5	0.5	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.5	0.3703703703703704	1.0	1.0	1.0	311661.9	242.0	0.009175858	4.597812851958788e-08	3.0
BTBD8	1137	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6086427267194157	0.9108483500031228	220070.5	406.0	-0.006138818000000001	1.5207478487592262e-07	2.0
C1QC	738	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.3333333333333333	0.3333333333333333	1.0	1.0	0.2443792766373412	0.588717949190953	389456.4	541.0	0.02857333	0.0	2.0
C1orf101	2856	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5173305742369374	0.8582892913741302	716277.7	590.0	0.0006941447	0.0	0.0
C1orf109	612	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	445023.1	375.0	0.02730565	0.00010340865664815756	46.0
C1orf110	909	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5858230814294083	0.8990846185192171	334194.8	540.0	-0.006822712	0.0	1.0
C1orf112	2562	0.0	0.3333333333333333	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	2.0	3.0	0.2797985450475657	1.0	0.3644314868804665	0.7322947193380609	212979.8	614.0	0.007667251999999999	1.4515005059870755e-05	7.0
CCDC181	1530	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.2448579823702253	0.5893919932180263	286300.2	491.0	0.007203025	0.0	1.0
C1orf116	1806	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	451418.3	155.0	0.02517189	5.382239026501956e-07	3.0
C1orf123	483	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.8488964346349746	0.9879610231149364	527316.8	391.0	0.02726794	1.7886865421189198e-06	8.0
C1orf162	468	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	397299.8	348.0	0.02762053	0.0	0.0
C1orf168	2187	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	1.0	0.0	0.0	0.5793801642856949	0.0	1.0	3.0	0.04438526409232135	1.0	0.44150110375275936	0.8024612622229569	39469.81	514.0	-0.006068864	0.0	0.0
C1orf189	306	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2028928.0	185.0	0.03462577	6.624477395955617e-08	2.0
