gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
AADACL3	1224	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	145424.0	454.0	0.02278783	0.0	0.0
AADACL4	1224	0.25	0.0	0.0	0.75	0.0	1.0	0.0	0.0	0.75	0.0	1.5	1.5	1.0	1.0	0.6042296072507553	0.908641092948052	145424.0	454.0	0.02278783	0.0	0.0
ABCA4	6822	0.4166666666666667	0.0	0.0	0.5833333333333334	0.0	1.0	0.0	0.0	1.0	0.0	1.1666666666666667	1.1666666666666667	1.0	1.0	0.8025682182985554	0.979083804466502	512481.5	370.0	-0.001895926	0.0	1.0
ABCD3	1980	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2751031636863824	0.6301538132009583	459823.6	348.0	-0.007712561	0.00016227685446233104	50.0
ABL2	3549	0.4	0.0	0.0	0.4	0.0	1.0	0.2	0.0	1.0	0.0	0.6666666666666666	1.0	1.0	1.0	0.3604902667627974	0.7282949970773755	328468.0	301.0	0.0055768530000000005	0.00013322127512867526	35.0
ACADM	1278	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.11251125112511252	0.3583148123691864	152733.9	578.0	-0.01324586	8.213403646317276e-05	49.0
ACAP3	2505	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.0290351615806742	0.1317977908638727	1744013.0	273.0	0.02773012	2.23720235201786e-08	2.0
ACBD3	1587	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.7420981285103057	0.0	6.0	6.0	1.0	1.0	0.00307	0.02083325859236591	756400.3	214.0	0.02416004	0.00014136214738912968	24.0
ACBD6	849	0.4	0.0	0.4	0.2	0.0	1.0	0.0	0.0	0.8277293767706428	0.0	0.3333333333333333	1.0	0.3318951211417192	1.0	0.929368029739777	0.9974446670442312	543108.1	445.0	0.01167259	2.050000935228513e-06	3.0
ACOT11	1824	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.04365477801545379	0.18035720699814195	688013.7	415.0	0.01756964	7.678666519753551e-08	4.0
ACP6	1287	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.08640801866413203	0.29799315638692986	626620.7020915553	459.54740134744947	0.018664237886221544	3.0041311957330638e-06	10.0
ACTA1	1134	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.591715976331361	0.9022062301390428	243405.2	361.0	0.02946144	0.0010771302966454367	109.0
ACTL8	1101	0.0	0.6666666666666666	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	0.5793801642856949	0.0	1.0	3.0	0.012642544691395485	1.0	0.341180484476288	0.7080667559634104	249962.3	416.0	0.02650356	0.0	1.0
ACTN2	2685	0.8333333333333334	0.0	0.0	0.16666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	0.16666666666666666	0.16666666666666666	1.0	1.0	0.9813542688910696	0.999825077763089	427179.7	682.0	-0.009612596	0.00024635454564851135	62.0
ACTRT2	1134	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.75	0.75	1.0	1.0	0.08140670791273201	0.285598958204052	308009.3	634.0	0.01910433	0.0	0.0
ADAM15	2592	0.4	0.0	0.0	0.6	0.0	1.0	0.0	0.0	0.8277293767706428	0.0	1.0	1.0	1.0	1.0	0.5170630816959669	0.858112925041935	1696720.0	214.0	0.04370952	7.289549375923378e-05	31.0
ADAM30	2373	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.5	0.5	1.0	1.0	0.2622606871230003	0.6132746606020002	390094.2	560.0	0.009313993000000001	0.0	0.0
ADAMTS4	2514	0.4	0.0	0.0	0.6	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.077417356971433	0.2754930923008343	728669.0	234.0	0.03749509	1.26441181554528e-06	3.0
ADAMTSL4	3225	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2630886608787161	0.6143815285469907	1475649.0	152.0	0.03127347	0.0005887446183600722	107.0
ADAR	3681	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2154243860404998	0.5461321214675239	1927515.0	403.0	0.03639176	2.7678090715688286e-05	39.0
ADCK3	1944	0.0	0.0	0.0	0.5	0.0	1.0	0.5	0.0	0.75	0.0	2.0	4.0	1.0	1.0	0.612369871402327	0.9126875774576412	411155.6	481.0	0.004611321	0.0001259815539826139	13.0
ADCY10	4833	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.6666666666666666	0.6666666666666666	1.0	1.0	0.4078303425774878	0.7736150155277183	534610.7	238.0	0.01328722	0.0	0.0
ADIPOR1	1128	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.3558718861209965	0.7235531969201618	421205.7	389.0	0.03032769	3.8266747506163036e-05	11.0
ADORA1	981	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	1.0	0.3808073115003808	0.748462214729857	469028.9	453.0	0.03682687	9.132376682258703e-06	7.0
ADORA3	1044	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.0	0.6666666666666666	0.6666666666666666	1.0	1.0	0.10033109260559847	0.3310203306898081	374092.3	330.0	0.02739502	4.1604108441729285e-06	12.0
ADSS	1371	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5793801642856949	0.0	3.0	3.0	1.0	1.0	0.5078720162519045	0.8519684101863831	710088.2	534.0	0.002229515	4.507730553260728e-05	40.0
AGL	4599	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	1.0	0.0	0.0	1.0	0.0	0.3333333333333333	0.3333333333333333	1.0	1.0	0.7147962830593281	0.9547946359423476	289704.4	595.0	0.008860483	0.00015715112145144264	47.0
