gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree
ACAP3	2505	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1744013.0	273.0	0.02773012	2.23720235201786e-08	2.0
ACBD3	1587	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	756400.3	214.0	0.02416004	0.00014136214738912968	24.0
ACBD6	849	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	543108.1	445.0	0.01167259	2.050000935228513e-06	3.0
ADAM15	2592	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.2942041776993233	0.6541574788802528	1696720.0	214.0	0.04370952	7.289549375923378e-05	31.0
ADAM30	2373	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3320053120849933	0.6980758001121006	390094.2	560.0	0.009313993000000001	0.0	0.0
ADAMTSL4	3225	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5899705014749262	0.9012877527034888	1475649.0	152.0	0.03127347	0.0005887446183600722	107.0
ADSS	1371	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4730368968779565	0.8271437499754238	710088.2	534.0	0.002229515	4.507730553260728e-05	40.0
AGL	4599	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3049710277523635	0.6671358639409914	289704.4	595.0	0.008860483	0.00015715112145144264	47.0
AJAP1	1236	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	5695.346	921.0	0.003660757	1.965776407963247e-06	3.0
ALG6	1524	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4821600771456123	0.8338857810064298	133567.4	477.0	0.0015803079999999999	3.3664461570798414e-06	6.0
ANKRD45	801	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4644681839294008	0.8206512858254649	432541.7	423.0	0.003691711	2.0976429829651647e-06	2.0
ANP32E	807	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.31565656565656564	0.6796403011212686	1207965.0	197.0	0.03948283	1.7898191235970026e-05	27.0
APOA2	303	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	728669.0	234.0	0.03749509	1.5201837499182342e-05	12.0
ARHGAP29	3786	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	466143.7	327.0	-0.008548422	1.1210784456458e-05	9.0
ARHGEF11	4689	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.4541326067211626	0.8126094633517204	958228.2	350.0	0.03612695	6.617398398325312e-05	15.0
ARHGEF16	2130	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	248448.3	483.0	0.02143424	1.5429093062171875e-06	5.0
ARID1A	6858	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.112145340361108	1.0	1.0	1.0	975965.1	182.0	0.02749164	0.00010715271733528008	52.0
ARID4B	3939	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	550877.2	297.0	0.02157151	2.694120469680005e-05	21.0
