,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
TP53,0.0,0.012423615840643776,0.0416892518902533,0.0024656823141060435,0.002087621439027243,0.07918481187417181,0.0035935034978991642,0.01856714217906763,0.0,0.004551718112172809,0.009207490353806025,0.009922477208860914,0.1209744294201815,0.19824565179914788,0.03863538729237115,0.0,0.010297656875643046,0.003916241862525149,0.020423785980197673,0.007034624945831791,0.0,0.0,0.08733928889150477,0.06864637892152298,0.042728740774381824
PIK3CA,0.021062478266578213,0.002222196097081873,-0.014378543473635753,-0.0013905921654236292,0.00783895262221368,-0.0029936195113250408,0.0,-0.0019340732676873737,0.0,-0.0029317487024758324,0.0,-0.014092514082868796,0.05749373064909449,0.05817009833477034,-0.004627414614760288,-0.00997015698835016,0.006332003572465099,-0.012080131943907578,-0.003684210440738314,-0.00719157818765568,-0.002148757235635443,-0.0007310174967917193,0.025811985525458013,-0.0026021110473902487,-0.00195376014998494
ARID1A,0.07271697348833023,0.008084230381958185,0.07433012602003056,0.0,-0.010414185830758454,0.0,0.0,0.0,0.0,0.0037261744348851544,-0.008654603503592095,0.00538992587104728,0.03173778398158064,0.0977238905520659,0.030021252453041103,0.00482142450876874,0.0061228366785890664,-0.011833765941784452,0.021271027789250316,0.0,0.0,0.0,0.035463839161333055,0.0,0.0
RB1,0.0344004007396142,0.002373709024430515,0.02344061854306495,0.007962106604790853,0.0,0.0,0.0,0.0,0.0,0.0,0.005051767963635545,0.0205411703466076,0.13387892853851335,0.19228995893314438,0.019316502027254323,0.0,0.013371391216881384,0.07838211719736699,0.021770713579479906,0.005508037915952418,0.0,0.0,0.029934274709075004,0.0,0.03657094699064811
CTNNB1,0.025084808703824207,0.0,-0.013044389391934058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016530117082412837,0.1438990964667644,0.21504415699964252,0.05550388708589604,0.0,0.010720540719479449,0.0,0.008659804865277065,0.0,0.0,0.0,0.05974057024963697,0.0,0.0
CDKN2A,-0.0205633432711117,0.009544479334719469,0.019500155552730603,0.0,0.0,0.09480119735757353,0.0,0.0,0.0,0.0,0.005115453591001962,-0.0169384317804655,0.1025111063845886,0.1701729873775747,-0.013695244299663012,0.005969599340329312,0.011216512466197398,0.013712547556648469,0.018610551521055452,0.009189265852301481,0.0,0.0,0.03949197914272179,0.0077684774291861824,0.04695677934649928
ATM,0.06851487448614876,0.010674999985843092,0.04343602134789193,0.0,0.0,0.0,0.0,0.04062729615522076,0.0,0.0,0.0,0.0,0.1115010217065337,0.154520080603613,0.018261992348533707,0.0,0.008385317786389734,0.0,0.025061065814941025,0.0,0.0,0.0,0.043226095575266826,0.047012449948648505,0.0
KEAP1,0.0,0.008700752497431685,0.021504935935809072,0.0,0.0051136245315228646,0.05677473293252405,0.0,0.0,0.0,0.0,0.0043430453860132945,0.009236691419388099,0.08892958871658496,0.12158574424134633,0.031374775408294475,0.005215213307761646,0.0065273068846851134,0.0,0.02528876278779002,0.0026067707923433936,0.0,0.0,0.1024633544864132,0.049413059288265504,0.0
EGFR,0.02391785958386239,0.007706719788082295,0.0,0.0,0.0,0.09734919847047635,0.0,0.08275290588946632,0.0,0.0,0.0031848932505279537,0.0,0.1276125000881615,0.19188731215175103,0.022893322362496193,0.0,0.008303920169219436,0.0,-0.022683476789572443,0.0,0.0,0.0,0.0571871255320483,0.04713543095364503,0.027544932880295026
SMARCA4,0.06821310174555067,0.007353797931364092,0.06940367081232546,0.0,0.002075928732346799,0.0,0.0,0.0,0.0,0.0011637455023354726,0.0015902677417150846,0.021025323087867698,0.11773850490672677,0.18303989401362464,0.020801758661202624,0.0,0.006931264287559968,0.0,0.03238111776017949,0.005128467608919052,0.0,0.0,0.09565834559806799,0.0030017416549594778,0.0
KRAS,0.0,0.01236241775754382,0.0,0.0,0.00736626839351337,0.2551668230045064,0.0,0.0,0.0,0.003231911411264665,0.0017181125252325735,0.0,0.07850417959605202,0.09570964793905934,0.02853928718789811,0.0,0.009580167104455611,0.0,0.0,0.0044179042745977615,0.0,0.0,0.14962449656490717,0.0,0.0
NF1,0.07906951379375116,0.018832754785797073,0.0620377192665601,0.014931043904280461,0.00788379945603429,0.0,0.010471539646977474,0.0,0.0,0.0023053039314226975,0.0018171855436382445,0.0027257124764906715,0.06488454120889181,0.07267660575422824,0.030391515011843562,0.0015126648997458858,0.006947737214614669,0.0,0.0,0.009549490929115834,0.0,0.0,0.112056909262229,0.12202090211580385,0.02253484798617733
SETD2,0.10775595148297512,0.01107509936680684,0.08472129657502792,0.01868162249330374,0.0030494058853919315,0.0,0.00784329586379423,0.0,0.0,0.0,0.004607570126364702,0.01163122084280932,0.02666409047133811,0.05861076769515011,0.030805244317042346,0.001900214165203029,0.0,0.0,0.017934173130919606,0.005608461501861173,0.0,0.0,0.0715540688436268,0.02219133727659728,0.029444538577961532
BRAF,0.009706767144295358,0.008447373488465415,0.014306485518642525,0.0,0.009607394551343407,0.1958350137708062,0.0,0.02723763514675448,0.0,0.0,0.003035957606292883,0.0,0.02902060020968722,0.11345687308600311,0.0,0.0,0.009767033353305365,0.0,0.0,0.007218568041388762,0.0,0.0,0.10894127058050163,0.006068814690115887,0.0
