,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
TP53,0.0,0.007838379711248677,0.011032124605860644,0.008875983298605061,0.008962468448914684,0.07819985355924719,0.006652367988096097,0.0013646538346906434,0.0,0.0,0.0,0.0018642952127398416,0.09778729530672958,0.1414880663314949,0.024737929888153043,0.0015650769831178635,0.007794080324303898,0.0029571554302177394,0.01239979003115066,0.0060731015980670655,0.0,0.0,0.1301442604149241,0.1163857681848498,0.11338076953404497
PIK3CA,0.016822294619264988,0.010793206246602682,0.0,0.0,0.0,0.17805015040225847,0.0,0.0,0.0,0.0,0.003845360748332638,0.0,0.06403767516174041,0.08455416535471244,0.00712362619635476,0.0,0.010003489302557123,0.002440142120614608,0.0,0.0,0.0,0.0,0.10818530089860251,0.10903588693179728,0.02211212270361851
MAP3K1,0.025938712521547724,0.01607201835485661,0.016642424267012512,0.0,0.0121408786032427,0.0,0.021225029476894752,0.0036014958245156603,0.0,0.0,0.003255804658636452,0.008707563566561438,0.07942317884322447,0.11918114661731505,0.022454961457088918,0.0,0.004423848239523576,0.0,0.0,0.0,0.0,0.0,0.11737858482056579,0.1394872964151008,0.1788561913060842
SF3B1,0.030888036711241323,0.0,0.0,0.0,0.0,0.19101410222712722,0.0,0.0,0.0,0.0,0.0,0.0016003245787119535,0.07503653597385301,0.14095036207228634,0.004866248278203034,0.0,0.01049273628925873,0.0,0.0,0.0,0.0,0.0,0.09429793169863182,0.0,0.0
CASP8,0.0,0.0,0.03973878525901775,0.0,0.005169420898118421,0.0,0.0,0.0,0.0,0.0,0.0,0.010734298111082341,0.09644587574895008,0.1283972087170039,0.011236831927467716,0.005551823056230476,0.0,0.02333966354641462,-0.010525353570996154,0.0,0.0,-0.015513954463847957,0.12057521944677482,0.0,-0.008860683704045358
PIK3R1,0.009079554247400201,0.005939375303391392,0.008883422140973263,0.0,0.011694956201732387,0.0,0.0,0.010579087393527697,0.0,0.008741932566674382,0.005139908183751707,0.004670662887966859,0.12074953782770365,0.14089242583684342,0.01773845852639183,0.0,0.010283376212303186,0.0032763455695295762,0.006411699519121544,0.0034488377571978424,0.0,0.0,0.07882243111102338,0.08853997024479004,0.0963971534418484
AKT1,0.0,0.0,0.0,0.0,0.0,0.2257713207272613,0.0,0.0,0.0,0.0,0.0,0.0,0.11719262237050954,0.16995620723435712,0.0032411115614984776,0.0,0.008914027085406645,0.006978264784145399,0.0,0.0,0.0,0.0,0.10459272406613496,0.0,0.0
ERBB2,0.02491907166394053,0.0,0.0,0.0,0.0,0.18878245905874902,0.0,0.004825339583922117,0.0,0.0,0.0029154544663159143,0.006753560784585666,0.09323217664684763,0.13693517868404648,0.0,0.0,0.013905905722765621,0.0,0.0,0.002587152334741799,0.0,0.0,0.09750426459768458,0.0,0.0
FBXW7,0.01223541400912731,0.007337741561219913,0.0,0.0,0.0031155237182303175,0.10755502479579732,0.0025796100469087646,0.0,0.0,0.014117982241047072,0.0,0.024967982358290508,0.11905836898823052,0.1410878681074615,0.0040594222704069816,0.0,0.019763872718834175,0.007884489053844979,0.011923493613421654,0.0,0.0,0.0,0.0915998109279188,0.01578824484714514,0.0
RB1,0.03748891832293222,0.008227356600087776,0.03075328249252557,0.0071931698940651545,0.013606046478739087,0.0,0.009970165041797874,0.0,0.0,0.0014305452179897427,0.004769948306049154,0.009675566692041615,0.1383701147481235,0.17479891813153792,0.02449091266611364,0.00569537735925657,0.015146031387228143,0.028490061675557288,0.02500067469723455,0.00858834069993103,0.0,0.0,0.09853166849612283,0.013474114190639985,0.09880220758848246
ARID1A,0.04104978631613998,0.0070524484742510996,0.03947281129372243,0.01396143676754602,0.002599129994940691,0.0,0.010488699117562394,0.0,0.0,0.0,0.0,0.0,0.0448068273291673,0.08336937869468747,0.010214963228398322,0.0,0.0,0.0,0.007624687367191241,0.0,0.0,0.0,0.1284325227558178,0.09182691872776905,0.10753238204783405
PTEN,0.0,0.01380851717470477,0.027921494968973337,0.011176765968155533,0.005025822678154268,0.03608094518464555,0.021830192955334032,0.004294416781045141,0.0,0.006023449107544099,0.0,0.00363781464072771,0.08208020374210212,0.09700998142841838,0.02584728139805431,0.006211616765020855,0.007022212098459546,0.0,0.013475751929622082,0.008168769664245679,0.0,0.0,0.1437329406799317,0.1459859689025288,0.13266927461878852
CHD4,0.018909976834894704,0.0,0.00529325578941886,0.0,0.0061679804946750405,0.12107156051391588,-0.0067629709847275565,0.0,0.0,-0.008471822562434478,0.0,0.012059719209507519,0.05644933127096563,0.0959262635688701,-0.008818399300232371,-0.010883472771988562,0.007407392346579167,-0.006325970070964915,-0.006642880663220524,-0.004817705198151945,-0.006480436947405438,0.0,0.09156491226709096,-0.0032830496187388203,-0.005003120634454072
KRAS,0.009493542524424414,0.0032617545884275345,0.0,0.0,0.0,0.2579312013574481,0.0,0.0,0.0,0.009525701740824899,0.004933017229647452,0.0010457270237257954,0.09100903473222777,0.08205306913934551,0.02755857245951343,0.0019284738565905624,0.021890835309162637,0.011503236308758102,0.0,0.0017619484654534112,0.0,0.0,0.014535877379478146,0.0,0.0
KMT2C,0.02673200059395947,0.006521524726020633,0.033567477108486676,0.002083581348938268,0.009632277454668603,0.0,0.024590149003762274,0.0,0.0,0.0,0.004606673262386063,0.0,0.01375882328057329,0.05642704111911745,0.0,0.004677957410927525,0.0,0.0,0.0,0.0,0.0,0.0,0.13164871919805288,0.16734867388400237,0.18897995086698943
FOXA1,0.0,0.004425614718769011,0.0,0.0,0.0,0.19719237111028903,0.007058303884893563,0.0,0.0,0.0,0.0,0.0,-0.022665225579987777,-0.04836050248335427,0.019941537634489928,0.014558119218185783,0.014001142188790339,0.0,0.0,0.0,0.0,0.0,0.07208983457222613,0.015905082565011774,0.0
NF1,0.031289188231834325,0.0019882595499403077,0.025257518724697503,0.016294850155819995,0.009516175642623304,0.0,0.015672765971708413,0.0,0.0,0.0012501474580227934,0.0011980589402940112,0.0,0.04782577190595527,0.056885827447297255,0.015936778704382204,0.0025564694428499013,0.006365185901483661,0.0,0.01982561201037769,0.0,0.0,0.0,0.12120490498625702,0.09833222304826605,0.1134608254217897
