,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS
NRAS,0.013393964906583743,-0.0032743262747698884,-0.010346250250082317,-0.003448082314476998,-0.004107432078518616,-0.002750608744176139,-0.0008250326562413701,0.0,0.0,0.0028866581870060984,0.006689931237608981,0.0042079545746023725,0.016285775793664477,0.0265946205932021,0.021268447558504402,-0.003932322758530969,0.010859677439079798,-0.003238969579495852,-0.011313418164436123,0.010736871583284777,0.0,0.0,-0.02037047200100698,0.0,-0.002206047144251426
TP53,0.0,0.012442246658638245,0.013145820680370124,0.015380316119885218,0.0,0.11706939641392444,0.02419280713900651,0.0,0.0,0.0,0.0037221435055789787,0.004929664278957635,0.11458199739210612,0.1563151584118178,0.01783369609653007,0.0,0.008518382771118549,0.0027260017892232202,0.0035016076186110134,0.0021699780637081667,0.0,0.0,0.1562695448176285,0.07620740889715616,0.05560476925328928
HRAS,0.0,0.0050727341935249415,0.0,0.0,0.006227935787763761,0.2074895207929568,0.0,0.0,0.0,0.0,0.0,0.0023746045822208572,0.09667469633350423,0.12159910973585883,0.006990750529421164,0.0040037380763033315,0.0,0.0,0.0,0.0,0.0,0.0,0.037749278447424595,0.0,0.0
ERBB3,0.041928052097123414,0.014886351140343257,0.0,0.0,0.012677218840654203,0.03589197329472754,0.0,0.018441033176075178,0.0,0.0013000651917200179,0.001072437057968223,0.0071415814536755495,0.07856619125977846,0.12386257185340921,0.006321082503727649,0.0,0.002098890938286746,0.006067603265679178,0.0032323234388201283,0.0,0.0,0.0,0.1320216942844047,0.004459012968299536,0.0
RHOA,-0.024524199007673803,0.008781347993207789,0.0,0.0,0.007109066902717176,0.17739693280484842,0.0,0.0,0.0,0.0,0.0,0.0,0.1175584605684667,0.11952676632404557,0.011423191235220814,0.0,0.010313579314595839,0.0,0.0,0.0,0.0,0.0,0.090954365200693,0.0,0.0
ATM,0.05932175047339286,0.010304652433321959,0.01470060047751065,0.017968271318571205,0.0,0.0,0.0,0.029082363279438334,0.0,0.0,0.0,0.0,0.12770544455695498,0.16934730194615394,0.013727862391549162,0.0,0.009028395517249682,0.0,0.0036655882807419826,0.0035634247152389054,0.0,0.0,0.11905242737456934,0.0,0.0
EP300,0.056440105510906224,0.01000656154788121,0.04554332373254544,0.0,0.006899889408573778,0.0,0.023257026741669073,0.02084324153622069,0.0,0.0,0.0053421783028323455,0.014136260594846128,0.12690349439234327,0.18001295728650257,0.017962167581710153,0.0030637188311460894,0.011708400046055084,0.0010791556351743004,0.0021103771629036316,0.006736221658369235,0.0,0.0,0.12121553409753594,0.05893563229205162,0.05991469354828305
ERBB2,0.04237434895063241,0.011760222199087011,0.0,0.0,0.013732081673316798,0.18334772940484806,0.0,0.0,0.0,0.0,0.009282344148771826,0.011590033130977506,0.13196857575933885,0.15596850742196072,0.019700050907663247,0.0,0.010949825163315663,0.0014663039809793832,0.0,0.008775028212886282,0.0,0.0,0.12833874609662954,0.0,0.0
PIK3CA,0.020485206297019942,0.014654300357970246,0.0,0.0,0.014478908852851025,0.2654455947429498,0.0,0.0,0.0,0.0,0.0,0.0,0.10097774043315011,0.12167848720993571,0.0,0.0,0.0147362456671567,0.0,0.0,0.0,0.0,0.0,0.14108302777508797,0.0,0.0
NFE2L2,0.005486793039509635,0.010612252094779617,0.0,0.0,0.009635327237653923,0.20707088299807097,0.0,0.0,0.0,0.0,0.0019779229776052953,0.007035601464000452,0.11317272582720955,0.12651285659526246,0.01492453951145073,0.0,0.012532996261660406,0.0,0.0,0.0,0.0,0.0,0.10600618475748991,0.0,0.0
