gene,score
A1CF,0.298082
A2M,0.319162
AACS,0.340738
AADACL2,0.380998
AADAT,0.291327
AANAT,0.47847700000000004
AARS2,0.346595
AASDHPPT,0.24133000000000002
AASS,0.375053
AATF,0.34779499999999997
ABAT,0.46642700000000004
ABCA1,0.393891
ABCA12,0.42815299999999995
ABCA3,0.476657
ABCA4,0.456833
ABCB6,0.459291
ABCB8,0.42032600000000003
ABCC4,0.4292
ABCC5,0.41143599999999997
ABCD3,0.632848
ABCD4,0.369593
ABCF1,0.38521500000000003
ABHD1,0.360223
ABHD11,0.31853400000000004
ABHD12B,0.271179
ABHD14B,0.31995999999999997
ABHD15,0.25947
ABHD16A,0.350509
ABHD2,0.487634
ABHD4,0.305923
ABI1,0.27002800000000005
ABI3BP,0.360116
ABL1,0.332432
ABL2,0.35746700000000003
ABLIM1,0.435813
ABRA,0.327025
ABRACL,0.504583
ABTB1,0.34308099999999997
ACAD8,0.5422899999999999
ACADL,0.4547
ACADVL,0.456704
ACAP2,0.343971
ACAT1,0.544686
ACAT2,0.42464300000000005
ACBD5,0.47739
ACBD6,0.24693299999999999
ACCS,0.37530399999999997
ACE,0.404856
ACER1,0.379114
ACER3,0.536393
ACHE,0.405004
ACIN1,0.28885700000000003
ACO2,0.421264
ACOT11,0.43614200000000003
ACOT2,0.500881
ACOT8,0.409876
ACOX2,0.307971
ACP5,0.287864
ACP6,0.372316
ACPP,0.327115
ACRV1,0.49253800000000003
ACSBG1,0.33674
ACSF3,0.447486
ACSL1,0.42463500000000004
ACSL3,0.315314
ACSL6,0.37301999999999996
ACSM2A,0.5213939999999999
ACSM4,0.37837600000000005
ACSS1,0.420012
ACSS2,0.271882
ACSS3,0.35740900000000003
ACTA2,0.559084
ACTBL2,0.307917
ACTG1,0.606645
ACTL9,0.40925700000000004
ACTN1,0.375357
ACTR2,0.527604
ACTR3,0.43833
ACVR1,0.54213
ACVR2A,0.398217
ACY3,0.440032
ADAD1,0.38148699999999997
ADAM10,0.43623
ADAM17,0.342708
ADAM22,0.316243
ADAM8,0.482876
ADAMTS1,0.353574
ADAMTS14,0.325013
ADAMTS15,0.37151799999999996
ADAMTS17,0.356417
ADAMTS3,0.344404
ADAMTS6,0.395853
ADAMTS7,0.361689
ADAMTSL3,0.379527
ADARB2,0.389011
ADAT1,0.330234
ADCK2,0.358644
ADCY1,0.37572
ADCY10,0.34005799999999997
ADCY2,0.364036
ADCY3,0.339845
ADCY7,0.406721
ADCYAP1,0.315307
ADCYAP1R1,0.319694
ADD2,0.319414
ADH1A,0.334613
ADI1,0.44083199999999995
ADIPOR1,0.29886999999999997
ADIPOR2,0.37796
ADK,0.30846999999999997
ADNP,0.376692
ADNP2,0.291824
ADORA1,0.380081
ADORA2A,0.493888
ADORA2B,0.167824
ADPGK,0.322106
ADPRHL1,0.333894
ADPRHL2,0.201222
ADPRM,0.42139099999999996
ADRA1A,0.376569
ADRA1B,0.43334700000000004
ADRA1D,0.246056
ADRA2A,0.48096000000000005
ADRB1,0.346194
ADRM1,0.37258600000000003
AEN,0.394999
AFAP1L1,0.341596
AFF1,0.40629099999999996
AFF3,0.360702
AFF4,0.373425
AGAP2,0.312745
AGER,0.293696
AGL,0.40579299999999996
AGO3,0.32695799999999997
AGPAT1,0.33121100000000003
AGPAT2,0.5463020000000001
AGPAT5,0.441359
AGR3,0.310774
AGTPBP1,0.31850300000000004
AGTR1,0.364506
AGTR2,0.334901
AGXT,0.49208199999999996
AHI1,0.358659
AHSP,0.314771
AICDA,0.364176
AIF1,0.197535
AIF1L,0.270876
AIFM2,0.32201199999999996
AIFM3,0.344547
AIG1,0.50743
AIMP2,0.352074
AIPL1,0.399387
AJAP1,0.320386
AJUBA,0.43999799999999994
AK3,0.344802
AK5,0.350931
AKAP1,0.37461
AKAP11,0.318133
AKAP13,0.364597
AKAP4,0.406175
AKAP5,0.23025900000000002
AKAP6,0.33352800000000005
AKAP7,0.37312199999999995
AKAP8,0.335095
AKAP9,0.39878800000000003
AKIRIN2,0.388491
AKR1C1,0.349161
AKR1C3,0.357633
AKR7A3,0.329725
AKT1,0.6806439999999999
AKT2,0.374479
AKT3,0.41153100000000004
ALCAM,0.26085
ALDH1B1,0.345456
ALDH1L2,0.43149799999999994
ALDH2,0.363286
ALDH3A2,0.508382
ALDH3B2,0.483138
ALDH9A1,0.450759
ALG1,0.45336899999999997
ALG10,0.446909
ALG11,0.459132
ALG12,0.361139
ALG1L,0.7184699999999999
ALG2,0.447517
ALG3,0.35843800000000003
ALK,0.38219200000000003
ALKBH6,0.433041
ALLC,0.355029
ALMS1,0.5106689999999999
ALOXE3,0.304712
ALPI,0.41061000000000003
ALPK1,0.363847
ALPK2,0.41054700000000005
ALS2CL,0.371553
ALX3,0.42808999999999997
AMBN,0.38904299999999997
AMD1,0.345934
AMDHD2,0.39124000000000003
AMELX,0.656134
AMER1,0.40075900000000003
AMER2,0.27224
AMIGO1,0.266487
AMIGO3,0.43118900000000004
AMN,0.388291
AMOTL1,0.338465
AMOTL2,0.349937
AMPD2,0.49543400000000004
AMPH,0.41561000000000003
AMT,0.406617
AMY2A,0.526612
AMZ2,0.627875
ANAPC13,0.268356
ANGEL1,0.437224
ANGPT2,0.344056
ANGPT4,0.292091
ANGPTL2,0.419099
ANGPTL4,0.359677
ANGPTL7,0.38311
ANK1,0.406298
ANKEF1,0.524145
ANKFY1,0.34629899999999997
ANKH,0.482592
ANKHD1,0.361477
ANKMY2,0.41581599999999996
ANKRD10,0.489026
ANKRD12,0.403491
ANKRD13A,0.382756
ANKRD20A4,0.9196840000000001
ANKRD26,0.449686
ANKRD27,0.39978
ANKRD33,0.28127399999999997
ANKRD36,0.674708
ANKRD40,0.32824899999999996
ANKRD44,0.41024700000000003
ANKRD50,0.362622
ANKS4B,0.346273
ANKS6,0.28452
ANO1,0.359198
ANO3,0.389336
ANO7,0.439086
ANO9,0.373114
ANP32E,0.357402
ANPEP,0.39419899999999997
ANTXR1,0.416616
ANXA1,0.312329
ANXA11,0.287148
ANXA13,0.394225
ANXA3,0.290426
ANXA7,0.30935799999999997
ANXA9,0.487597
AOC2,0.340979
AOX1,0.32329
AP1G1,0.349244
AP1S2,0.601046
AP1S3,0.630825
AP2A1,0.332326
AP2B1,0.315818
AP3D1,0.332489
AP3M2,0.407615
